entity_id,spline_id,mode,speed,world,area,area_name,creature2_id,client_name,match_status,source_coordinate_id,jabbithole_creature_id,path_distance,runtime_distance,spline_nodes,spline_length,spline_closed,existing_spline,import_action
45896,12723,1,3,22,1441,Giant's Wall,44793,Torine Lifesealer,unique_name,8230249,8711,0.391019,2.414945,15,74.684705,false,12723,skip_existing_same_spline
42716,12772,1,3,22,1445,Maiden Pool,27678,Torine Battlemaiden,scored_name,8098500,7860,0.747794,1.704849,14,51.647914,false,12772,skip_existing_same_spline
47380,12648,1,3,22,1485,The Undergrove,61887,Grizzlepaw Forager,unique_name,8388668,8751,0.253075,0.977883,32,131.566933,false,12648,skip_existing_same_spline
47382,12645,1,3,22,1485,The Undergrove,61887,Grizzlepaw Forager,unique_name,8098511,8751,0.455850,0.122474,14,40.879223,false,,insert
47383,12647,1,3,22,1485,The Undergrove,61887,Grizzlepaw Forager,unique_name,8206237,8751,0.889996,1.240846,28,141.712552,false,12647,skip_existing_same_spline
47384,12646,1,3,22,1485,The Undergrove,61887,Grizzlepaw Forager,unique_name,8325334,8751,0.093384,2.099735,23,139.557443,false,12646,skip_existing_same_spline
47390,12645,1,3,22,1485,The Undergrove,61887,Grizzlepaw Forager,unique_name,8014175,8751,0.494241,0.994668,14,40.879223,false,12645,skip_existing_same_spline
42597,12728,1,3,22,1492,Giant's Wall,27532,Untamed Pouncer,unique_name,8293151,8730,2.588596,2.455712,11,48.267983,false,,insert
47386,12671,1,3,22,1492,Giant's Wall,61887,Grizzlepaw Forager,unique_name,8223895,8751,0.547004,2.663059,33,206.587757,false,12671,skip_existing_same_spline
43324,12656,1,3,22,1522,Feralclaw Cliffs,29783,Feralclaw Devourer,unique_name,8226261,7556,0.755276,2.228048,24,131.282271,false,12656,skip_existing_same_spline
46963,12050,1,3,22,2069,Research Camp Echo,58702,Camp Echo Biologist,unique_name,502579,14477,2.804623,0.939132,19,187.730808,false,,insert
43850,11734,1,3,22,2071,Kel Ulgar,38025,Ulgar Slavemaker,unique_name,8186650,12515,0.858761,0.772492,35,89.838819,false,,insert
44032,12061,1,3,22,2071,Kel Ulgar,38179,Captured Pumera,unique_name,501636,13765,0.975217,1.611962,30,140.348678,false,,insert
44083,11660,1,3,22,2071,Kel Ulgar,38202,Ulgar Beastmaster,unique_name,8230455,10378,2.009023,1.187547,65,560.870099,false,,insert
47509,11658,1,3,22,2071,Kel Ulgar,61949,Ulgar Bonesmasher,unique_name,6493178,7211,1.000065,1.663812,45,530.316954,false,,insert
47577,11716,1,3,22,2071,Kel Ulgar,62019,Ulgar Overlord,unique_name,7710841,10359,2.550219,2.653166,14,100.941441,false,,insert
47583,11721,1,3,22,2071,Kel Ulgar,62019,Ulgar Overlord,unique_name,7764806,10359,2.961458,1.167947,26,116.495170,false,,insert
47590,11735,1,3,22,2071,Kel Ulgar,62019,Ulgar Overlord,unique_name,7593573,10359,1.881417,1.125008,38,135.078515,false,,insert
44399,11609,1,3,22,2076,The Strange Glade,38398,Hybridization Augmentor,unique_name,8449540,12791,1.420183,1.464221,15,76.147316,false,11609,skip_existing_same_spline
44400,11608,1,3,22,2076,The Strange Glade,38398,Hybridization Augmentor,unique_name,8226860,12791,0.377928,1.320998,10,51.936852,false,11608,skip_existing_same_spline
44401,11607,1,3,22,2076,The Strange Glade,38398,Hybridization Augmentor,unique_name,8382630,12791,0.712887,2.539630,8,47.059767,false,11607,skip_existing_same_spline
44402,11606,1,3,22,2076,The Strange Glade,38398,Hybridization Augmentor,unique_name,8038514,12791,0.682102,2.827584,6,31.285914,false,11606,skip_existing_same_spline
47602,13342,2,3,22,2077,The Battlemound,62028,Restless Tempest,unique_name,8248543,7184,1.001359,1.569777,15,189.313191,true,13342,skip_existing_same_spline
44388,13305,1,3,22,2078,Deepfall Spires,38381,Raging Tide,unique_name,8031980,7189,0.654853,1.742785,24,263.029901,false,13305,skip_existing_same_spline
47609,11684,1,3,22,2078,Deepfall Spires,62031,Spirevale Firenova,unique_name,7896256,6866,0.180813,0.427406,9,44.916572,false,11684,skip_existing_same_spline
44368,14527,1,3,22,2131,Devastation Ridge,38367,Depot Agent Sakiro,unique_name,56321,7175,2.876953,0.887469,26,174.149656,false,,insert
46811,17611,1,3,22,2131,Devastation Ridge,51921,Sylphia Barkberry,reviewed,2641310,7334,1.479973,0.858441,30,219.350101,false,,insert
47613,11686,1,3,22,2712,Spirevale Landing,62033,Spirevale Inferno,unique_name,8226795,6744,0.866988,2.106490,7,41.561542,false,11686,skip_existing_same_spline
44246,13121,1,3,22,2785,Northern Wilderrun,38322,Manglepaw Crusher,unique_name,4855796,16013,0.785659,1.075656,10,80.212297,false,13121,skip_existing_same_spline
46031,16481,1,3,22,2785,Northern Wilderrun,47379,Ric Longshanks,reviewed,503411,14552,2.682443,0.991494,14,34.340013,false,,insert
47591,13120,1,3,22,2785,Northern Wilderrun,62022,Manglepaw Mauler,unique_name,4849821,16014,1.082874,1.194454,9,93.841652,false,13120,skip_existing_same_spline
415,4040,1,3,51,13,Algoroc,16632,Icemaw Frostclaw,unique_name,6073628,3272,0.792599,2.423725,16,86.823104,false,4040,skip_existing_same_spline
3822,16311,1,3,51,13,Algoroc,51597,Augmented Spiderling,scored_name,8212683,29422,2.517938,2.262410,30,281.098388,false,,insert
3824,16364,1,3,51,13,Algoroc,51598,Augmented Recluse,unique_name,8132893,29423,0.123970,0.524404,13,120.753406,false,16364,skip_existing_same_spline
745,5616,1,3,51,20,Grim Valley,17366,Slave Chain,unique_name,5217449,7707,1.665849,1.022433,52,1174.888974,false,,insert
755,5725,1,3,51,20,Grim Valley,17366,Slave Chain,unique_name,5955620,7707,1.719141,1.005923,8,46.297316,false,,insert
839,5616,1,3,51,20,Grim Valley,17409,Musty Spore,unique_name,6376675,5773,2.405125,0.704880,52,1174.888974,false,,insert
843,5616,1,3,51,20,Grim Valley,17409,Musty Spore,unique_name,36641,5773,1.958401,0.925075,52,1174.888974,false,,insert
855,5616,1,3,51,20,Grim Valley,17409,Musty Spore,unique_name,180927,5773,1.376491,0.884491,52,1174.888974,false,,insert
1010,4436,1,3,51,20,Grim Valley,17931,Energy Field,reviewed,6214299,23993,2.421513,1.108417,8,30.518780,false,,insert
1900,5738,1,3,51,20,Grim Valley,20898,Grim Handler,unique_name,8405511,5772,0.073270,0.836002,9,36.325670,false,5738,skip_existing_same_spline
1906,5616,1,3,51,20,Grim Valley,20898,Grim Handler,unique_name,8433751,5772,2.500434,0.924533,52,1174.888974,false,,insert
1931,5729,1,3,51,20,Grim Valley,20901,Grim Overseer,reviewed,8467263,3151,0.418856,0.632320,10,72.430523,false,5729,skip_existing_same_spline
1932,5723,1,3,51,20,Grim Valley,20901,Grim Overseer,reviewed,8433494,3151,0.566262,2.636574,9,82.579006,false,5723,skip_existing_same_spline
1941,5728,1,3,51,20,Grim Valley,20901,Grim Overseer,reviewed,8467264,3151,0.831354,0.831354,8,45.026109,false,5728,skip_existing_same_spline
1993,5616,1,3,51,20,Grim Valley,20932,Pinewrath Trunksplitter,unique_name,8167922,5770,1.255518,1.934907,52,1174.888974,false,,insert
2298,5616,1,3,51,20,Grim Valley,21120,Jabbit,reviewed,7455486,4929,1.593613,1.811912,52,1174.888974,false,,insert
1,4417,1,3,51,21,Gallow,312,Amylee Silverstand,unique_name,11537,2634,1.709795,1.052473,8,53.027331,false,,insert
3624,15808,1,3,51,21,Gallow,45056,Gallow Peacekeeper,unique_name,168069,10792,1.967312,0.955249,20,72.951875,false,,insert
3625,15808,1,3,51,21,Gallow,45056,Gallow Peacekeeper,unique_name,380714,10792,1.740115,1.052853,20,72.951875,false,,insert
3628,3505,2,3,51,21,Gallow,45056,Gallow Peacekeeper,unique_name,363013,10792,0.648784,1.303265,39,277.139019,true,,insert
3629,15804,1,3,51,21,Gallow,45056,Gallow Peacekeeper,unique_name,214446,10792,2.732400,1.125122,24,108.946360,false,,insert
4020,4404,1,3,51,21,Gallow,67799,Protogames Recruiter,reviewed,6131086,28229,2.778945,1.233734,11,134.461295,false,,insert
1001039686,11320,2,3,51,23,Tremor Ridge,37586,Loftite Cart,reviewed,1039686,11082,0.407597,0.000000,39,213.585472,true,,insert
1001221648,11320,2,3,51,23,Tremor Ridge,37586,Loftite Cart,reviewed,1221648,11082,0.478450,0.000000,39,213.585472,true,,insert
1001473290,5892,1,3,51,23,Tremor Ridge,37586,Loftite Cart,reviewed,1473290,11082,1.033961,0.000000,110,52.202916,false,,insert
1001504010,5892,1,3,51,23,Tremor Ridge,37586,Loftite Cart,reviewed,1504010,11082,0.726614,0.000000,110,52.202916,false,,insert
1001589726,11320,2,3,51,23,Tremor Ridge,37586,Loftite Cart,reviewed,1589726,11082,0.429394,0.000000,39,213.585472,true,,insert
1001979013,11320,2,3,51,23,Tremor Ridge,37586,Loftite Cart,reviewed,1979013,11082,0.695498,0.000000,39,213.585472,true,,insert
1002138217,11320,2,3,51,23,Tremor Ridge,37586,Loftite Cart,reviewed,2138217,11082,1.639077,0.000000,39,213.585472,true,,insert
1002138218,11320,2,3,51,23,Tremor Ridge,37586,Loftite Cart,reviewed,2138218,11082,0.795031,0.000000,39,213.585472,true,,insert
1002180375,11320,2,3,51,23,Tremor Ridge,37586,Loftite Cart,reviewed,2180375,11082,1.275265,0.000000,39,213.585472,true,,insert
1002249328,11320,2,3,51,23,Tremor Ridge,37586,Loftite Cart,reviewed,2249328,11082,0.546515,0.000000,39,213.585472,true,,insert
1002716962,11320,2,3,51,23,Tremor Ridge,37586,Loftite Cart,reviewed,2716962,11082,0.437386,0.000000,39,213.585472,true,,insert
1002723812,11320,2,3,51,23,Tremor Ridge,37586,Loftite Cart,reviewed,2723812,11082,0.864571,0.000000,39,213.585472,true,,insert
1003204081,11320,2,3,51,23,Tremor Ridge,37586,Loftite Cart,reviewed,3204081,11082,1.039298,0.000000,39,213.585472,true,,insert
1003218211,11320,2,3,51,23,Tremor Ridge,37586,Loftite Cart,reviewed,3218211,11082,0.674772,0.000000,39,213.585472,true,,insert
1003482617,11320,2,3,51,23,Tremor Ridge,37586,Loftite Cart,reviewed,3482617,11082,0.896347,0.000000,39,213.585472,true,,insert
1004019922,11320,2,3,51,23,Tremor Ridge,37586,Loftite Cart,reviewed,4019922,11082,1.558373,0.000000,39,213.585472,true,,insert
1004020176,11320,2,3,51,23,Tremor Ridge,37586,Loftite Cart,reviewed,4020176,11082,0.824968,0.000000,39,213.585472,true,,insert
1006634583,11320,2,3,51,23,Tremor Ridge,37586,Loftite Cart,reviewed,6634583,11082,0.859303,0.000000,39,213.585472,true,,insert
1007796187,11320,2,3,51,23,Tremor Ridge,37586,Loftite Cart,reviewed,7796187,11082,0.444303,0.000000,39,213.585472,true,,insert
110,16469,1,3,51,24,Coldwater Gulch,12754,Irradiated Snoglug,reviewed,7799360,3334,0.165478,0.965246,11,85.392686,false,16469,skip_existing_same_spline
111,16470,1,3,51,24,Coldwater Gulch,12754,Irradiated Snoglug,reviewed,7993445,3334,0.625467,1.522126,10,46.977719,false,16470,skip_existing_same_spline
118,5424,2,3,51,24,Coldwater Gulch,12807,Coldscale Stunpike,unique_name,4792078,9679,1.557123,1.847025,60,142.345536,true,,insert
122,5421,1,3,51,24,Coldwater Gulch,12807,Coldscale Stunpike,unique_name,4792075,9679,1.063166,2.404144,66,207.166434,false,,insert
123,5421,1,3,51,24,Coldwater Gulch,12807,Coldscale Stunpike,unique_name,4792058,9679,1.659740,1.212676,66,207.166434,false,,insert
124,5423,2,3,51,24,Coldwater Gulch,12807,Coldscale Stunpike,unique_name,7708988,9679,2.147223,2.416661,48,156.813938,true,,insert
126,5425,2,3,51,24,Coldwater Gulch,12807,Coldscale Stunpike,unique_name,4792054,9679,1.405972,2.649795,57,119.608293,true,,insert
128,5425,2,3,51,24,Coldwater Gulch,12807,Coldscale Stunpike,unique_name,4792046,9679,1.613639,1.279261,57,119.608293,true,,insert
416,4063,1,3,51,24,Coldwater Gulch,16632,Icemaw Frostclaw,unique_name,8405652,28466,0.576722,1.661427,18,38.534330,false,4063,skip_existing_same_spline
1887,5698,1,3,51,26,Deadstar Ravine,20811,Deadstar Trained Dagun,unique_name,8431363,1221,1.278984,1.569745,10,44.478372,false,5698,skip_existing_same_spline
285,5278,2,3,51,27,Rockridge Hollow,14136,The Lurking Terror,unique_name,7917016,7658,0.640816,2.657024,38,739.215539,true,5278,skip_existing_same_spline
1809,22164,1,3,51,27,Rockridge Hollow,20797,Dominion Basher,unique_name,8156592,28634,0.658352,2.529071,7,18.020574,false,22164,skip_existing_same_spline
1842,5695,2,3,51,27,Rockridge Hollow,20798,Dominion Scientist,reviewed,6892684,28695,2.430893,1.557370,40,237.927372,true,,insert
18711,5452,1,3,51,122,Thayd,18933,Cordelia Bronson,reviewed,17995,3856,2.605404,1.147230,8,93.523578,false,,insert
18991,5451,1,3,51,122,Thayd,44886,Thayd Guardsman,reviewed,1888629,17299,2.799527,0.418000,12,133.764040,false,,insert
18995,5703,1,3,51,122,Thayd,44886,Thayd Guardsman,reviewed,7744895,237,0.993702,1.030846,10,103.449081,false,,insert
19989,20110,2,3,51,122,Thayd,61381,Gardener,unique_name,4540341,10666,1.057804,1.062968,57,306.496870,true,20110,skip_existing_same_spline
924,4374,1,3,51,129,Crowe Family Homestead,17692,Slateface Slammer,scored_name,6055287,4944,0.762834,2.544072,9,35.118428,false,4374,skip_existing_same_spline
925,6347,1,3,51,129,Crowe Family Homestead,17692,Slateface Slammer,scored_name,8418107,28662,0.431617,1.988693,46,511.176780,false,,insert
928,6347,1,3,51,129,Crowe Family Homestead,17692,Slateface Slammer,scored_name,6055305,4944,1.825358,1.461711,46,511.176780,false,,insert
930,6347,1,3,51,129,Crowe Family Homestead,17692,Slateface Slammer,scored_name,6055304,4944,2.126852,2.662536,46,511.176780,false,,insert
2033,5582,2,3,51,129,Crowe Family Homestead,20952,Crowe Marksman,unique_name,7794926,4946,2.658931,1.313775,65,1234.128588,true,,insert
2049,5419,1,3,51,129,Crowe Family Homestead,20953,Crowe Swordsman,unique_name,7888515,4893,1.271569,2.435366,39,855.658745,false,,insert
2074,16074,1,3,51,129,Crowe Family Homestead,20960,Crowe Attack Dagun,unique_name,8456417,4895,0.499631,2.079760,6,13.359946,false,16074,skip_existing_same_spline
2153,5778,1,3,51,129,Crowe Family Homestead,20980,Duskfall Creeper,unique_name,6120446,1670,1.345456,1.954533,9,76.013086,false,5778,skip_existing_same_spline
2554,6347,1,3,51,129,Crowe Family Homestead,22902,Halsen's Claim Miner,reviewed,380902,11158,2.573295,0.720139,46,511.176780,false,,insert
2555,6347,1,3,51,129,Crowe Family Homestead,22902,Halsen's Claim Miner,reviewed,962230,11158,1.841107,1.030873,46,511.176780,false,,insert
21602,6211,1,3,51,137,Whitevale,20575,Evolved Silversnout,unique_name,7864173,29003,0.028652,0.061025,10,72.062857,false,6211,skip_existing_same_spline
21603,6213,1,3,51,137,Whitevale,20575,Evolved Silversnout,unique_name,8006815,29003,1.033514,2.792963,11,71.694456,false,6213,skip_existing_same_spline
22285,12214,1,3,51,137,Whitevale,22583,Blackfrost Agent,unique_name,8035242,4546,0.905842,1.013410,11,72.774590,false,12214,skip_existing_same_spline
22820,6489,1,3,51,137,Whitevale,22681,Blackfrost Analyst,unique_name,7959691,4534,0.581168,0.501494,41,389.181680,false,,insert
23529,12252,1,3,51,137,Whitevale,23301,Toxic Fraz,unique_name,8457317,29318,0.646037,1.367553,8,22.954580,false,12252,skip_existing_same_spline
23540,6308,1,3,51,137,Whitevale,23302,Toxic Frizlet,unique_name,8290171,29379,2.473753,0.832315,29,368.915668,false,,insert
23548,6308,1,3,51,137,Whitevale,23302,Toxic Frizlet,unique_name,8373089,29379,1.420186,2.168407,29,368.915668,false,,insert
23549,6308,1,3,51,137,Whitevale,23302,Toxic Frizlet,unique_name,5979381,4356,1.016001,2.467752,29,368.915668,false,,insert
23550,6308,1,3,51,137,Whitevale,23302,Toxic Frizlet,unique_name,8290190,29379,1.603554,2.859721,29,368.915668,false,,insert
24350,17535,1,3,51,137,Whitevale,24183,Darkice Basher,unique_name,7563031,28543,0.280905,2.369133,13,55.209478,false,17535,skip_existing_same_spline
20962,17380,1,3,51,138,Whitevale,19893,Frost-Striped Predator,unique_name,8196888,860,1.419816,1.449404,8,60.190967,false,17380,skip_existing_same_spline
20970,13980,1,3,51,138,Whitevale,19896,Skittering Destructobot,unique_name,8362388,29038,0.161018,2.862792,20,366.987870,false,,insert
20971,5767,1,3,51,138,Whitevale,19896,Skittering Destructobot,unique_name,8280569,29038,1.237932,2.465888,62,1144.274683,false,,insert
20971,13980,1,3,51,138,Whitevale,19896,Skittering Destructobot,unique_name,8396127,29038,1.617693,2.297957,20,366.987870,false,,insert
20972,5767,1,3,51,138,Whitevale,19896,Skittering Destructobot,unique_name,8280568,29038,0.788551,2.903208,62,1144.274683,false,,insert
20974,5767,1,3,51,138,Whitevale,19896,Skittering Destructobot,unique_name,8362387,29038,0.983886,2.196933,62,1144.274683,false,,insert
20975,13980,1,3,51,138,Whitevale,19896,Skittering Destructobot,unique_name,8280577,29038,0.648530,2.913668,20,366.987870,false,,insert
20976,5767,1,3,51,138,Whitevale,19896,Skittering Destructobot,unique_name,8452922,29038,0.406849,2.830672,62,1144.274683,false,,insert
20976,13980,1,3,51,138,Whitevale,19896,Skittering Destructobot,unique_name,8280576,29038,0.532021,2.427901,20,366.987870,false,,insert
20977,5767,1,3,51,138,Whitevale,19896,Skittering Destructobot,unique_name,8280574,29038,0.242343,2.213263,62,1144.274683,false,,insert
20977,13980,1,3,51,138,Whitevale,19896,Skittering Destructobot,unique_name,8429310,29038,0.439638,1.728738,20,366.987870,false,,insert
21010,5530,1,3,51,138,Whitevale,19898,Snowshadow Dominator,unique_name,8429659,28596,2.263058,1.237335,17,221.041052,false,,insert
21023,13980,1,3,51,138,Whitevale,19900,Snowshadow Scientist,unique_name,6189843,29022,0.434565,0.998577,20,366.987870,false,,insert
21024,5767,1,3,51,138,Whitevale,19900,Snowshadow Scientist,unique_name,6189841,29022,0.394824,0.999852,62,1144.274683,false,,insert
21029,17393,1,3,51,138,Whitevale,19901,Snowshadow Inquisitor,unique_name,8378302,29032,1.484328,2.275284,9,38.022945,false,17393,skip_existing_same_spline
21519,5767,1,3,51,138,Whitevale,20452,Snowshadow Saboteur,reviewed,8122452,28996,0.719577,2.958081,62,1144.274683,false,,insert
21519,13980,1,3,51,138,Whitevale,20452,Snowshadow Saboteur,reviewed,8211655,28996,0.074897,2.042607,20,366.987870,false,,insert
21791,5852,2,3,51,138,Whitevale,21218,Dominion Scout,scored_name,3401030,3184,1.172288,1.314855,16,102.526370,true,5852,skip_existing_same_spline
26297,5767,1,3,51,138,Whitevale,27217,Snowshadow Technician,unique_name,5958561,552,0.272159,1.859798,62,1144.274683,false,,insert
26297,13980,1,3,51,138,Whitevale,27217,Snowshadow Technician,unique_name,5881954,552,0.322831,1.924279,20,366.987870,false,,insert
26298,5767,1,3,51,138,Whitevale,27217,Snowshadow Technician,unique_name,7894639,28994,1.135533,1.358236,62,1144.274683,false,,insert
26298,13980,1,3,51,138,Whitevale,27217,Snowshadow Technician,unique_name,8210786,28994,0.439097,2.159816,20,366.987870,false,,insert
26299,5767,1,3,51,138,Whitevale,27217,Snowshadow Technician,unique_name,8123269,28994,0.247766,2.416366,62,1144.274683,false,,insert
26299,13980,1,3,51,138,Whitevale,27217,Snowshadow Technician,unique_name,5898092,552,0.274877,1.396003,20,366.987870,false,,insert
26696,5633,1,3,51,138,Whitevale,35215,Program Scrambler,unique_name,338489,12412,1.273493,0.484080,25,329.058324,false,,insert
27995,17103,1,3,51,138,Whitevale,53388,Frostbite,scored_name,6425902,3134,0.581104,1.411191,8,53.901817,false,17103,skip_existing_same_spline
28427,17394,1,3,51,138,Whitevale,61858,Snowshadow Executor,unique_name,5917699,1226,0.579299,2.144328,8,48.483017,false,17394,skip_existing_same_spline
28428,17391,1,3,51,138,Whitevale,61858,Snowshadow Executor,unique_name,8461044,29023,0.467186,2.105685,9,39.201823,false,17391,skip_existing_same_spline
28558,17364,1,3,51,138,Whitevale,61869,Ice-Claw Predator,unique_name,7894869,2639,0.964531,1.240234,7,37.208479,false,17364,skip_existing_same_spline
28883,17426,1,3,51,138,Whitevale,61998,Snowshadow Officer,unique_name,8394321,4261,0.706904,2.930655,10,86.673667,false,17426,skip_existing_same_spline
28885,17422,1,3,51,138,Whitevale,61998,Snowshadow Officer,unique_name,5890065,4261,0.793590,2.256342,10,53.935253,false,17422,skip_existing_same_spline
24935,6999,1,3,51,227,Wigwalli Village,25103,Wigwalli Hunter,unique_name,6710484,5916,0.696896,1.386567,22,135.574460,false,6999,skip_existing_same_spline
21241,6145,1,3,51,240,Thermock Hold,20027,Grollo the Butcher,unique_name,1460,361,0.480810,0.482437,5,7.161269,false,,insert
21244,6160,1,3,51,240,Thermock Hold,20054,Drunk Patron,unique_name,425480,19,1.805560,0.578872,28,130.969095,false,,insert
21247,5615,1,3,51,240,Thermock Hold,20054,Drunk Patron,unique_name,263443,19,0.483354,0.573758,37,524.753138,false,,insert
21248,5615,1,3,51,240,Thermock Hold,20054,Drunk Patron,unique_name,5657703,19,2.893100,1.558240,37,524.753138,false,,insert
21255,5615,1,3,51,240,Thermock Hold,20054,Drunk Patron,unique_name,80,19,1.197202,1.410919,37,524.753138,false,,insert
21841,5994,1,3,51,240,Thermock Hold,21646,Ric Longshanks,scored_name,4428121,772,1.229554,1.288337,35,378.072469,false,,insert
21923,7590,1,3,51,240,Thermock Hold,21851,Bar Patron,scored_name,7587520,871,2.175287,0.331308,46,295.956146,false,,insert
21924,6193,1,3,51,240,Thermock Hold,21851,Bar Patron,scored_name,3021460,871,2.807678,0.789994,29,204.122855,false,,insert
22025,12176,1,3,51,240,Thermock Hold,22100,Thermock Fling-a-Tron Worker,unique_name,3440833,17246,0.542007,0.991910,9,25.745600,false,12176,skip_existing_same_spline
22026,12177,1,3,51,240,Thermock Hold,22100,Thermock Fling-a-Tron Worker,unique_name,3369004,17246,0.935936,0.938392,7,14.192485,false,12177,skip_existing_same_spline
26845,6007,1,3,51,240,Thermock Hold,36419,Weaponsmith Dunpepper,reviewed,417608,13619,1.887749,0.890351,14,45.706948,false,,insert
26848,6007,1,3,51,240,Thermock Hold,36423,Technologist Blackwood,reviewed,432633,13841,2.333339,1.087520,14,45.706948,false,,insert
8283,17445,2,3,51,248,Celestion,35397,Malfunctioning Tripod,unique_name,46418,6395,1.100306,1.114739,75,589.177476,true,,insert
7084,16999,1,3,51,301,The Verdant Vale,32912,Tanglemore Gobbler,unique_name,8369502,29211,0.752351,2.787199,26,217.734594,false,,insert
9059,14474,1,3,51,301,The Verdant Vale,46698,Augmented Nightfang Creeper,unique_name,7434584,29255,1.085055,2.472347,16,237.552074,false,,insert
9063,14118,1,3,51,301,The Verdant Vale,46698,Augmented Nightfang Creeper,unique_name,7948045,29255,1.727671,2.706160,7,231.146470,false,,insert
9063,14474,1,3,51,301,The Verdant Vale,46698,Augmented Nightfang Creeper,unique_name,7847880,29255,2.361619,1.784180,16,237.552074,false,,insert
9066,14474,1,3,51,301,The Verdant Vale,46698,Augmented Nightfang Creeper,unique_name,5594680,2941,0.645758,2.236448,16,237.552074,false,,insert
9067,14474,1,3,51,301,The Verdant Vale,46698,Augmented Nightfang Creeper,unique_name,5612721,2941,0.561082,2.395433,16,237.552074,false,,insert
9072,14118,1,3,51,301,The Verdant Vale,46706,Augmented Nightfang Flayer,unique_name,12932,2939,0.568267,1.152649,7,231.146470,false,,insert
9072,14474,1,3,51,301,The Verdant Vale,46706,Augmented Nightfang Flayer,unique_name,1565447,2939,2.883487,2.669944,16,237.552074,false,,insert
9075,14474,1,3,51,301,The Verdant Vale,46708,Augmented Nightfang Spitter,unique_name,5528981,2949,1.129916,0.890449,16,237.552074,false,,insert
10109,10226,1,3,51,301,The Verdant Vale,61427,Tangleclaw Pridelord,unique_name,7427156,6362,1.325669,1.325728,9,65.335801,false,10226,skip_existing_same_spline
7140,17411,1,3,51,303,Hijunga Village,32973,Chief Chugach,unique_name,7683,1798,1.641889,0.765860,16,73.201727,false,,insert
9098,14453,1,3,51,305,Verdant Edge,47426,Hunter Lyrya,unique_name,2519860,11278,0.567382,1.037461,47,365.558461,false,14453,skip_existing_same_spline
6610,12494,1,3,51,306,Verdant Sanctuary,32554,Sanctum Blademaster,unique_name,8338451,29956,0.533385,0.533385,10,31.552301,false,12494,skip_existing_same_spline
6612,12491,1,3,51,306,Verdant Sanctuary,32554,Sanctum Blademaster,unique_name,5613137,4245,0.277292,1.137981,15,22.686900,false,12491,skip_existing_same_spline
6613,12495,1,3,51,306,Verdant Sanctuary,32554,Sanctum Blademaster,unique_name,5305468,4245,0.465261,1.192518,10,35.208248,false,12495,skip_existing_same_spline
8466,14452,1,3,51,306,Verdant Sanctuary,37515,Minebot,reviewed,1959416,10252,1.647878,1.150117,33,232.038097,false,,insert
