"functionEvidenceId","binary","address","durableLabel","labelRow","evidenceStatus","purpose","anchors","inputsOutputs","callers","callees","relatedOpcodes","relatedTables","sourcePaths","findingPath","verification","blockers","lastReviewed"
"FUN-HOUSTON64-1400AA040","Houston64.exe","1400aa040","ClientDB_RegisterActionSlotPrereq","1078","Mapped","Registers the ActionSlotPrereq client DB table using the ActionSlotPrereq and DB\\ActionSlotPrereq.tbl descriptors.","Registers the ActionSlotPrereq client DB table using the ActionSlotPrereq and DB\\ActionSlotPrereq.tbl descriptors.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-HOUSTON64-1400AA480","Houston64.exe","1400aa480","ClientDB_RegisterArchiveArticle","1079","Mapped","Registers the ArchiveArticle client DB table using the ArchiveArticle and DB\\ArchiveArticle.tbl descriptors.","Registers the ArchiveArticle client DB table using the ArchiveArticle and DB\\ArchiveArticle.tbl descriptors.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-HOUSTON64-1400AA8C0","Houston64.exe","1400aa8c0","ClientDB_RegisterArchiveCategory","1080","Mapped","Registers the ArchiveCategory client DB table using the ArchiveCategory and DB\\ArchiveCategory.tbl descriptors.","Registers the ArchiveCategory client DB table using the ArchiveCategory and DB\\ArchiveCategory.tbl descriptors.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-HOUSTON64-1400AAD00","Houston64.exe","1400aad00","ClientDB_RegisterArchiveEntry","1081","Mapped","Registers the ArchiveEntry client DB table using the ArchiveEntry and DB\\ArchiveEntry.tbl descriptors.","Registers the ArchiveEntry client DB table using the ArchiveEntry and DB\\ArchiveEntry.tbl descriptors.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-HOUSTON64-1400AB140","Houston64.exe","1400ab140","ClientDB_RegisterArchiveEntryUnlockRule","1082","Mapped","Registers the ArchiveEntryUnlockRule client DB table using the ArchiveEntryUnlockRule and DB\\ArchiveEntryUnlockRule.tbl descriptors.","Registers the ArchiveEntryUnlockRule client DB table using the ArchiveEntryUnlockRule and DB\\ArchiveEntryUnlockRule.tbl descriptors.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-HOUSTON64-1400AB580","Houston64.exe","1400ab580","ClientDB_RegisterArchiveLink","1083","Mapped","Registers the ArchiveLink client DB table using the ArchiveLink and DB\\ArchiveLink.tbl descriptors.","Registers the ArchiveLink client DB table using the ArchiveLink and DB\\ArchiveLink.tbl descriptors.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-HOUSTON64-1400AB9C0","Houston64.exe","1400ab9c0","ClientDB_RegisterAttributeMilestoneGroup","2471","Mapped","Registers client DB table loader for DB\AttributeMilestoneGroup.tbl; table path string xref at 14072c588.","Registers client DB table loader for DB\AttributeMilestoneGroup.tbl; table path string xref at 14072c588.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-HOUSTON64-1400ABE00","Houston64.exe","1400abe00","ClientDB_RegisterAttributeMiniMilestoneGroup","2472","Mapped","Registers client DB table loader for DB\AttributeMiniMilestoneGroup.tbl; table path string xref at 14072df60.","Registers client DB table loader for DB\AttributeMiniMilestoneGroup.tbl; table path string xref at 14072df60.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-HOUSTON64-1400AC240","Houston64.exe","1400ac240","ClientDB_RegisterBindPoint","2473","Mapped","Registers client DB table loader for DB\BindPoint.tbl; table path string xref at 14072e0b0.","Registers client DB table loader for DB\BindPoint.tbl; table path string xref at 14072e0b0.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-HOUSTON64-1400AC680","Houston64.exe","1400ac680","ClientDB_RegisterBinkMovie","2474","Mapped","Registers client DB table loader for DB\BinkMovie.tbl; table path string xref at 14072e188.","Registers client DB table loader for DB\BinkMovie.tbl; table path string xref at 14072e188.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-HOUSTON64-1400ACAC0","Houston64.exe","1400acac0","ClientDB_RegisterBinkMovieSubtitle","2475","Mapped","Registers client DB table loader for DB\BinkMovieSubtitle.tbl; table path string xref at 14072e330.","Registers client DB table loader for DB\BinkMovieSubtitle.tbl; table path string xref at 14072e330.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-HOUSTON64-1400ACF00","Houston64.exe","1400acf00","ClientDB_RegisterBugCategory","2476","Mapped","Registers client DB table loader for DB\BugCategory.tbl; table path string xref at 14072e3b0.","Registers client DB table loader for DB\BugCategory.tbl; table path string xref at 14072e3b0.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-HOUSTON64-1400AD340","Houston64.exe","1400ad340","ClientDB_RegisterBugSubcategory","2477","Mapped","Registers client DB table loader for DB\BugSubcategory.tbl; table path string xref at 14072e498.","Registers client DB table loader for DB\BugSubcategory.tbl; table path string xref at 14072e498.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-HOUSTON64-1400AD780","Houston64.exe","1400ad780","ClientDB_RegisterCCStateAdditionalData","2478","Mapped","Registers client DB table loader for DB\CCStateAdditionalData.tbl; table path string xref at 14072e6f0.","Registers client DB table loader for DB\CCStateAdditionalData.tbl; table path string xref at 14072e6f0.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-HOUSTON64-1400ADBC0","Houston64.exe","1400adbc0","ClientDB_RegisterCCStateDiminishingReturns","2479","Mapped","Registers client DB table loader for DB\CCStateDiminishingReturns.tbl; table path string xref at 14072e7a0.","Registers client DB table loader for DB\CCStateDiminishingReturns.tbl; table path string xref at 14072e7a0.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-HOUSTON64-1400AE000","Houston64.exe","1400ae000","ClientDB_RegisterCCStates","2480","Mapped","Registers client DB table loader for DB\CCStates.tbl; table path string xref at 14072e9d0.","Registers client DB table loader for DB\CCStates.tbl; table path string xref at 14072e9d0.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-HOUSTON64-1400AE440","Houston64.exe","1400ae440","ClientDB_RegisterChallenge","2481","Mapped","Registers client DB table loader for DB\Challenge.tbl; table path string xref at 14072ee40.","Registers client DB table loader for DB\Challenge.tbl; table path string xref at 14072ee40.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-HOUSTON64-1400AE880","Houston64.exe","1400ae880","ClientDB_RegisterChallengeTier","2482","Mapped","Registers client DB table loader for DB\ChallengeTier.tbl; table path string xref at 14072eea8.","Registers client DB table loader for DB\ChallengeTier.tbl; table path string xref at 14072eea8.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-HOUSTON64-1400AECC0","Houston64.exe","1400aecc0","ClientDB_RegisterCharacterCreation","2483","Mapped","Registers client DB table loader for DB\CharacterCreation.tbl; table path string xref at 14072f648.","Registers client DB table loader for DB\CharacterCreation.tbl; table path string xref at 14072f648.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-HOUSTON64-1400AF100","Houston64.exe","1400af100","ClientDB_RegisterCharacterCreationPreset","2484","Mapped","Registers client DB table loader for DB\CharacterCreationPreset.tbl; table path string xref at 14072f710.","Registers client DB table loader for DB\CharacterCreationPreset.tbl; table path string xref at 14072f710.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-HOUSTON64-1400AF540","Houston64.exe","1400af540","ClientDB_RegisterCharacterCustomization","2485","Mapped","Registers client DB table loader for DB\CharacterCustomization.tbl; table path string xref at 14072fc98.","Registers client DB table loader for DB\CharacterCustomization.tbl; table path string xref at 14072fc98.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-HOUSTON64-1400AF980","Houston64.exe","1400af980","ClientDB_RegisterCharacterCustomizationLabel","2486","Mapped","Registers client DB table loader for DB\CharacterCustomizationLabel.tbl; table path string xref at 14072fdb0.","Registers client DB table loader for DB\CharacterCustomizationLabel.tbl; table path string xref at 14072fdb0.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-HOUSTON64-1400AFDC0","Houston64.exe","1400afdc0","ClientDB_RegisterCharacterCustomizationSelection","2487","Mapped","Registers client DB table loader for DB\CharacterCustomizationSelection.tbl; table path string xref at 1407304d0.","Registers client DB table loader for DB\CharacterCustomizationSelection.tbl; table path string xref at 1407304d0.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-HOUSTON64-1400B0200","Houston64.exe","1400b0200","ClientDB_RegisterCharacterCreationArmorSet","2488","Mapped","Registers client DB table loader for DB\CharacterCreationArmorSet.tbl; table path string xref at 140730c70.","Registers client DB table loader for DB\CharacterCreationArmorSet.tbl; table path string xref at 140730c70.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-HOUSTON64-1400B0640","Houston64.exe","1400b0640","ClientDB_RegisterCharacterTitle","2489","Mapped","Registers client DB table loader for DB\CharacterTitle.tbl; table path string xref at 1407310c0.","Registers client DB table loader for DB\CharacterTitle.tbl; table path string xref at 1407310c0.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-HOUSTON64-1400B0A80","Houston64.exe","1400b0a80","ClientDB_RegisterCharacterTitleCategory","2490","Mapped","Registers client DB table loader for DB\CharacterTitleCategory.tbl; table path string xref at 1407312a0.","Registers client DB table loader for DB\CharacterTitleCategory.tbl; table path string xref at 1407312a0.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-HOUSTON64-1400B0EC0","Houston64.exe","1400b0ec0","ClientDB_RegisterChatChannel","2491","Mapped","Registers client DB table loader for DB\ChatChannel.tbl; table path string xref at 140731480.","Registers client DB table loader for DB\ChatChannel.tbl; table path string xref at 140731480.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-HOUSTON64-1400B1300","Houston64.exe","1400b1300","ClientDB_RegisterCinematic","2492","Mapped","Registers client DB table loader for DB\Cinematic.tbl; table path string xref at 140731520.","Registers client DB table loader for DB\Cinematic.tbl; table path string xref at 140731520.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-HOUSTON64-1400B1740","Houston64.exe","1400b1740","ClientDB_RegisterCinematicRace","2493","Mapped","Registers client DB table loader for DB\CinematicRace.tbl; table path string xref at 1407316d0.","Registers client DB table loader for DB\CinematicRace.tbl; table path string xref at 1407316d0.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-HOUSTON64-1400B1B80","Houston64.exe","1400b1b80","ClientDB_RegisterCityDirection","2494","Mapped","Registers client DB table loader for DB\CityDirection.tbl; table path string xref at 140731e20.","Registers client DB table loader for DB\CityDirection.tbl; table path string xref at 140731e20.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-HOUSTON64-1400B1FC0","Houston64.exe","1400b1fc0","ClientDB_RegisterClass","2495","Mapped","Registers client DB table loader for DB\Class.tbl; table path string xref at 1407338c0.","Registers client DB table loader for DB\Class.tbl; table path string xref at 1407338c0.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-HOUSTON64-1400B2400","Houston64.exe","1400b2400","ClientDB_RegisterClassSecondaryStatBonus","2496","Mapped","Registers client DB table loader for DB\ClassSecondaryStatBonus.tbl; table path string xref at 140733ae0.","Registers client DB table loader for DB\ClassSecondaryStatBonus.tbl; table path string xref at 140733ae0.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-HOUSTON64-1400B2840","Houston64.exe","1400b2840","ClientDB_RegisterClientEvent","2497","Mapped","Registers client DB table loader for DB\ClientEvent.tbl; table path string xref at 140733d48.","Registers client DB table loader for DB\ClientEvent.tbl; table path string xref at 140733d48.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-HOUSTON64-1400B2C80","Houston64.exe","1400b2c80","ClientDB_RegisterClientEventAction","2498","Mapped","Registers client DB table loader for DB\ClientEventAction.tbl; table path string xref at 140733ee8.","Registers client DB table loader for DB\ClientEventAction.tbl; table path string xref at 140733ee8.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-HOUSTON64-1400B30C0","Houston64.exe","1400b30c0","ClientDB_RegisterClientSideInteraction","2499","Mapped","Registers client DB table loader for DB\ClientSideInteraction.tbl; table path string xref at 140734818.","Registers client DB table loader for DB\ClientSideInteraction.tbl; table path string xref at 140734818.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-HOUSTON64-1400B3500","Houston64.exe","1400b3500","ClientDB_RegisterColorShift","2500","Mapped","Registers client DB table loader for DB\ColorShift.tbl; table path string xref at 1407348e0.","Registers client DB table loader for DB\ColorShift.tbl; table path string xref at 1407348e0.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-HOUSTON64-1400B3940","Houston64.exe","1400b3940","ClientDB_RegisterCombatReward","2501","Mapped","Registers client DB table loader for DB\CombatReward.tbl; table path string xref at 140734ae8.","Registers client DB table loader for DB\CombatReward.tbl; table path string xref at 140734ae8.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-HOUSTON64-1400B3D80","Houston64.exe","1400b3d80","ClientDB_RegisterCommunicatorMessages","2502","Mapped","Registers client DB table loader for DB\CommunicatorMessages.tbl; table path string xref at 140735060.","Registers client DB table loader for DB\CommunicatorMessages.tbl; table path string xref at 140735060.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-HOUSTON64-1400B41C0","Houston64.exe","1400b41c0","ClientDB_RegisterComponentRegion","2503","Mapped","Registers client DB table loader for DB\ComponentRegion.tbl; table path string xref at 1407351e0.","Registers client DB table loader for DB\ComponentRegion.tbl; table path string xref at 1407351e0.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-HOUSTON64-1400B4600","Houston64.exe","1400b4600","ClientDB_RegisterComponentRegionRect","2504","Mapped","Registers client DB table loader for DB\ComponentRegionRect.tbl; table path string xref at 1407353b8.","Registers client DB table loader for DB\ComponentRegionRect.tbl; table path string xref at 1407353b8.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-HOUSTON64-1400B4A40","Houston64.exe","1400b4a40","ClientDB_RegisterCostumeSpecies","2505","Mapped","Registers client DB table loader for DB\CostumeSpecies.tbl; table path string xref at 1407354d0.","Registers client DB table loader for DB\CostumeSpecies.tbl; table path string xref at 1407354d0.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-HOUSTON64-1400B4E80","Houston64.exe","1400b4e80","ClientDB_RegisterCreature2ArcheType","2506","Mapped","Registers client DB table loader for DB\Creature2ArcheType.tbl; table path string xref at 14073a6a8.","Registers client DB table loader for DB\Creature2ArcheType.tbl; table path string xref at 14073a6a8.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-HOUSTON64-1400B5700","Houston64.exe","1400b5700","ClientDB_RegisterCreature2Tier","2508","Mapped","Registers client DB table loader for DB\Creature2Tier.tbl; table path string xref at 140742df0.","Registers client DB table loader for DB\Creature2Tier.tbl; table path string xref at 140742df0.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-HOUSTON64-1400B5B40","Houston64.exe","1400b5b40","ClientDB_RegisterCreature2","2509","Mapped","Registers client DB table loader for DB\Creature2.tbl; table path string xref at 140745900.","Registers client DB table loader for DB\Creature2.tbl; table path string xref at 140745900.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-HOUSTON64-1400B5F80","Houston64.exe","1400b5f80","ClientDB_RegisterCreature2Resist","2510","Mapped","Registers client DB table loader for DB\Creature2Resist.tbl; table path string xref at 140745ce8.","Registers client DB table loader for DB\Creature2Resist.tbl; table path string xref at 140745ce8.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-HOUSTON64-1400B63C0","Houston64.exe","1400b63c0","ClientDB_RegisterCreature2Action","2511","Mapped","Registers client DB table loader for DB\Creature2Action.tbl; table path string xref at 140746510.","Registers client DB table loader for DB\Creature2Action.tbl; table path string xref at 140746510.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-HOUSTON64-1400B6800","Houston64.exe","1400b6800","ClientDB_RegisterCreature2ActionSet","2512","Mapped","Registers client DB table loader for DB\Creature2ActionSet.tbl; table path string xref at 140746600.","Registers client DB table loader for DB\Creature2ActionSet.tbl; table path string xref at 140746600.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-HOUSTON64-1400B6C40","Houston64.exe","1400b6c40","ClientDB_RegisterCreature2ActionText","2513","Mapped","Registers client DB table loader for DB\Creature2ActionText.tbl; table path string xref at 140747218.","Registers client DB table loader for DB\Creature2ActionText.tbl; table path string xref at 140747218.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
