evidence_kind,script_scope,source_path,source_line,script_owner_ids,script_filter_name,source_call,source_symbol,source_excerpt,producer_targeting,objective_id,objective_type_id,objective_type_name,object_id,update_count,matched_objective_count,matched_public_event_objective_ids,matched_public_event_ids,matched_public_event_names,matched_objective_names,reference_link_status,owner_link_status,enum_namespace,evidence_status,evidence_sources,manual_validation,completion_status,blocker_summary
script_activate_objective_call,script_instance,Source\NexusForever.Script.Instance\Adventure\TheSiegeOfTempestRefuge\TheSiegeOfTempestRefugeDominionEventScript.cs,28,174;1704,,ActivateObjective,PublicEventObjective.FallBackToTheGeneratorExileAssault,PublicEvent.ActivateObjective(PublicEventObjective.FallBackToTheGeneratorExileAssault);,direct_objective,1704,13,TimedWin,,,1,1704,174,The Siege of Tempest Refuge,Fall back to the Generator,direct_objective_row_matched,script_owner_matches_public_event,NexusForever.Script.Instance.Adventure.TheSiegeOfTempestRefuge,runtime_siege_tempest_dominion_fallback_timedwin_activation_tested_pending_timer_smoke,wildstar_client_mysql/MatchingGameMap.tbl.sql;wildstar_client_mysql/MatchingGameType.tbl.sql;wildstar_client_mysql/World.tbl.sql;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/PublicEventObjective.tbl.sql;wildstar_client_mysql/en-US.bin.sql;Source/NexusForever.Script.Instance/Adventure/TheSiegeOfTempestRefuge/TheSiegeOfTempestRefugeMapScript.cs;Source/NexusForever.Script.Instance/Adventure/TheSiegeOfTempestRefuge/TheSiegeOfTempestRefugeEventScript.cs;Source/NexusForever.Script.Instance/Adventure/TheSiegeOfTempestRefuge/TheSiegeOfTempestRefugeExileEventScript.cs;Source/NexusForever.Script.Instance/Adventure/TheSiegeOfTempestRefuge/TheSiegeOfTempestRefugeDominionEventScript.cs;Source/NexusForever.Game.Tests/Instances/TheSiegeOfTempestRefugeAdventureScriptTests.cs,automated_focus_pass_pending_faction_queue_wave_and_client_smoke,not_retail_complete,"Build 16042 MatchingGameMap 52 and 53 map normal/veteran The Siege of Tempest Refuge to world 1233 / Map\AdventureGaleras. Public events PE 173 and 174 are mirrored parent routes; PE 174 is the Dominion defense against Exile assault route. Objective 1704 is 'Fall back to the Generator'. TheSiegeOfTempestRefugeMapScript creates both parent events and joins players by Faction1; TheSiegeOfTempestRefugeDominionEventScript now activates the TimedWin fallback row after the generator defense succeeds and advances to the holdout phase when it succeeds. Retail completion still needs exact faction/prerequisite queue selection, wave/spawn producers, generator ResourcePool damage and integrity semantics, TimedWin timer automation/client smoke, rookie objectives 5196/5197, hidden objectives 5231-5236, InstancePortal 88/89 placement and Creature2 51545/51593 review, rewards/achievements/medals, and full adventure smoke."
script_activate_objective_call,script_instance,Source\NexusForever.Script.Instance\Adventure\TheSiegeOfTempestRefuge\TheSiegeOfTempestRefugeDominionEventScript.cs,33,174;2205,,ActivateObjective,PublicEventObjective.HoldOutAgainstTheExileAssault,PublicEvent.ActivateObjective(PublicEventObjective.HoldOutAgainstTheExileAssault);,direct_objective,2205,13,TimedWin,,,1,2205,174,The Siege of Tempest Refuge,Hold out against the Assault,direct_objective_row_matched,script_owner_matches_public_event,NexusForever.Script.Instance.Adventure.TheSiegeOfTempestRefuge,runtime_siege_tempest_dominion_holdout_timedwin_finish_tested_pending_timer_smoke,wildstar_client_mysql/MatchingGameMap.tbl.sql;wildstar_client_mysql/MatchingGameType.tbl.sql;wildstar_client_mysql/World.tbl.sql;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/PublicEventObjective.tbl.sql;wildstar_client_mysql/en-US.bin.sql;Source/NexusForever.Script.Instance/Adventure/TheSiegeOfTempestRefuge/TheSiegeOfTempestRefugeMapScript.cs;Source/NexusForever.Script.Instance/Adventure/TheSiegeOfTempestRefuge/TheSiegeOfTempestRefugeEventScript.cs;Source/NexusForever.Script.Instance/Adventure/TheSiegeOfTempestRefuge/TheSiegeOfTempestRefugeExileEventScript.cs;Source/NexusForever.Script.Instance/Adventure/TheSiegeOfTempestRefuge/TheSiegeOfTempestRefugeDominionEventScript.cs;Source/NexusForever.Game.Tests/Instances/TheSiegeOfTempestRefugeAdventureScriptTests.cs,automated_focus_pass_pending_faction_queue_wave_and_client_smoke,not_retail_complete,"Build 16042 MatchingGameMap 52 and 53 map normal/veteran The Siege of Tempest Refuge to world 1233 / Map\AdventureGaleras. Public events PE 173 and 174 are mirrored parent routes; PE 174 is the Dominion defense against Exile assault route. Objective 2205 is 'Hold out against the Assault'. TheSiegeOfTempestRefugeMapScript creates both parent events and joins players by Faction1; TheSiegeOfTempestRefugeDominionEventScript now activates the final TimedWin holdout objective and finishes PE 174 when it succeeds. Retail completion still needs exact faction/prerequisite queue selection, wave/spawn producers, generator ResourcePool damage and integrity semantics, TimedWin timer automation/client smoke, rookie objectives 5196/5197, hidden objectives 5231-5236, InstancePortal 88/89 placement and Creature2 51545/51593 review, rewards/achievements/medals, and full adventure smoke."
script_activate_objective_call,script_instance,Source\NexusForever.Script.Instance\Adventure\TheSiegeOfTempestRefuge\TheSiegeOfTempestRefugeExileEventScript.cs,18,173;564,,ActivateObjective,PublicEventObjective.DefendAgainstTheDominionAssault,PublicEvent.ActivateObjective(PublicEventObjective.DefendAgainstTheDominionAssault);,direct_objective,564,5,Script,,,1,564,173,The Siege of Tempest Refuge,Defend against the Dominion assault,direct_objective_row_matched,script_owner_matches_public_event,NexusForever.Script.Instance.Adventure.TheSiegeOfTempestRefuge,runtime_siege_tempest_exile_defend_assault_activation_tested_pending_wave_producers,wildstar_client_mysql/MatchingGameMap.tbl.sql;wildstar_client_mysql/MatchingGameType.tbl.sql;wildstar_client_mysql/World.tbl.sql;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/PublicEventObjective.tbl.sql;wildstar_client_mysql/en-US.bin.sql;Source/NexusForever.Script.Instance/Adventure/TheSiegeOfTempestRefuge/TheSiegeOfTempestRefugeMapScript.cs;Source/NexusForever.Script.Instance/Adventure/TheSiegeOfTempestRefuge/TheSiegeOfTempestRefugeEventScript.cs;Source/NexusForever.Script.Instance/Adventure/TheSiegeOfTempestRefuge/TheSiegeOfTempestRefugeExileEventScript.cs;Source/NexusForever.Script.Instance/Adventure/TheSiegeOfTempestRefuge/TheSiegeOfTempestRefugeDominionEventScript.cs;Source/NexusForever.Game.Tests/Instances/TheSiegeOfTempestRefugeAdventureScriptTests.cs,automated_focus_pass_pending_faction_queue_wave_and_client_smoke,not_retail_complete,"Build 16042 MatchingGameMap 52 and 53 map normal/veteran The Siege of Tempest Refuge to world 1233 / Map\AdventureGaleras. Public events PE 173 and 174 are mirrored parent routes; PE 173 is the Exile defense against Dominion assault route. Objective 564 is 'Defend against the Dominion assault'. TheSiegeOfTempestRefugeMapScript creates both parent events and joins players by Faction1; TheSiegeOfTempestRefugeExileEventScript now activates the opening assault objective in the DefendAgainstAssault phase and advances to the generator defense when it succeeds. Retail completion still needs exact faction/prerequisite queue selection, wave/spawn producers, generator ResourcePool damage and integrity semantics, TimedWin timer automation/client smoke, rookie objectives 5196/5197, hidden objectives 5231-5236, InstancePortal 88/89 placement and Creature2 51545/51593 review, rewards/achievements/medals, and full adventure smoke."
script_activate_objective_call,script_instance,Source\NexusForever.Script.Instance\Adventure\TheSiegeOfTempestRefuge\TheSiegeOfTempestRefugeExileEventScript.cs,23,173;1701,,ActivateObjective,PublicEventObjective.DefendTheGeneratorAgainstDominionAttacks,PublicEvent.ActivateObjective(PublicEventObjective.DefendTheGeneratorAgainstDominionAttacks);,direct_objective,1701,21,ResourcePool,,,1,1701,173,The Siege of Tempest Refuge,Defend the generator against Dominion attacks,direct_objective_row_matched,script_owner_matches_public_event,NexusForever.Script.Instance.Adventure.TheSiegeOfTempestRefuge,runtime_siege_tempest_exile_generator_resourcepool_activation_tested_pending_damage_producers,wildstar_client_mysql/MatchingGameMap.tbl.sql;wildstar_client_mysql/MatchingGameType.tbl.sql;wildstar_client_mysql/World.tbl.sql;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/PublicEventObjective.tbl.sql;wildstar_client_mysql/en-US.bin.sql;Source/NexusForever.Script.Instance/Adventure/TheSiegeOfTempestRefuge/TheSiegeOfTempestRefugeMapScript.cs;Source/NexusForever.Script.Instance/Adventure/TheSiegeOfTempestRefuge/TheSiegeOfTempestRefugeEventScript.cs;Source/NexusForever.Script.Instance/Adventure/TheSiegeOfTempestRefuge/TheSiegeOfTempestRefugeExileEventScript.cs;Source/NexusForever.Script.Instance/Adventure/TheSiegeOfTempestRefuge/TheSiegeOfTempestRefugeDominionEventScript.cs;Source/NexusForever.Game.Tests/Instances/TheSiegeOfTempestRefugeAdventureScriptTests.cs,automated_focus_pass_pending_faction_queue_wave_and_client_smoke,not_retail_complete,"Build 16042 MatchingGameMap 52 and 53 map normal/veteran The Siege of Tempest Refuge to world 1233 / Map\AdventureGaleras. Public events PE 173 and 174 are mirrored parent routes; PE 173 is the Exile defense against Dominion assault route. Objective 1701 is 'Defend the generator against Dominion attacks'. TheSiegeOfTempestRefugeMapScript creates both parent events and joins players by Faction1; TheSiegeOfTempestRefugeExileEventScript now activates the generator ResourcePool objective after the opening assault succeeds and advances to the fallback phase when it succeeds. Retail completion still needs exact faction/prerequisite queue selection, wave/spawn producers, generator ResourcePool damage and integrity semantics, TimedWin timer automation/client smoke, rookie objectives 5196/5197, hidden objectives 5231-5236, InstancePortal 88/89 placement and Creature2 51545/51593 review, rewards/achievements/medals, and full adventure smoke."
script_activate_objective_call,script_instance,Source\NexusForever.Script.Instance\Adventure\TheSiegeOfTempestRefuge\TheSiegeOfTempestRefugeExileEventScript.cs,28,173;1703,,ActivateObjective,PublicEventObjective.FallBackToTheGeneratorDominionAssault,PublicEvent.ActivateObjective(PublicEventObjective.FallBackToTheGeneratorDominionAssault);,direct_objective,1703,13,TimedWin,,,1,1703,173,The Siege of Tempest Refuge,Fall back to the Generator,direct_objective_row_matched,script_owner_matches_public_event,NexusForever.Script.Instance.Adventure.TheSiegeOfTempestRefuge,runtime_siege_tempest_exile_fallback_timedwin_activation_tested_pending_timer_smoke,wildstar_client_mysql/MatchingGameMap.tbl.sql;wildstar_client_mysql/MatchingGameType.tbl.sql;wildstar_client_mysql/World.tbl.sql;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/PublicEventObjective.tbl.sql;wildstar_client_mysql/en-US.bin.sql;Source/NexusForever.Script.Instance/Adventure/TheSiegeOfTempestRefuge/TheSiegeOfTempestRefugeMapScript.cs;Source/NexusForever.Script.Instance/Adventure/TheSiegeOfTempestRefuge/TheSiegeOfTempestRefugeEventScript.cs;Source/NexusForever.Script.Instance/Adventure/TheSiegeOfTempestRefuge/TheSiegeOfTempestRefugeExileEventScript.cs;Source/NexusForever.Script.Instance/Adventure/TheSiegeOfTempestRefuge/TheSiegeOfTempestRefugeDominionEventScript.cs;Source/NexusForever.Game.Tests/Instances/TheSiegeOfTempestRefugeAdventureScriptTests.cs,automated_focus_pass_pending_faction_queue_wave_and_client_smoke,not_retail_complete,"Build 16042 MatchingGameMap 52 and 53 map normal/veteran The Siege of Tempest Refuge to world 1233 / Map\AdventureGaleras. Public events PE 173 and 174 are mirrored parent routes; PE 173 is the Exile defense against Dominion assault route. Objective 1703 is 'Fall back to the Generator'. TheSiegeOfTempestRefugeMapScript creates both parent events and joins players by Faction1; TheSiegeOfTempestRefugeExileEventScript now activates the TimedWin fallback row after the generator defense succeeds and advances to the holdout phase when it succeeds. Retail completion still needs exact faction/prerequisite queue selection, wave/spawn producers, generator ResourcePool damage and integrity semantics, TimedWin timer automation/client smoke, rookie objectives 5196/5197, hidden objectives 5231-5236, InstancePortal 88/89 placement and Creature2 51545/51593 review, rewards/achievements/medals, and full adventure smoke."
script_activate_objective_call,script_instance,Source\NexusForever.Script.Instance\Adventure\TheSiegeOfTempestRefuge\TheSiegeOfTempestRefugeExileEventScript.cs,33,173;2204,,ActivateObjective,PublicEventObjective.HoldOutAgainstTheDominionAssault,PublicEvent.ActivateObjective(PublicEventObjective.HoldOutAgainstTheDominionAssault);,direct_objective,2204,13,TimedWin,,,1,2204,173,The Siege of Tempest Refuge,Hold out against the Assault,direct_objective_row_matched,script_owner_matches_public_event,NexusForever.Script.Instance.Adventure.TheSiegeOfTempestRefuge,runtime_siege_tempest_exile_holdout_timedwin_finish_tested_pending_timer_smoke,wildstar_client_mysql/MatchingGameMap.tbl.sql;wildstar_client_mysql/MatchingGameType.tbl.sql;wildstar_client_mysql/World.tbl.sql;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/PublicEventObjective.tbl.sql;wildstar_client_mysql/en-US.bin.sql;Source/NexusForever.Script.Instance/Adventure/TheSiegeOfTempestRefuge/TheSiegeOfTempestRefugeMapScript.cs;Source/NexusForever.Script.Instance/Adventure/TheSiegeOfTempestRefuge/TheSiegeOfTempestRefugeEventScript.cs;Source/NexusForever.Script.Instance/Adventure/TheSiegeOfTempestRefuge/TheSiegeOfTempestRefugeExileEventScript.cs;Source/NexusForever.Script.Instance/Adventure/TheSiegeOfTempestRefuge/TheSiegeOfTempestRefugeDominionEventScript.cs;Source/NexusForever.Game.Tests/Instances/TheSiegeOfTempestRefugeAdventureScriptTests.cs,automated_focus_pass_pending_faction_queue_wave_and_client_smoke,not_retail_complete,"Build 16042 MatchingGameMap 52 and 53 map normal/veteran The Siege of Tempest Refuge to world 1233 / Map\AdventureGaleras. Public events PE 173 and 174 are mirrored parent routes; PE 173 is the Exile defense against Dominion assault route. Objective 2204 is 'Hold out against the Assault'. TheSiegeOfTempestRefugeMapScript creates both parent events and joins players by Faction1; TheSiegeOfTempestRefugeExileEventScript now activates the final TimedWin holdout objective and finishes PE 173 when it succeeds. Retail completion still needs exact faction/prerequisite queue selection, wave/spawn producers, generator ResourcePool damage and integrity semantics, TimedWin timer automation/client smoke, rookie objectives 5196/5197, hidden objectives 5231-5236, InstancePortal 88/89 placement and Creature2 51545/51593 review, rewards/achievements/medals, and full adventure smoke."
script_activate_objective_call,script_instance,Source\NexusForever.Script.Instance\Adventure\WarOfTheWilds\WarOfTheWildsAdventureEventScript.cs,42,158,,ActivateObjective,PublicEventObjective.DestroyTheGiantMoodieTotem,publicEvent.ActivateObjective(PublicEventObjective.DestroyTheGiantMoodieTotem);,direct_objective,408,21,ResourcePool,2812,,1,408,158,War of the Wilds,Lead your Skeech allies to victory against the Moodies,direct_objective_row_matched,script_owner_matches_public_event,NexusForever.Script.Instance.Adventure.WarOfTheWilds,script_objective_producer_matched_pending_credit_timing_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Source/NexusForever.Game/PublicEvent;Source/NexusForever.Game.Static/PublicEvent/PublicEventObjectiveType.cs;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/PublicEventObjective.tbl.sql,pending,not_retail_complete,"Scripted public-event objective producer is tracked, but retail completion needs exact producer trigger timing, owner/event routing, objective credit behavior, repeated/negative delta handling, reward/challenge side effects, and content smoke."
script_activate_objective_call,script_instance,Source\NexusForever.Script.Instance\Adventure\WarOfTheWilds\WarOfTheWildsAdventureEventScript.cs,43,158,,ActivateObjective,PublicEventObjective.MoodieTotemHealth,publicEvent.ActivateObjective(PublicEventObjective.MoodieTotemHealth);,direct_objective,1659,21,ResourcePool,2812,,1,1659,158,War of the Wilds,Moodie Totem Health,direct_objective_row_matched,script_owner_matches_public_event,NexusForever.Script.Instance.Adventure.WarOfTheWilds,script_objective_producer_matched_pending_credit_timing_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Source/NexusForever.Game/PublicEvent;Source/NexusForever.Game.Static/PublicEvent/PublicEventObjectiveType.cs;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/PublicEventObjective.tbl.sql,pending,not_retail_complete,"Scripted public-event objective producer is tracked, but retail completion needs exact producer trigger timing, owner/event routing, objective credit behavior, repeated/negative delta handling, reward/challenge side effects, and content smoke."
script_activate_objective_call,script_instance,Source\NexusForever.Script.Instance\Adventure\WarOfTheWilds\WarOfTheWildsAdventureEventScript.cs,44,158,,ActivateObjective,PublicEventObjective.SkeechTotemHealth,publicEvent.ActivateObjective(PublicEventObjective.SkeechTotemHealth);,direct_objective,1658,21,ResourcePool,2812,,1,1658,158,War of the Wilds,Skeech Totem Health,direct_objective_row_matched,script_owner_matches_public_event,NexusForever.Script.Instance.Adventure.WarOfTheWilds,script_objective_producer_matched_pending_credit_timing_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Source/NexusForever.Game/PublicEvent;Source/NexusForever.Game.Static/PublicEvent/PublicEventObjectiveType.cs;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/PublicEventObjective.tbl.sql,pending,not_retail_complete,"Scripted public-event objective producer is tracked, but retail completion needs exact producer trigger timing, owner/event routing, objective credit behavior, repeated/negative delta handling, reward/challenge side effects, and content smoke."
script_activate_objective_call,script_instance,Source\NexusForever.Script.Instance\Arena\TheCryoPlex\TheCryoPlexSubEventScript.cs,35,582,,ActivateObjective,PublicEventObjective.ParticipateInArena,publicEvent.ActivateObjective(PublicEventObjective.ParticipateInArena);,direct_objective,2633,25,ScriptWithoutMax,,,1,2633,582,Complete the Arena,Participate in the Arena,direct_objective_row_matched,script_owner_matches_public_event,NexusForever.Script.Instance.Arena.TheCryoPlex,script_without_max_direct_objective_activation_matched_pending_timing_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Source/NexusForever.Game/PublicEvent;Source/NexusForever.Game.Static/PublicEvent/PublicEventObjectiveType.cs;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/PublicEventObjective.tbl.sql,pending,not_retail_complete,"Direct objective-id script activation matches a client ScriptWithoutMax public-event objective row; keep this script-only objective separate from KillTargetGroup/KillEventUnit routing until exact script trigger timing, owner/event routing, objective credit behavior, repeated/negative delta handling, reward/challenge side effects, and content smoke are proven."
script_activate_objective_call,script_instance,Source\NexusForever.Script.Instance\Arena\TheSlaughterdome\TheSlaughterdomeSubEventScript.cs,31,209,,ActivateObjective,PublicEventObjective.ParticipateInArena,publicEvent.ActivateObjective(PublicEventObjective.ParticipateInArena);,direct_objective,767,25,ScriptWithoutMax,,,1,767,209,Complete the Arena,Participate in the Arena,direct_objective_row_matched,script_owner_matches_public_event,NexusForever.Script.Instance.Arena.TheSlaughterdome,script_without_max_direct_objective_activation_matched_pending_timing_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Source/NexusForever.Game/PublicEvent;Source/NexusForever.Game.Static/PublicEvent/PublicEventObjectiveType.cs;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/PublicEventObjective.tbl.sql,pending,not_retail_complete,"Direct objective-id script activation matches a client ScriptWithoutMax public-event objective row; keep this script-only objective separate from KillTargetGroup/KillEventUnit routing until exact script trigger timing, owner/event routing, objective credit behavior, repeated/negative delta handling, reward/challenge side effects, and content smoke are proven."
script_activate_objective_call,script_instance,Source\NexusForever.Script.Instance\Dungeon\ColdbloodCitadel\ColdbloodCitadelEventScript.cs,172,907,,ActivateObjective,PublicEventObjective.DefeatHailStoneGatecrasher,publicEvent.ActivateObjective(PublicEventObjective.DefeatHailStoneGatecrasher);,direct_objective,5313,8,KillEventObjectiveUnit,14447,,1,5313,907,Coldblood Citadel,Defeat the corrupted $(creature=75508),direct_objective_row_matched,script_owner_matches_public_event,NexusForever.Script.Instance.Dungeon.ColdbloodCitadel,direct_objective_id_matches_client_kill_type_pending_timing_and_script_type_review,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Source/NexusForever.Game/PublicEvent;Source/NexusForever.Game.Static/PublicEvent/PublicEventObjectiveType.cs;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/PublicEventObjective.tbl.sql,pending,not_retail_complete,"Direct objective-id script producer matches a client kill-style public-event objective row; do not treat this as generic kill-style routing until script-vs-kill semantics, exact producer timing, owner/event routing, objective credit behavior, repeated/negative delta handling, reward/challenge side effects, and content smoke are proven."
script_activate_objective_call,script_instance,Source\NexusForever.Script.Instance\Dungeon\ColdbloodCitadel\ColdbloodCitadelEventScript.cs,181,907,,ActivateObjective,PublicEventObjective.SavePellFightingTheOsun,publicEvent.ActivateObjective(PublicEventObjective.SavePellFightingTheOsun);,direct_objective,5333,5,Script,14447,,1,5333,907,Coldblood Citadel,Save Winterfury Pell fighting the Osun,direct_objective_row_matched,script_owner_matches_public_event,NexusForever.Script.Instance.Dungeon.ColdbloodCitadel,script_objective_producer_matched_pending_credit_timing_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Source/NexusForever.Game/PublicEvent;Source/NexusForever.Game.Static/PublicEvent/PublicEventObjectiveType.cs;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/PublicEventObjective.tbl.sql,pending,not_retail_complete,"Scripted public-event objective producer is tracked, but retail completion needs exact producer trigger timing, owner/event routing, objective credit behavior, repeated/negative delta handling, reward/challenge side effects, and content smoke."
script_activate_objective_call,script_instance,Source\NexusForever.Script.Instance\Dungeon\ColdbloodCitadel\ColdbloodCitadelEventScript.cs,276,907,,ActivateObjective,PublicEventObjective.DefeatTheIcebloodCoven,publicEvent.ActivateObjective(PublicEventObjective.DefeatTheIcebloodCoven);,direct_objective,5314,9,ScriptWithoutCount,14447,,1,5314,907,Coldblood Citadel,"Defeat $(creature=75472), $(creature=75473), and $(creature=75474) as they attempt to raise Harizog",direct_objective_row_matched,script_owner_matches_public_event,NexusForever.Script.Instance.Dungeon.ColdbloodCitadel,script_without_count_direct_objective_activation_matched_pending_timing_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Source/NexusForever.Game/PublicEvent;Source/NexusForever.Game.Static/PublicEvent/PublicEventObjectiveType.cs;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/PublicEventObjective.tbl.sql,pending,not_retail_complete,"Direct objective-id script activation matches a client ScriptWithoutCount public-event objective row; keep this script-only objective separate from KillTargetGroup/KillEventUnit routing until exact script trigger timing, owner/event routing, objective credit behavior, repeated/negative delta handling, reward/challenge side effects, and content smoke are proven."
script_activate_objective_call,script_instance,Source\NexusForever.Script.Instance\Dungeon\ColdbloodCitadel\ColdbloodCitadelEventScript.cs,277,907,,ActivateObjective,PublicEventObjective.RescueThePellArchitect,publicEvent.ActivateObjective(PublicEventObjective.RescueThePellArchitect);,direct_objective,5324,5,Script,14447,,1,5324,907,Coldblood Citadel,Rescue the Pell Architect,direct_objective_row_matched,script_owner_matches_public_event,NexusForever.Script.Instance.Dungeon.ColdbloodCitadel,script_objective_producer_matched_pending_credit_timing_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Source/NexusForever.Game/PublicEvent;Source/NexusForever.Game.Static/PublicEvent/PublicEventObjectiveType.cs;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/PublicEventObjective.tbl.sql,pending,not_retail_complete,"Scripted public-event objective producer is tracked, but retail completion needs exact producer trigger timing, owner/event routing, objective credit behavior, repeated/negative delta handling, reward/challenge side effects, and content smoke."
script_activate_objective_call,script_instance,Source\NexusForever.Script.Instance\Dungeon\ColdbloodCitadel\ColdbloodCitadelEventScript.cs,278,907,,ActivateObjective,PublicEventObjective.KillKrovakSummonersAndTheirFrostguards,publicEvent.ActivateObjective(PublicEventObjective.KillKrovakSummonersAndTheirFrostguards);,direct_objective,5321,14,KillClusterTargetGroup,14470,,1,5321,907,Coldblood Citadel,Kill Krovak Summoners and their Bound Frostguards,direct_objective_row_matched,script_owner_matches_public_event,NexusForever.Script.Instance.Dungeon.ColdbloodCitadel,direct_objective_id_matches_client_kill_type_pending_timing_and_script_type_review,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Source/NexusForever.Game/PublicEvent;Source/NexusForever.Game.Static/PublicEvent/PublicEventObjectiveType.cs;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/PublicEventObjective.tbl.sql,pending,not_retail_complete,"Direct objective-id script producer matches a client kill-style public-event objective row; do not treat this as generic kill-style routing until script-vs-kill semantics, exact producer timing, owner/event routing, objective credit behavior, repeated/negative delta handling, reward/challenge side effects, and content smoke are proven."
script_activate_objective_call,script_instance,Source\NexusForever.Script.Instance\Dungeon\ColdbloodCitadel\ColdbloodCitadelEventScript.cs,279,907,,ActivateObjective,PublicEventObjective.ConcurrentCovenCollapse,publicEvent.ActivateObjective(PublicEventObjective.ConcurrentCovenCollapse);,direct_objective,5335,9,ScriptWithoutCount,14447,,1,5335,907,Coldblood Citadel,Concurrent Coven Collapse - Kill all three witches within 20 seconds of the first witch's death,direct_objective_row_matched,script_owner_matches_public_event,NexusForever.Script.Instance.Dungeon.ColdbloodCitadel,script_without_count_direct_objective_activation_matched_pending_timing_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Source/NexusForever.Game/PublicEvent;Source/NexusForever.Game.Static/PublicEvent/PublicEventObjectiveType.cs;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/PublicEventObjective.tbl.sql,pending,not_retail_complete,"Direct objective-id script activation matches a client ScriptWithoutCount public-event objective row; keep this script-only objective separate from KillTargetGroup/KillEventUnit routing until exact script trigger timing, owner/event routing, objective credit behavior, repeated/negative delta handling, reward/challenge side effects, and content smoke are proven."
script_activate_objective_call,script_instance,Source\NexusForever.Script.Instance\Dungeon\ColdbloodCitadel\ColdbloodCitadelEventScript.cs,330,907,,ActivateObjective,PublicEventObjective.DefeatTheRisenHarizog,publicEvent.ActivateObjective(PublicEventObjective.DefeatTheRisenHarizog);,direct_objective,5315,5,Script,14447,,1,5315,907,Coldblood Citadel,Defeat the risen Harizog Coldblood,direct_objective_row_matched,script_owner_matches_public_event,NexusForever.Script.Instance.Dungeon.ColdbloodCitadel,script_objective_producer_matched_pending_credit_timing_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Source/NexusForever.Game/PublicEvent;Source/NexusForever.Game.Static/PublicEvent/PublicEventObjectiveType.cs;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/PublicEventObjective.tbl.sql,pending,not_retail_complete,"Scripted public-event objective producer is tracked, but retail completion needs exact producer trigger timing, owner/event routing, objective credit behavior, repeated/negative delta handling, reward/challenge side effects, and content smoke."
script_activate_objective_call,script_instance,Source\NexusForever.Script.Instance\Dungeon\ColdbloodCitadel\ColdbloodCitadelEventScript.cs,331,907,,ActivateObjective,PublicEventObjective.InfusionInterdiction,publicEvent.ActivateObjective(PublicEventObjective.InfusionInterdiction);,direct_objective,5336,9,ScriptWithoutCount,14447,,1,5336,907,Coldblood Citadel,Infusion Interdiction - Do not allow Harizog to gain more than 5 of the Primal Infusion buff.,direct_objective_row_matched,script_owner_matches_public_event,NexusForever.Script.Instance.Dungeon.ColdbloodCitadel,script_without_count_direct_objective_activation_matched_pending_timing_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Source/NexusForever.Game/PublicEvent;Source/NexusForever.Game.Static/PublicEvent/PublicEventObjectiveType.cs;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/PublicEventObjective.tbl.sql,pending,not_retail_complete,"Direct objective-id script activation matches a client ScriptWithoutCount public-event objective row; keep this script-only objective separate from KillTargetGroup/KillEventUnit routing until exact script trigger timing, owner/event routing, objective credit behavior, repeated/negative delta handling, reward/challenge side effects, and content smoke are proven."
