evidence_kind,source_map,source_row_id,jabbithole_public_event_id,public_event_id,public_event_name,client_public_event_name,public_event_link_status,parent_public_event_id,parent_event_link_status,child_public_event_id,child_event_link_status,related_jabbithole_id,related_client_id,related_source_name,related_client_name,match_status,detail_type,detail_flags,detail_count,world_zone_id,world_location_id,quest_direction_id,target_group_id,last_seen_in,evidence_status,evidence_sources,manual_validation,completion_status,blocker_summary
public_event_creature,creature_public_event_map.csv,1483,213,34,Brokenhorn Valley,Brokenhorn Valley,current_public_event,220,current_public_event,,,18602,20700,Leraak,Leraak,scored_name,11,5,,20,,,3894,7,mapped_public_event_creature_blocked_missing_reviewed_bridge_spawn_credit_smoke,Tools/DataMapping/output/creature_public_event_map.csv;Tools/DataMapping/output/public_event_objective_map.csv;Tools/DataMapping/output/client_source_targetgroup_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/PublicEventObjective.tbl.sql;wildstar_client_mysql/TargetGroup.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Decomp/Analysis/CONTINUATION_GUIDE.md;Decomp/Analysis/BLOCKER_EVIDENCE_PLAN.md;Source/NexusForever.Script.Instance,pending,not_retail_complete,"Public-event creature relation 1483 maps Jabbithole creature 18602 (Leraak) to Creature2 20700 (Leraak) with match_status scored_name for PublicEvent 34. Required evidence source: reviewed bridge confirmation plus runtime spawn/import or script ownership proving PublicEventId/event membership, objective-credit behavior, rewards/medals, and client smoke."
public_event_creature,creature_public_event_map.csv,1484,213,34,Brokenhorn Valley,Brokenhorn Valley,current_public_event,220,current_public_event,,,15441,33173,Caravan Master Braithwait,Caravan Master Braithwait,ambiguous_name,11,5,,20,,,,4,blocked_public_event_creature_ambiguous_requires_bridge_review,Tools/DataMapping/output/creature_public_event_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Decomp/Analysis/CONTINUATION_GUIDE.md;Decomp/Analysis/BLOCKER_EVIDENCE_PLAN.md;Source/NexusForever.Script.Instance,pending,not_retail_complete,"Public-event creature relation 1484 links Jabbithole creature 15441 (Caravan Master Braithwait) to ambiguous Creature2 33173 (Caravan Master Braithwait) for PublicEvent 34. Required evidence source: manual bridge review choosing the correct Creature2/build variant, followed by spawn/import, objective-credit ownership, and event smoke."
public_event_creature,creature_public_event_map.csv,1305,244,35,Area 77,Area 77,current_public_event,220,current_public_event,,,17324,19652,Site Manager,Site Manager,unique_name,11,5,,20,,,,7,mapped_public_event_creature_blocked_missing_reviewed_bridge_spawn_credit_smoke,Tools/DataMapping/output/creature_public_event_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Decomp/Analysis/CONTINUATION_GUIDE.md;Decomp/Analysis/BLOCKER_EVIDENCE_PLAN.md;Source/NexusForever.Script.Instance,pending,not_retail_complete,"Public-event creature relation 1305 maps Jabbithole creature 17324 (Site Manager) to Creature2 19652 (Site Manager) with match_status unique_name for PublicEvent 35. Required evidence source: reviewed bridge confirmation plus runtime spawn/import or script ownership proving PublicEventId/event membership, objective-credit behavior, rewards/medals, and client smoke."
public_event_creature,creature_public_event_map.csv,1314,244,35,Area 77,Area 77,current_public_event,220,current_public_event,,,15603,33173,Caravan Master Braithwait,Caravan Master Braithwait,ambiguous_name,11,5,,20,,,,6,blocked_public_event_creature_ambiguous_requires_bridge_review,Tools/DataMapping/output/creature_public_event_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Decomp/Analysis/CONTINUATION_GUIDE.md;Decomp/Analysis/BLOCKER_EVIDENCE_PLAN.md;Source/NexusForever.Script.Instance,pending,not_retail_complete,"Public-event creature relation 1314 links Jabbithole creature 15603 (Caravan Master Braithwait) to ambiguous Creature2 33173 (Caravan Master Braithwait) for PublicEvent 35. Required evidence source: manual bridge review choosing the correct Creature2/build variant, followed by spawn/import, objective-credit ownership, and event smoke."
public_event_creature,creature_public_event_map.csv,1541,244,35,Area 77,Area 77,current_public_event,220,current_public_event,,,19103,19652,Site Manager,Site Manager,unique_name,11,5,,20,,,,7,mapped_public_event_creature_blocked_missing_reviewed_bridge_spawn_credit_smoke,Tools/DataMapping/output/creature_public_event_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Decomp/Analysis/CONTINUATION_GUIDE.md;Decomp/Analysis/BLOCKER_EVIDENCE_PLAN.md;Source/NexusForever.Script.Instance,pending,not_retail_complete,"Public-event creature relation 1541 maps Jabbithole creature 19103 (Site Manager) to Creature2 19652 (Site Manager) with match_status unique_name for PublicEvent 35. Required evidence source: reviewed bridge confirmation plus runtime spawn/import or script ownership proving PublicEventId/event membership, objective-credit behavior, rewards/medals, and client smoke."
public_event_creature,creature_public_event_map.csv,1631,244,35,Area 77,Area 77,current_public_event,220,current_public_event,,,15441,33173,Caravan Master Braithwait,Caravan Master Braithwait,ambiguous_name,11,5,,20,,,,6,blocked_public_event_creature_ambiguous_requires_bridge_review,Tools/DataMapping/output/creature_public_event_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Decomp/Analysis/CONTINUATION_GUIDE.md;Decomp/Analysis/BLOCKER_EVIDENCE_PLAN.md;Source/NexusForever.Script.Instance,pending,not_retail_complete,"Public-event creature relation 1631 links Jabbithole creature 15441 (Caravan Master Braithwait) to ambiguous Creature2 33173 (Caravan Master Braithwait) for PublicEvent 35. Required evidence source: manual bridge review choosing the correct Creature2/build variant, followed by spawn/import, objective-credit ownership, and event smoke."
public_event_creature,creature_public_event_map.csv,1908,244,35,Area 77,Area 77,current_public_event,220,current_public_event,,,17546,19644,Junior Security Supervisor,Junior Security Supervisor,unique_name,11,5,,20,,,,7,mapped_public_event_creature_blocked_missing_reviewed_bridge_spawn_credit_smoke,Tools/DataMapping/output/creature_public_event_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Decomp/Analysis/CONTINUATION_GUIDE.md;Decomp/Analysis/BLOCKER_EVIDENCE_PLAN.md;Source/NexusForever.Script.Instance,pending,not_retail_complete,"Public-event creature relation 1908 maps Jabbithole creature 17546 (Junior Security Supervisor) to Creature2 19644 (Junior Security Supervisor) with match_status unique_name for PublicEvent 35. Required evidence source: reviewed bridge confirmation plus runtime spawn/import or script ownership proving PublicEventId/event membership, objective-credit behavior, rewards/medals, and client smoke."
public_event_creature,creature_public_event_map.csv,1913,244,35,Area 77,Area 77,current_public_event,220,current_public_event,,,17424,19647,Senior Security Technician,Senior Security Technician,unique_name,11,5,,20,,,,7,mapped_public_event_creature_blocked_missing_reviewed_bridge_spawn_credit_smoke,Tools/DataMapping/output/creature_public_event_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Decomp/Analysis/CONTINUATION_GUIDE.md;Decomp/Analysis/BLOCKER_EVIDENCE_PLAN.md;Source/NexusForever.Script.Instance,pending,not_retail_complete,"Public-event creature relation 1913 maps Jabbithole creature 17424 (Senior Security Technician) to Creature2 19647 (Senior Security Technician) with match_status unique_name for PublicEvent 35. Required evidence source: reviewed bridge confirmation plus runtime spawn/import or script ownership proving PublicEventId/event membership, objective-credit behavior, rewards/medals, and client smoke."
public_event_creature,creature_public_event_map.csv,1914,244,35,Area 77,Area 77,current_public_event,220,current_public_event,,,17035,19650,Lead Security Processor,Lead Security Processor,unique_name,11,5,,20,,,,7,mapped_public_event_creature_blocked_missing_reviewed_bridge_spawn_credit_smoke,Tools/DataMapping/output/creature_public_event_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Decomp/Analysis/CONTINUATION_GUIDE.md;Decomp/Analysis/BLOCKER_EVIDENCE_PLAN.md;Source/NexusForever.Script.Instance,pending,not_retail_complete,"Public-event creature relation 1914 maps Jabbithole creature 17035 (Lead Security Processor) to Creature2 19650 (Lead Security Processor) with match_status unique_name for PublicEvent 35. Required evidence source: reviewed bridge confirmation plus runtime spawn/import or script ownership proving PublicEventId/event membership, objective-credit behavior, rewards/medals, and client smoke."
public_event_creature,creature_public_event_map.csv,1940,244,35,Area 77,Area 77,current_public_event,220,current_public_event,,,17020,19649,Lead Water Supervisor,Lead Water Supervisor,unique_name,11,5,,20,,,,7,mapped_public_event_creature_blocked_missing_reviewed_bridge_spawn_credit_smoke,Tools/DataMapping/output/creature_public_event_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Decomp/Analysis/CONTINUATION_GUIDE.md;Decomp/Analysis/BLOCKER_EVIDENCE_PLAN.md;Source/NexusForever.Script.Instance,pending,not_retail_complete,"Public-event creature relation 1940 maps Jabbithole creature 17020 (Lead Water Supervisor) to Creature2 19649 (Lead Water Supervisor) with match_status unique_name for PublicEvent 35. Required evidence source: reviewed bridge confirmation plus runtime spawn/import or script ownership proving PublicEventId/event membership, objective-credit behavior, rewards/medals, and client smoke."
public_event_creature,creature_public_event_map.csv,1941,244,35,Area 77,Area 77,current_public_event,220,current_public_event,,,17026,19651,Lead Transport Technician,Lead Transport Technician,unique_name,11,5,,20,,,,7,mapped_public_event_creature_blocked_missing_reviewed_bridge_spawn_credit_smoke,Tools/DataMapping/output/creature_public_event_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Decomp/Analysis/CONTINUATION_GUIDE.md;Decomp/Analysis/BLOCKER_EVIDENCE_PLAN.md;Source/NexusForever.Script.Instance,pending,not_retail_complete,"Public-event creature relation 1941 maps Jabbithole creature 17026 (Lead Transport Technician) to Creature2 19651 (Lead Transport Technician) with match_status unique_name for PublicEvent 35. Required evidence source: reviewed bridge confirmation plus runtime spawn/import or script ownership proving PublicEventId/event membership, objective-credit behavior, rewards/medals, and client smoke."
public_event_creature,creature_public_event_map.csv,1942,244,35,Area 77,Area 77,current_public_event,220,current_public_event,,,17428,19643,Junior Water Technician,Junior Water Technician,unique_name,11,5,,20,,,,7,mapped_public_event_creature_blocked_missing_reviewed_bridge_spawn_credit_smoke,Tools/DataMapping/output/creature_public_event_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Decomp/Analysis/CONTINUATION_GUIDE.md;Decomp/Analysis/BLOCKER_EVIDENCE_PLAN.md;Source/NexusForever.Script.Instance,pending,not_retail_complete,"Public-event creature relation 1942 maps Jabbithole creature 17428 (Junior Water Technician) to Creature2 19643 (Junior Water Technician) with match_status unique_name for PublicEvent 35. Required evidence source: reviewed bridge confirmation plus runtime spawn/import or script ownership proving PublicEventId/event membership, objective-credit behavior, rewards/medals, and client smoke."
public_event_creature,creature_public_event_map.csv,1947,244,35,Area 77,Area 77,current_public_event,220,current_public_event,,,17033,19645,Junior Transport Processor,Junior Transport Processor,unique_name,11,5,,20,,,,7,mapped_public_event_creature_blocked_missing_reviewed_bridge_spawn_credit_smoke,Tools/DataMapping/output/creature_public_event_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Decomp/Analysis/CONTINUATION_GUIDE.md;Decomp/Analysis/BLOCKER_EVIDENCE_PLAN.md;Source/NexusForever.Script.Instance,pending,not_retail_complete,"Public-event creature relation 1947 maps Jabbithole creature 17033 (Junior Transport Processor) to Creature2 19645 (Junior Transport Processor) with match_status unique_name for PublicEvent 35. Required evidence source: reviewed bridge confirmation plus runtime spawn/import or script ownership proving PublicEventId/event membership, objective-credit behavior, rewards/medals, and client smoke."
public_event_creature,creature_public_event_map.csv,1949,244,35,Area 77,Area 77,current_public_event,220,current_public_event,,,17328,19648,Senior Transport Supervisor,Senior Transport Supervisor,unique_name,11,5,,20,,,,7,mapped_public_event_creature_blocked_missing_reviewed_bridge_spawn_credit_smoke,Tools/DataMapping/output/creature_public_event_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Decomp/Analysis/CONTINUATION_GUIDE.md;Decomp/Analysis/BLOCKER_EVIDENCE_PLAN.md;Source/NexusForever.Script.Instance,pending,not_retail_complete,"Public-event creature relation 1949 maps Jabbithole creature 17328 (Senior Transport Supervisor) to Creature2 19648 (Senior Transport Supervisor) with match_status unique_name for PublicEvent 35. Required evidence source: reviewed bridge confirmation plus runtime spawn/import or script ownership proving PublicEventId/event membership, objective-credit behavior, rewards/medals, and client smoke."
public_event_creature,creature_public_event_map.csv,1950,244,35,Area 77,Area 77,current_public_event,220,current_public_event,,,17030,19646,Senior Water Processor,Senior Water Processor,unique_name,11,5,,20,,,,7,mapped_public_event_creature_blocked_missing_reviewed_bridge_spawn_credit_smoke,Tools/DataMapping/output/creature_public_event_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Decomp/Analysis/CONTINUATION_GUIDE.md;Decomp/Analysis/BLOCKER_EVIDENCE_PLAN.md;Source/NexusForever.Script.Instance,pending,not_retail_complete,"Public-event creature relation 1950 maps Jabbithole creature 17030 (Senior Water Processor) to Creature2 19646 (Senior Water Processor) with match_status unique_name for PublicEvent 35. Required evidence source: reviewed bridge confirmation plus runtime spawn/import or script ownership proving PublicEventId/event membership, objective-credit behavior, rewards/medals, and client smoke."
public_event_creature,creature_public_event_map.csv,1976,244,35,Area 77,Area 77,current_public_event,220,current_public_event,,,16129,19646,Senior Water Processor,Senior Water Processor,unique_name,11,5,,20,,,,7,mapped_public_event_creature_blocked_missing_reviewed_bridge_spawn_credit_smoke,Tools/DataMapping/output/creature_public_event_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Decomp/Analysis/CONTINUATION_GUIDE.md;Decomp/Analysis/BLOCKER_EVIDENCE_PLAN.md;Source/NexusForever.Script.Instance,pending,not_retail_complete,"Public-event creature relation 1976 maps Jabbithole creature 16129 (Senior Water Processor) to Creature2 19646 (Senior Water Processor) with match_status unique_name for PublicEvent 35. Required evidence source: reviewed bridge confirmation plus runtime spawn/import or script ownership proving PublicEventId/event membership, objective-credit behavior, rewards/medals, and client smoke."
public_event_creature,creature_public_event_map.csv,1977,244,35,Area 77,Area 77,current_public_event,220,current_public_event,,,16131,19645,Junior Transport Processor,Junior Transport Processor,unique_name,11,5,,20,,,,7,mapped_public_event_creature_blocked_missing_reviewed_bridge_spawn_credit_smoke,Tools/DataMapping/output/creature_public_event_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Decomp/Analysis/CONTINUATION_GUIDE.md;Decomp/Analysis/BLOCKER_EVIDENCE_PLAN.md;Source/NexusForever.Script.Instance,pending,not_retail_complete,"Public-event creature relation 1977 maps Jabbithole creature 16131 (Junior Transport Processor) to Creature2 19645 (Junior Transport Processor) with match_status unique_name for PublicEvent 35. Required evidence source: reviewed bridge confirmation plus runtime spawn/import or script ownership proving PublicEventId/event membership, objective-credit behavior, rewards/medals, and client smoke."
public_event_creature,creature_public_event_map.csv,1978,244,35,Area 77,Area 77,current_public_event,220,current_public_event,,,16152,19651,Lead Transport Technician,Lead Transport Technician,unique_name,11,5,,20,,,,7,mapped_public_event_creature_blocked_missing_reviewed_bridge_spawn_credit_smoke,Tools/DataMapping/output/creature_public_event_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Decomp/Analysis/CONTINUATION_GUIDE.md;Decomp/Analysis/BLOCKER_EVIDENCE_PLAN.md;Source/NexusForever.Script.Instance,pending,not_retail_complete,"Public-event creature relation 1978 maps Jabbithole creature 16152 (Lead Transport Technician) to Creature2 19651 (Lead Transport Technician) with match_status unique_name for PublicEvent 35. Required evidence source: reviewed bridge confirmation plus runtime spawn/import or script ownership proving PublicEventId/event membership, objective-credit behavior, rewards/medals, and client smoke."
public_event_creature,creature_public_event_map.csv,1979,244,35,Area 77,Area 77,current_public_event,220,current_public_event,,,16164,19647,Senior Security Technician,Senior Security Technician,unique_name,11,5,,20,,,,7,mapped_public_event_creature_blocked_missing_reviewed_bridge_spawn_credit_smoke,Tools/DataMapping/output/creature_public_event_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Decomp/Analysis/CONTINUATION_GUIDE.md;Decomp/Analysis/BLOCKER_EVIDENCE_PLAN.md;Source/NexusForever.Script.Instance,pending,not_retail_complete,"Public-event creature relation 1979 maps Jabbithole creature 16164 (Senior Security Technician) to Creature2 19647 (Senior Security Technician) with match_status unique_name for PublicEvent 35. Required evidence source: reviewed bridge confirmation plus runtime spawn/import or script ownership proving PublicEventId/event membership, objective-credit behavior, rewards/medals, and client smoke."
