evidence_kind,source_map,source_row_id,jabbithole_path_mission_id,path_mission_id,path_mission_name,client_path_mission_name,path_mission_link_status,jabbithole_path_episode_id,path_episode_id,path_episode_name,client_path_episode_name,path_episode_link_status,player_path_id,path_type,mission_type,mission_subtype,related_jabbithole_id,related_client_id,related_source_name,related_client_name,match_status,needed,amount,world_zone_id,world_location_ids,last_seen_in,evidence_status,evidence_sources,manual_validation,completion_status,blocker_summary
path_episode,path_episode_map.csv,11,,,,,no_path_mission_reference,11,36,The Algoroc Frontier,The Algoroc Frontier,current_path_episode,2,1,,,11,36,The Algoroc Frontier,The Algoroc Frontier,matched,,,13,,7,mapped_only_path_episode_blocked_runtime_zone_bridge_and_progression_smoke,Tools/DataMapping/output/path_episode_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PathEpisode.tbl.sql;Source/NexusForever.Game/Entity/PathManager.cs;Source/NexusForever.Game.Static/PlayerPath,pending,not_retail_complete,"Mapped-only PathEpisode row is blocked until runtime zone ownership, episode activation/progression sequencing, and client smoke are reviewed."
path_episode,path_episode_map.csv,25,,,,,no_path_mission_reference,25,38,Auroria Exploration,Auroria Exploration,current_path_episode,3,3,,,25,38,Auroria Exploration,Auroria Exploration,matched,,,36,,7,mapped_only_path_episode_blocked_runtime_zone_bridge_and_progression_smoke,Tools/DataMapping/output/path_episode_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PathEpisode.tbl.sql;Source/NexusForever.Game/Entity/PathManager.cs;Source/NexusForever.Game.Static/PlayerPath,pending,not_retail_complete,"Mapped-only PathEpisode row is blocked until runtime zone ownership, episode activation/progression sequencing, and client smoke are reviewed."
path_episode,path_episode_map.csv,15,,,,,no_path_mission_reference,15,39,Discovering Algoroc,Discovering Algoroc,current_path_episode,3,3,,,15,39,Discovering Algoroc,Discovering Algoroc,matched,,,13,,7,mapped_only_path_episode_blocked_runtime_zone_bridge_and_progression_smoke,Tools/DataMapping/output/path_episode_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PathEpisode.tbl.sql;Source/NexusForever.Game/Entity/PathManager.cs;Source/NexusForever.Game.Static/PlayerPath,pending,not_retail_complete,"Mapped-only PathEpisode row is blocked until runtime zone ownership, episode activation/progression sequencing, and client smoke are reviewed."
path_episode,path_episode_map.csv,10,,,,,no_path_mission_reference,10,40,Defending Algoroc,Defending Algoroc,current_path_episode,1,0,,,10,40,Defending Algoroc,Defending Algoroc,matched,,,13,,7,mapped_only_path_episode_blocked_runtime_zone_bridge_and_progression_smoke,Tools/DataMapping/output/path_episode_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PathEpisode.tbl.sql;Source/NexusForever.Game/Entity/PathManager.cs;Source/NexusForever.Game.Static/PlayerPath,pending,not_retail_complete,"Mapped-only PathEpisode row is blocked until runtime zone ownership, episode activation/progression sequencing, and client smoke are reviewed."
path_episode,path_episode_map.csv,24,,,,,no_path_mission_reference,24,41,Researching Algoroc,Researching Algoroc,current_path_episode,4,2,,,24,41,Researching Algoroc,Researching Algoroc,matched,,,13,,7,mapped_only_path_episode_blocked_runtime_zone_bridge_and_progression_smoke,Tools/DataMapping/output/path_episode_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PathEpisode.tbl.sql;Source/NexusForever.Game/Entity/PathManager.cs;Source/NexusForever.Game.Static/PlayerPath,pending,not_retail_complete,"Mapped-only PathEpisode row is blocked until runtime zone ownership, episode activation/progression sequencing, and client smoke are reviewed."
path_episode,path_episode_map.csv,22,,,,,no_path_mission_reference,22,42,Securing the Location,Securing the Location,current_path_episode,1,0,,,22,42,Securing the Location,Securing the Location,matched,,,36,,7,mapped_only_path_episode_blocked_runtime_zone_bridge_and_progression_smoke,Tools/DataMapping/output/path_episode_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PathEpisode.tbl.sql;Source/NexusForever.Game/Entity/PathManager.cs;Source/NexusForever.Game.Static/PlayerPath,pending,not_retail_complete,"Mapped-only PathEpisode row is blocked until runtime zone ownership, episode activation/progression sequencing, and client smoke are reviewed."
path_episode,path_episode_map.csv,26,,,,,no_path_mission_reference,26,49,Galeras Exploration,Galeras Exploration,current_path_episode,3,3,,,26,49,Galeras Exploration,Galeras Exploration,matched,,,29,,7,mapped_only_path_episode_blocked_runtime_zone_bridge_and_progression_smoke,Tools/DataMapping/output/path_episode_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PathEpisode.tbl.sql;Source/NexusForever.Game/Entity/PathManager.cs;Source/NexusForever.Game.Static/PlayerPath,pending,not_retail_complete,"Mapped-only PathEpisode row is blocked until runtime zone ownership, episode activation/progression sequencing, and client smoke are reviewed."
path_episode,path_episode_map.csv,12,,,,,no_path_mission_reference,12,50,Researching Galeras,Researching Galeras,current_path_episode,4,2,,,12,50,Researching Galeras,Researching Galeras,matched,,,29,,7,mapped_only_path_episode_blocked_runtime_zone_bridge_and_progression_smoke,Tools/DataMapping/output/path_episode_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PathEpisode.tbl.sql;Source/NexusForever.Game/Entity/PathManager.cs;Source/NexusForever.Game.Static/PlayerPath,pending,not_retail_complete,"Mapped-only PathEpisode row is blocked until runtime zone ownership, episode activation/progression sequencing, and client smoke are reviewed."
path_episode,path_episode_map.csv,28,,,,,no_path_mission_reference,28,51,Defending Galeras,Defending Galeras,current_path_episode,1,0,,,28,51,Defending Galeras,Defending Galeras,matched,,,29,,7,mapped_only_path_episode_blocked_runtime_zone_bridge_and_progression_smoke,Tools/DataMapping/output/path_episode_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PathEpisode.tbl.sql;Source/NexusForever.Game/Entity/PathManager.cs;Source/NexusForever.Game.Static/PlayerPath,pending,not_retail_complete,"Mapped-only PathEpisode row is blocked until runtime zone ownership, episode activation/progression sequencing, and client smoke are reviewed."
path_episode,path_episode_map.csv,36,,,,,no_path_mission_reference,36,57,Fortress Galeras,Fortress Galeras,current_path_episode,2,1,,,36,57,Fortress Galeras,Fortress Galeras,matched,,,29,,7,mapped_only_path_episode_blocked_runtime_zone_bridge_and_progression_smoke,Tools/DataMapping/output/path_episode_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PathEpisode.tbl.sql;Source/NexusForever.Game/Entity/PathManager.cs;Source/NexusForever.Game.Static/PlayerPath,pending,not_retail_complete,"Mapped-only PathEpisode row is blocked until runtime zone ownership, episode activation/progression sequencing, and client smoke are reviewed."
path_episode,path_episode_map.csv,77,,,,,no_path_mission_reference,77,82,Emergency Aid,Emergency Aid,current_path_episode,2,1,,,77,82,Emergency Aid,Emergency Aid,matched,,,35,,7,implemented_northern_wilds_path_episode_activation_verified,Tools/DataMapping/output/path_episode_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PathEpisode.tbl.sql;Source/NexusForever.Game/Entity/PathManager.cs;Source/NexusForever.Game.Static/PlayerPath,pending,not_retail_complete,"Northern Wilds runtime-owned PathEpisode/PathMission coverage is implemented and focused tests verify activation, objective credit, persistence, reward boundaries, and negative cases; retail_complete still waits for end-to-end client smoke."
path_episode,path_episode_map.csv,34,,,,,no_path_mission_reference,34,120,Whitevale Exploration,Whitevale Exploration,current_path_episode,3,3,,,34,120,Whitevale Exploration,Whitevale Exploration,matched,,,137,,7,mapped_only_path_episode_blocked_runtime_zone_bridge_and_progression_smoke,Tools/DataMapping/output/path_episode_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PathEpisode.tbl.sql;Source/NexusForever.Game/Entity/PathManager.cs;Source/NexusForever.Game.Static/PlayerPath,pending,not_retail_complete,"Mapped-only PathEpisode row is blocked until runtime zone ownership, episode activation/progression sequencing, and client smoke are reviewed."
path_episode,path_episode_map.csv,9,,,,,no_path_mission_reference,9,121,The Science of Whitevale,The Science of Whitevale,current_path_episode,4,2,,,9,121,The Science of Whitevale,The Science of Whitevale,matched,,,137,,7,mapped_only_path_episode_blocked_runtime_zone_bridge_and_progression_smoke,Tools/DataMapping/output/path_episode_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PathEpisode.tbl.sql;Source/NexusForever.Game/Entity/PathManager.cs;Source/NexusForever.Game.Static/PlayerPath,pending,not_retail_complete,"Mapped-only PathEpisode row is blocked until runtime zone ownership, episode activation/progression sequencing, and client smoke are reviewed."
path_episode,path_episode_map.csv,49,,,,,no_path_mission_reference,49,123,Whitevale Troubles,Whitevale Troubles,current_path_episode,2,1,,,49,123,Whitevale Troubles,Whitevale Troubles,matched,,,137,,7,mapped_only_path_episode_blocked_runtime_zone_bridge_and_progression_smoke,Tools/DataMapping/output/path_episode_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PathEpisode.tbl.sql;Source/NexusForever.Game/Entity/PathManager.cs;Source/NexusForever.Game.Static/PlayerPath,pending,not_retail_complete,"Mapped-only PathEpisode row is blocked until runtime zone ownership, episode activation/progression sequencing, and client smoke are reviewed."
path_episode,path_episode_map.csv,23,,,,,no_path_mission_reference,23,124,Conflict in Whitevale,Conflict in Whitevale,current_path_episode,1,0,,,23,124,Conflict in Whitevale,Conflict in Whitevale,matched,,,137,,7,mapped_only_path_episode_blocked_runtime_zone_bridge_and_progression_smoke,Tools/DataMapping/output/path_episode_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PathEpisode.tbl.sql;Source/NexusForever.Game/Entity/PathManager.cs;Source/NexusForever.Game.Static/PlayerPath,pending,not_retail_complete,"Mapped-only PathEpisode row is blocked until runtime zone ownership, episode activation/progression sequencing, and client smoke are reviewed."
path_episode,path_episode_map.csv,42,,,,,no_path_mission_reference,42,192,Auroria Intrigue,Auroria Intrigue,current_path_episode,2,1,,,42,192,Auroria Intrigue,Auroria Intrigue,matched,,,36,,7,mapped_only_path_episode_blocked_runtime_zone_bridge_and_progression_smoke,Tools/DataMapping/output/path_episode_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PathEpisode.tbl.sql;Source/NexusForever.Game/Entity/PathManager.cs;Source/NexusForever.Game.Static/PlayerPath,pending,not_retail_complete,"Mapped-only PathEpisode row is blocked until runtime zone ownership, episode activation/progression sequencing, and client smoke are reviewed."
path_episode,path_episode_map.csv,67,,,,,no_path_mission_reference,67,226,Conquer Levian Bay,Conquer Levian Bay,current_path_episode,1,0,,,67,226,Conquer Levian Bay,Conquer Levian Bay,matched,,,1304,,7,mapped_only_path_episode_blocked_runtime_zone_bridge_and_progression_smoke,Tools/DataMapping/output/path_episode_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PathEpisode.tbl.sql;Source/NexusForever.Game/Entity/PathManager.cs;Source/NexusForever.Game.Static/PlayerPath,pending,not_retail_complete,"Mapped-only PathEpisode row is blocked until runtime zone ownership, episode activation/progression sequencing, and client smoke are reviewed."
path_episode,path_episode_map.csv,55,,,,,no_path_mission_reference,55,227,Levian Bay Research,Levian Bay Research,current_path_episode,4,2,,,55,227,Levian Bay Research,Levian Bay Research,matched,,,1304,,7,mapped_only_path_episode_blocked_runtime_zone_bridge_and_progression_smoke,Tools/DataMapping/output/path_episode_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PathEpisode.tbl.sql;Source/NexusForever.Game/Entity/PathManager.cs;Source/NexusForever.Game.Static/PlayerPath,pending,not_retail_complete,"Mapped-only PathEpisode row is blocked until runtime zone ownership, episode activation/progression sequencing, and client smoke are reviewed."
path_episode,path_episode_map.csv,17,,,,,no_path_mission_reference,17,228,Fog of War,Fog of War,current_path_episode,2,1,,,17,228,Fog of War,Fog of War,matched,,,1304,,7,mapped_only_path_episode_blocked_runtime_zone_bridge_and_progression_smoke,Tools/DataMapping/output/path_episode_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PathEpisode.tbl.sql;Source/NexusForever.Game/Entity/PathManager.cs;Source/NexusForever.Game.Static/PlayerPath,pending,not_retail_complete,"Mapped-only PathEpisode row is blocked until runtime zone ownership, episode activation/progression sequencing, and client smoke are reviewed."
path_episode,path_episode_map.csv,64,,,,,no_path_mission_reference,64,229,Explore Levian Bay,Explore Levian Bay,current_path_episode,3,3,,,64,229,Explore Levian Bay,Explore Levian Bay,matched,,,1304,,7,mapped_only_path_episode_blocked_runtime_zone_bridge_and_progression_smoke,Tools/DataMapping/output/path_episode_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PathEpisode.tbl.sql;Source/NexusForever.Game/Entity/PathManager.cs;Source/NexusForever.Game.Static/PlayerPath,pending,not_retail_complete,"Mapped-only PathEpisode row is blocked until runtime zone ownership, episode activation/progression sequencing, and client smoke are reviewed."
path_episode,path_episode_map.csv,7,,,,,no_path_mission_reference,7,233,Conquer Everstar Grove,Conquer Everstar Grove,current_path_episode,1,0,,,7,233,Conquer Everstar Grove,Conquer Everstar Grove,matched,,,1414,,7,mapped_only_path_episode_blocked_runtime_zone_bridge_and_progression_smoke,Tools/DataMapping/output/path_episode_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PathEpisode.tbl.sql;Source/NexusForever.Game/Entity/PathManager.cs;Source/NexusForever.Game.Static/PlayerPath,pending,not_retail_complete,"Mapped-only PathEpisode row is blocked until runtime zone ownership, episode activation/progression sequencing, and client smoke are reviewed."
path_episode,path_episode_map.csv,60,,,,,no_path_mission_reference,60,234,Researching Everstar Grove,Researching Everstar Grove,current_path_episode,4,2,,,60,234,Researching Everstar Grove,Researching Everstar Grove,matched,,,1414,,7,mapped_only_path_episode_blocked_runtime_zone_bridge_and_progression_smoke,Tools/DataMapping/output/path_episode_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PathEpisode.tbl.sql;Source/NexusForever.Game/Entity/PathManager.cs;Source/NexusForever.Game.Static/PlayerPath,pending,not_retail_complete,"Mapped-only PathEpisode row is blocked until runtime zone ownership, episode activation/progression sequencing, and client smoke are reviewed."
path_episode,path_episode_map.csv,69,,,,,no_path_mission_reference,69,235,Survival in Everstar Grove,Survival in Everstar Grove,current_path_episode,2,1,,,69,235,Survival in Everstar Grove,Survival in Everstar Grove,matched,,,1414,,7,mapped_only_path_episode_blocked_runtime_zone_bridge_and_progression_smoke,Tools/DataMapping/output/path_episode_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PathEpisode.tbl.sql;Source/NexusForever.Game/Entity/PathManager.cs;Source/NexusForever.Game.Static/PlayerPath,pending,not_retail_complete,"Mapped-only PathEpisode row is blocked until runtime zone ownership, episode activation/progression sequencing, and client smoke are reviewed."
path_episode,path_episode_map.csv,63,,,,,no_path_mission_reference,63,236,Explore Everstar Grove,Explore Everstar Grove,current_path_episode,3,3,,,63,236,Explore Everstar Grove,Explore Everstar Grove,matched,,,1414,,7,mapped_only_path_episode_blocked_runtime_zone_bridge_and_progression_smoke,Tools/DataMapping/output/path_episode_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PathEpisode.tbl.sql;Source/NexusForever.Game/Entity/PathManager.cs;Source/NexusForever.Game.Static/PlayerPath,pending,not_retail_complete,"Mapped-only PathEpisode row is blocked until runtime zone ownership, episode activation/progression sequencing, and client smoke are reviewed."
path_episode,path_episode_map.csv,46,,,,,no_path_mission_reference,46,237,Farside - Soldier,Farside - Soldier,current_path_episode,1,0,,,46,237,Farside - Soldier,Farside - Soldier,matched,,,936,,7,mapped_only_path_episode_blocked_runtime_zone_bridge_and_progression_smoke,Tools/DataMapping/output/path_episode_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PathEpisode.tbl.sql;Source/NexusForever.Game/Entity/PathManager.cs;Source/NexusForever.Game.Static/PlayerPath,pending,not_retail_complete,"Mapped-only PathEpisode row is blocked until runtime zone ownership, episode activation/progression sequencing, and client smoke are reviewed."
path_episode,path_episode_map.csv,3,,,,,no_path_mission_reference,3,238,Farside - Scientist,Farside - Scientist,current_path_episode,4,2,,,3,238,Farside - Scientist,Farside - Scientist,matched,,,936,,7,mapped_only_path_episode_blocked_runtime_zone_bridge_and_progression_smoke,Tools/DataMapping/output/path_episode_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PathEpisode.tbl.sql;Source/NexusForever.Game/Entity/PathManager.cs;Source/NexusForever.Game.Static/PlayerPath,pending,not_retail_complete,"Mapped-only PathEpisode row is blocked until runtime zone ownership, episode activation/progression sequencing, and client smoke are reviewed."
