evidence_kind,script_scope,source_path,source_line,script_owner_ids,source_call,source_symbol,reference_id,reference_link_status,owner_link_status,public_event_id,public_event_name,public_event_world_id,public_event_world_zone_id,public_event_type,public_event_parent_id,objective_type,objective_count,objective_object_id,objective_world_location_id,objective_target_group_id,objective_display_order,objective_text,objective_short_text,enum_namespace,evidence_status,evidence_sources,manual_validation,completion_status,blocker_summary
script_public_event_objective_reference,script_instance,Source\NexusForever.Script.Instance\Adventure\CrimelordsOfWhitevale\CrimelordsOfWhitevaleEventScript.cs,43,146,ActivateObjective,PublicEventObjective.FindOutWhoKilledTheBloodScions,315,client_row_matched,script_owner_matches_objective_public_event,146,Crimelords of Whitevale,1323,137,12,0,5,1,0,0,0,0,Find out who killed the Blood Scions,Find out who killed the Blood Scions,NexusForever.Script.Instance.Adventure.CrimelordsOfWhitevale,script_public_event_objective_parent_event_matched_pending_activation_credit_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/PublicEventObjective.tbl.sql;Source/NexusForever.Game/PublicEvent,pending,not_retail_complete,"Scripted public-event objective reference is tracked, but retail completion needs exact activation/update timing, producer semantics, objective credit, phase progression, reward/challenge side effects, and content smoke."
script_public_event_objective_reference,script_instance,Source\NexusForever.Script.Instance\Adventure\CrimelordsOfWhitevale\CrimelordsOfWhitevaleEventScript.cs,46,146,ActivateObjective,PublicEventObjective.BecomeTheBiggestGangstersInThermock,318,client_row_matched,script_owner_matches_objective_public_event,146,Crimelords of Whitevale,1323,137,12,0,5,1,0,0,0,0,Become the biggest gangsters in Thermock,Become the biggest gangsters in Thermock,NexusForever.Script.Instance.Adventure.CrimelordsOfWhitevale,script_public_event_objective_parent_event_matched_pending_activation_credit_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/PublicEventObjective.tbl.sql;Source/NexusForever.Game/PublicEvent,pending,not_retail_complete,"Scripted public-event objective reference is tracked, but retail completion needs exact activation/update timing, producer semantics, objective credit, phase progression, reward/challenge side effects, and content smoke."
script_public_event_objective_reference,script_instance,Source\NexusForever.Script.Instance\Adventure\CrimelordsOfWhitevale\CrimelordsOfWhitevaleEventScript.cs,49,146,ActivateObjective,PublicEventObjective.ReturnToTheBloodScionsClubhouse,1482,client_row_matched,script_owner_matches_objective_public_event,146,Crimelords of Whitevale,1323,137,12,0,5,1,0,0,0,0,Return to the Blood Scions Clubhouse,Return to the Blood Scions Clubhouse,NexusForever.Script.Instance.Adventure.CrimelordsOfWhitevale,script_public_event_objective_parent_event_matched_pending_activation_credit_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/PublicEventObjective.tbl.sql;Source/NexusForever.Game/PublicEvent,pending,not_retail_complete,"Scripted public-event objective reference is tracked, but retail completion needs exact activation/update timing, producer semantics, objective credit, phase progression, reward/challenge side effects, and content smoke."
script_public_event_objective_reference,script_instance,Source\NexusForever.Script.Instance\Adventure\CrimelordsOfWhitevale\CrimelordsOfWhitevaleEventScript.cs,52,146,ActivateObjective,PublicEventObjective.SurviveTheFinalOnslaught,1483,client_row_matched,script_owner_matches_objective_public_event,146,Crimelords of Whitevale,1323,137,12,0,5,1,0,0,0,0,Survive the final onslaught at the Clubhouse,Survive the onslaught,NexusForever.Script.Instance.Adventure.CrimelordsOfWhitevale,script_public_event_objective_parent_event_matched_pending_activation_credit_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/PublicEventObjective.tbl.sql;Source/NexusForever.Game/PublicEvent,pending,not_retail_complete,"Scripted public-event objective reference is tracked, but retail completion needs exact activation/update timing, producer semantics, objective credit, phase progression, reward/challenge side effects, and content smoke."
script_public_event_objective_reference,script_instance,Source\NexusForever.Script.Instance\Adventure\CrimelordsOfWhitevale\CrimelordsOfWhitevaleEventScript.cs,55,146,ActivateObjective,PublicEventObjective.AvengeTheBloodScions,1484,client_row_matched,script_owner_matches_objective_public_event,146,Crimelords of Whitevale,1323,137,12,0,5,1,0,0,0,0,Avenge the Blood Scions,Avenge the Blood Scions,NexusForever.Script.Instance.Adventure.CrimelordsOfWhitevale,script_public_event_objective_parent_event_matched_pending_activation_credit_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/PublicEventObjective.tbl.sql;Source/NexusForever.Game/PublicEvent,pending,not_retail_complete,"Scripted public-event objective reference is tracked, but retail completion needs exact activation/update timing, producer semantics, objective credit, phase progression, reward/challenge side effects, and content smoke."
script_public_event_objective_reference,script_instance,Source\NexusForever.Script.Instance\Adventure\CrimelordsOfWhitevale\CrimelordsOfWhitevaleEventScript.cs,70,146,switch_case,PublicEventObjective.GetOnYourHoverbike,309,client_row_matched,script_owner_matches_objective_public_event,146,Crimelords of Whitevale,1323,137,12,0,9,0,0,18019,0,0,Get on your Hoverbike,Mount up,NexusForever.Script.Instance.Adventure.CrimelordsOfWhitevale,script_public_event_objective_parent_event_matched_pending_activation_credit_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/PublicEventObjective.tbl.sql;Source/NexusForever.Game/PublicEvent,pending,not_retail_complete,"Scripted public-event objective reference is tracked, but retail completion needs exact activation/update timing, producer semantics, objective credit, phase progression, reward/challenge side effects, and content smoke."
script_public_event_objective_reference,script_instance,Source\NexusForever.Script.Instance\Adventure\CrimelordsOfWhitevale\CrimelordsOfWhitevaleEventScript.cs,73,146,switch_case,PublicEventObjective.FindOutWhoKilledTheBloodScions,315,client_row_matched,script_owner_matches_objective_public_event,146,Crimelords of Whitevale,1323,137,12,0,5,1,0,0,0,0,Find out who killed the Blood Scions,Find out who killed the Blood Scions,NexusForever.Script.Instance.Adventure.CrimelordsOfWhitevale,script_public_event_objective_parent_event_matched_pending_activation_credit_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/PublicEventObjective.tbl.sql;Source/NexusForever.Game/PublicEvent,pending,not_retail_complete,"Scripted public-event objective reference is tracked, but retail completion needs exact activation/update timing, producer semantics, objective credit, phase progression, reward/challenge side effects, and content smoke."
script_public_event_objective_reference,script_instance,Source\NexusForever.Script.Instance\Adventure\CrimelordsOfWhitevale\CrimelordsOfWhitevaleEventScript.cs,76,146,switch_case,PublicEventObjective.BecomeTheBiggestGangstersInThermock,318,client_row_matched,script_owner_matches_objective_public_event,146,Crimelords of Whitevale,1323,137,12,0,5,1,0,0,0,0,Become the biggest gangsters in Thermock,Become the biggest gangsters in Thermock,NexusForever.Script.Instance.Adventure.CrimelordsOfWhitevale,script_public_event_objective_parent_event_matched_pending_activation_credit_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/PublicEventObjective.tbl.sql;Source/NexusForever.Game/PublicEvent,pending,not_retail_complete,"Scripted public-event objective reference is tracked, but retail completion needs exact activation/update timing, producer semantics, objective credit, phase progression, reward/challenge side effects, and content smoke."
script_public_event_objective_reference,script_instance,Source\NexusForever.Script.Instance\Adventure\CrimelordsOfWhitevale\CrimelordsOfWhitevaleEventScript.cs,79,146,switch_case,PublicEventObjective.ReturnToTheBloodScionsClubhouse,1482,client_row_matched,script_owner_matches_objective_public_event,146,Crimelords of Whitevale,1323,137,12,0,5,1,0,0,0,0,Return to the Blood Scions Clubhouse,Return to the Blood Scions Clubhouse,NexusForever.Script.Instance.Adventure.CrimelordsOfWhitevale,script_public_event_objective_parent_event_matched_pending_activation_credit_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/PublicEventObjective.tbl.sql;Source/NexusForever.Game/PublicEvent,pending,not_retail_complete,"Scripted public-event objective reference is tracked, but retail completion needs exact activation/update timing, producer semantics, objective credit, phase progression, reward/challenge side effects, and content smoke."
script_public_event_objective_reference,script_instance,Source\NexusForever.Script.Instance\Adventure\CrimelordsOfWhitevale\CrimelordsOfWhitevaleEventScript.cs,82,146,switch_case,PublicEventObjective.SurviveTheFinalOnslaught,1483,client_row_matched,script_owner_matches_objective_public_event,146,Crimelords of Whitevale,1323,137,12,0,5,1,0,0,0,0,Survive the final onslaught at the Clubhouse,Survive the onslaught,NexusForever.Script.Instance.Adventure.CrimelordsOfWhitevale,script_public_event_objective_parent_event_matched_pending_activation_credit_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/PublicEventObjective.tbl.sql;Source/NexusForever.Game/PublicEvent,pending,not_retail_complete,"Scripted public-event objective reference is tracked, but retail completion needs exact activation/update timing, producer semantics, objective credit, phase progression, reward/challenge side effects, and content smoke."
script_public_event_objective_reference,script_instance,Source\NexusForever.Script.Instance\Adventure\CrimelordsOfWhitevale\CrimelordsOfWhitevaleEventScript.cs,85,146,switch_case,PublicEventObjective.AvengeTheBloodScions,1484,client_row_matched,script_owner_matches_objective_public_event,146,Crimelords of Whitevale,1323,137,12,0,5,1,0,0,0,0,Avenge the Blood Scions,Avenge the Blood Scions,NexusForever.Script.Instance.Adventure.CrimelordsOfWhitevale,script_public_event_objective_parent_event_matched_pending_activation_credit_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/PublicEventObjective.tbl.sql;Source/NexusForever.Game/PublicEvent,pending,not_retail_complete,"Scripted public-event objective reference is tracked, but retail completion needs exact activation/update timing, producer semantics, objective credit, phase progression, reward/challenge side effects, and content smoke."
script_public_event_objective_reference,script_instance,Source\NexusForever.Script.Instance\Adventure\RiotInTheVoid\RiotInTheVoidEventScript.cs,34,179,ActivateObjective,PublicEventObjective.QuellRiotInAstrovoidPrison,1714,client_row_matched,script_owner_matches_objective_public_event,179,Riot in the Void,1437,1582,15,0,5,0,3346,0,0,0,Quell the riot in Astrovoid Prison,Quell the riot in Astrovoid Prison,NexusForever.Script.Instance.Adventure.RiotInTheVoid,script_public_event_objective_parent_event_matched_pending_activation_credit_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/PublicEventObjective.tbl.sql;Source/NexusForever.Game/PublicEvent,pending,not_retail_complete,"Scripted public-event objective reference is tracked, but retail completion needs exact activation/update timing, producer semantics, objective credit, phase progression, reward/challenge side effects, and content smoke."
script_public_event_objective_reference,script_instance,Source\NexusForever.Script.Instance\Adventure\RiotInTheVoid\RiotInTheVoidEventScript.cs,47,179,objective_status_gate,PublicEventObjective.QuellRiotInAstrovoidPrison,1714,client_row_matched,script_owner_matches_objective_public_event,179,Riot in the Void,1437,1582,15,0,5,0,3346,0,0,0,Quell the riot in Astrovoid Prison,Quell the riot in Astrovoid Prison,NexusForever.Script.Instance.Adventure.RiotInTheVoid,script_public_event_objective_parent_event_matched_pending_activation_credit_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/PublicEventObjective.tbl.sql;Source/NexusForever.Game/PublicEvent,pending,not_retail_complete,"Scripted public-event objective reference is tracked, but retail completion needs exact activation/update timing, producer semantics, objective credit, phase progression, reward/challenge side effects, and content smoke."
script_public_event_objective_reference,script_instance,Source\NexusForever.Script.Instance\Adventure\RiotInTheVoid\RiotInTheVoidIntroEventScript.cs,39,178,ActivateObjective,PublicEventObjective.ReportToAgentTriphon,2073,client_row_matched,script_owner_matches_objective_public_event,178,Running the Asylum,1437,1582,11,0,17,1,7069,20720,0,0,Report to $(creature=27535),Report to $(creature=27535),NexusForever.Script.Instance.Adventure.RiotInTheVoid,script_public_event_objective_parent_event_matched_pending_activation_credit_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/PublicEventObjective.tbl.sql;Source/NexusForever.Game/PublicEvent,pending,not_retail_complete,"Scripted public-event objective reference is tracked, but retail completion needs exact activation/update timing, producer semantics, objective credit, phase progression, reward/challenge side effects, and content smoke."
script_public_event_objective_reference,script_instance,Source\NexusForever.Script.Instance\Adventure\RiotInTheVoid\RiotInTheVoidIntroEventScript.cs,42,178,ActivateObjective,PublicEventObjective.ReceiveMissionBriefing,610,client_row_matched,script_owner_matches_objective_public_event,178,Running the Asylum,1437,1582,11,0,13,1,7069,20720,0,0,Receive the Mission Briefing,Receive the Mission Briefing,NexusForever.Script.Instance.Adventure.RiotInTheVoid,script_public_event_objective_parent_event_matched_pending_activation_credit_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/PublicEventObjective.tbl.sql;Source/NexusForever.Game/PublicEvent,pending,not_retail_complete,"Scripted public-event objective reference is tracked, but retail completion needs exact activation/update timing, producer semantics, objective credit, phase progression, reward/challenge side effects, and content smoke."
script_public_event_objective_reference,script_instance,Source\NexusForever.Script.Instance\Adventure\RiotInTheVoid\RiotInTheVoidIntroEventScript.cs,43,178,UpdateObjective,PublicEventObjective.ReceiveMissionBriefing,610,client_row_matched,script_owner_matches_objective_public_event,178,Running the Asylum,1437,1582,11,0,13,1,7069,20720,0,0,Receive the Mission Briefing,Receive the Mission Briefing,NexusForever.Script.Instance.Adventure.RiotInTheVoid,script_public_event_objective_parent_event_matched_pending_activation_credit_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/PublicEventObjective.tbl.sql;Source/NexusForever.Game/PublicEvent,pending,not_retail_complete,"Scripted public-event objective reference is tracked, but retail completion needs exact activation/update timing, producer semantics, objective credit, phase progression, reward/challenge side effects, and content smoke."
script_public_event_objective_reference,script_instance,Source\NexusForever.Script.Instance\Adventure\RiotInTheVoid\RiotInTheVoidIntroEventScript.cs,46,178,ActivateObjective,PublicEventObjective.ReportToWardenViaHolostation,2074,client_row_matched,script_owner_matches_objective_public_event,178,Running the Asylum,1437,1582,11,0,17,1,7071,39717,0,0,Report to $(creature=27444) via the Holostation,Report to $(creature=27444),NexusForever.Script.Instance.Adventure.RiotInTheVoid,script_public_event_objective_parent_event_matched_pending_activation_credit_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/PublicEventObjective.tbl.sql;Source/NexusForever.Game/PublicEvent,pending,not_retail_complete,"Scripted public-event objective reference is tracked, but retail completion needs exact activation/update timing, producer semantics, objective credit, phase progression, reward/challenge side effects, and content smoke."
script_public_event_objective_reference,script_instance,Source\NexusForever.Script.Instance\Adventure\RiotInTheVoid\RiotInTheVoidIntroEventScript.cs,49,178,ActivateObjective,PublicEventObjective.ReceiveSituationBriefing,646,client_row_matched,script_owner_matches_objective_public_event,178,Running the Asylum,1437,1582,11,0,13,1,0,39185,0,0,Receive the Situation Briefing from Warden Rhadman,Receive the Situation Briefing,NexusForever.Script.Instance.Adventure.RiotInTheVoid,script_public_event_objective_parent_event_matched_pending_activation_credit_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/PublicEventObjective.tbl.sql;Source/NexusForever.Game/PublicEvent,pending,not_retail_complete,"Scripted public-event objective reference is tracked, but retail completion needs exact activation/update timing, producer semantics, objective credit, phase progression, reward/challenge side effects, and content smoke."
script_public_event_objective_reference,script_instance,Source\NexusForever.Script.Instance\Adventure\RiotInTheVoid\RiotInTheVoidIntroEventScript.cs,50,178,UpdateObjective,PublicEventObjective.ReceiveSituationBriefing,646,client_row_matched,script_owner_matches_objective_public_event,178,Running the Asylum,1437,1582,11,0,13,1,0,39185,0,0,Receive the Situation Briefing from Warden Rhadman,Receive the Situation Briefing,NexusForever.Script.Instance.Adventure.RiotInTheVoid,script_public_event_objective_parent_event_matched_pending_activation_credit_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/PublicEventObjective.tbl.sql;Source/NexusForever.Game/PublicEvent,pending,not_retail_complete,"Scripted public-event objective reference is tracked, but retail completion needs exact activation/update timing, producer semantics, objective credit, phase progression, reward/challenge side effects, and content smoke."
script_public_event_objective_reference,script_instance,Source\NexusForever.Script.Instance\Adventure\RiotInTheVoid\RiotInTheVoidIntroEventScript.cs,53,178,ActivateObjective,PublicEventObjective.CrossRiotAndReachWardensOffice,608,client_row_matched,script_owner_matches_objective_public_event,178,Running the Asylum,1437,1582,11,0,6,0,3383,39185,0,0,Cross the riot and reach the Warden's Office,Reach Warden Rhadman,NexusForever.Script.Instance.Adventure.RiotInTheVoid,script_public_event_objective_parent_event_matched_pending_activation_credit_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/PublicEventObjective.tbl.sql;Source/NexusForever.Game/PublicEvent,pending,not_retail_complete,"Scripted public-event objective reference is tracked, but retail completion needs exact activation/update timing, producer semantics, objective credit, phase progression, reward/challenge side effects, and content smoke."
script_public_event_objective_reference,script_instance,Source\NexusForever.Script.Instance\Adventure\RiotInTheVoid\RiotInTheVoidIntroEventScript.cs,68,178,switch_case,PublicEventObjective.ReportToAgentTriphon,2073,client_row_matched,script_owner_matches_objective_public_event,178,Running the Asylum,1437,1582,11,0,17,1,7069,20720,0,0,Report to $(creature=27535),Report to $(creature=27535),NexusForever.Script.Instance.Adventure.RiotInTheVoid,script_public_event_objective_parent_event_matched_pending_activation_credit_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/PublicEventObjective.tbl.sql;Source/NexusForever.Game/PublicEvent,pending,not_retail_complete,"Scripted public-event objective reference is tracked, but retail completion needs exact activation/update timing, producer semantics, objective credit, phase progression, reward/challenge side effects, and content smoke."
