evidence_kind,source_map,source_row_id,quest_id,quest_title,quest_bucket,quest_completion_status,quest_link_status,jabbithole_contract_id,contract_game_id,jabbithole_quest_id,jabbithole_quest_name,client_quest_name,contract_quality,contract_type,reward_track_type,xp,related_jabbithole_id,related_client_id,related_source_name,related_client_name,match_status,relation_match_status,tier,cost,amount,choice_idx,is_casque,enabled,first_seen_in,last_seen_in,evidence_status,evidence_sources,manual_validation,completion_status,blocker_summary
contract,contract_map.csv,25,9891,Lunar Liquidation,generic_table_driven,not_retail_complete,current_quest,25,9891,2907,Lunar Liquidation,Lunar Liquidation,3,2,1,450,25,9891,Lunar Liquidation,Lunar Liquidation,matched,,,,,,,true,0,8,implemented_contract_quest_manager_backed_pending_rotation_client_smoke,Tools/DataMapping/output/contract_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/PeriodicQuest*.tbl.sql;Source/NexusForever.Game/Quest/ContractManager.cs;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Network.World/Message/Model/ServerQuestContractGoodQualityChanged.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs,pending,not_retail_complete,"Contract quest evidence is manager-backed from typed Quest2, QuestObjective, Quest2Reward, Item2, and PeriodicQuestGroup tables, with focused tests covering objective families, UI-safe validation, receiverless accept/complete, periodic capacity, fixed item rewards, and contract achievements. Retail-complete proof still needs exact random rotation or board timing/type-filter evidence and client smoke."
contract,contract_map.csv,31,9892,Lightspire Assault,generic_table_driven,not_retail_complete,current_quest,31,9892,2914,Lightspire Assault,Lightspire Assault,3,2,1,450,31,9892,Lightspire Assault,Lightspire Assault,matched,,,,,,,true,0,7,implemented_contract_quest_manager_backed_pending_rotation_client_smoke,Tools/DataMapping/output/contract_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/PeriodicQuest*.tbl.sql;Source/NexusForever.Game/Quest/ContractManager.cs;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Network.World/Message/Model/ServerQuestContractGoodQualityChanged.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs,pending,not_retail_complete,"Contract quest evidence is manager-backed from typed Quest2, QuestObjective, Quest2Reward, Item2, and PeriodicQuestGroup tables, with focused tests covering objective families, UI-safe validation, receiverless accept/complete, periodic capacity, fixed item rewards, and contract achievements. Retail-complete proof still needs exact random rotation or board timing/type-filter evidence and client smoke."
contract,contract_map.csv,35,9893,Guarding the Grove,generic_table_driven,not_retail_complete,current_quest,35,9893,2916,Guarding the Grove,Guarding the Grove,3,2,1,450,35,9893,Guarding the Grove,Guarding the Grove,matched,,,,,,,true,0,7,implemented_contract_quest_manager_backed_pending_rotation_client_smoke,Tools/DataMapping/output/contract_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/PeriodicQuest*.tbl.sql;Source/NexusForever.Game/Quest/ContractManager.cs;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Network.World/Message/Model/ServerQuestContractGoodQualityChanged.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs,pending,not_retail_complete,"Contract quest evidence is manager-backed from typed Quest2, QuestObjective, Quest2Reward, Item2, and PeriodicQuestGroup tables, with focused tests covering objective families, UI-safe validation, receiverless accept/complete, periodic capacity, fixed item rewards, and contract achievements. Retail-complete proof still needs exact random rotation or board timing/type-filter evidence and client smoke."
contract,contract_map.csv,32,9894,Troubleshooter,generic_table_driven,not_retail_complete,current_quest,32,9894,2915,Troubleshooter,Troubleshooter,2,2,1,150,32,9894,Troubleshooter,Troubleshooter,matched,,,,,,,true,0,8,implemented_contract_quest_manager_backed_pending_rotation_client_smoke,Tools/DataMapping/output/contract_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/PeriodicQuest*.tbl.sql;Source/NexusForever.Game/Quest/ContractManager.cs;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Network.World/Message/Model/ServerQuestContractGoodQualityChanged.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs,pending,not_retail_complete,"Contract quest evidence is manager-backed from typed Quest2, QuestObjective, Quest2Reward, Item2, and PeriodicQuestGroup tables, with focused tests covering objective families, UI-safe validation, receiverless accept/complete, periodic capacity, fixed item rewards, and contract achievements. Retail-complete proof still needs exact random rotation or board timing/type-filter evidence and client smoke."
contract,contract_map.csv,27,9895,Those Samples Are Sanguine,generic_table_driven,not_retail_complete,current_quest,27,9895,2912,Those Samples Are Sanguine,Those Samples Are Sanguine,2,2,1,150,27,9895,Those Samples Are Sanguine,Those Samples Are Sanguine,matched,,,,,,,true,0,7,implemented_contract_quest_manager_backed_pending_rotation_client_smoke,Tools/DataMapping/output/contract_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/PeriodicQuest*.tbl.sql;Source/NexusForever.Game/Quest/ContractManager.cs;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Network.World/Message/Model/ServerQuestContractGoodQualityChanged.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs,pending,not_retail_complete,"Contract quest evidence is manager-backed from typed Quest2, QuestObjective, Quest2Reward, Item2, and PeriodicQuestGroup tables, with focused tests covering objective families, UI-safe validation, receiverless accept/complete, periodic capacity, fixed item rewards, and contract achievements. Retail-complete proof still needs exact random rotation or board timing/type-filter evidence and client smoke."
contract,contract_map.csv,37,9896,Cage of Carnage,generic_table_driven,not_retail_complete,current_quest,37,9896,2921,Cage of Carnage,Cage of Carnage,3,1,0,450,37,9896,Cage of Carnage,Cage of Carnage,matched,,,,,,,true,0,7,implemented_contract_quest_manager_backed_pending_rotation_client_smoke,Tools/DataMapping/output/contract_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/PeriodicQuest*.tbl.sql;Source/NexusForever.Game/Quest/ContractManager.cs;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Network.World/Message/Model/ServerQuestContractGoodQualityChanged.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs,pending,not_retail_complete,"Contract quest evidence is manager-backed from typed Quest2, QuestObjective, Quest2Reward, Item2, and PeriodicQuestGroup tables, with focused tests covering objective families, UI-safe validation, receiverless accept/complete, periodic capacity, fixed item rewards, and contract achievements. Retail-complete proof still needs exact random rotation or board timing/type-filter evidence and client smoke."
contract,contract_map.csv,28,9897,Battleground Zero,generic_table_driven,not_retail_complete,current_quest,28,9897,2913,Battleground Zero,Battleground Zero,3,1,0,450,28,9897,Battleground Zero,Battleground Zero,matched,,,,,,,true,0,8,implemented_contract_quest_manager_backed_pending_rotation_client_smoke,Tools/DataMapping/output/contract_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/PeriodicQuest*.tbl.sql;Source/NexusForever.Game/Quest/ContractManager.cs;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Network.World/Message/Model/ServerQuestContractGoodQualityChanged.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs,pending,not_retail_complete,"Contract quest evidence is manager-backed from typed Quest2, QuestObjective, Quest2Reward, Item2, and PeriodicQuestGroup tables, with focused tests covering objective families, UI-safe validation, receiverless accept/complete, periodic capacity, fixed item rewards, and contract achievements. Retail-complete proof still needs exact random rotation or board timing/type-filter evidence and client smoke."
contract,contract_map.csv,19,9901,Not Here to Make Friends,generic_table_driven,not_retail_complete,current_quest,19,9901,2896,Not Here to Make Friends,Not Here to Make Friends,1,1,0,50,19,9901,Not Here to Make Friends,Not Here to Make Friends,matched,,,,,,,true,0,7,implemented_contract_quest_manager_backed_pending_rotation_client_smoke,Tools/DataMapping/output/contract_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/PeriodicQuest*.tbl.sql;Source/NexusForever.Game/Quest/ContractManager.cs;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Network.World/Message/Model/ServerQuestContractGoodQualityChanged.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs,pending,not_retail_complete,"Contract quest evidence is manager-backed from typed Quest2, QuestObjective, Quest2Reward, Item2, and PeriodicQuestGroup tables, with focused tests covering objective families, UI-safe validation, receiverless accept/complete, periodic capacity, fixed item rewards, and contract achievements. Retail-complete proof still needs exact random rotation or board timing/type-filter evidence and client smoke."
contract,contract_map.csv,18,9906,The Prestige,generic_table_driven,not_retail_complete,current_quest,18,9906,2897,The Prestige,The Prestige,1,1,0,50,18,9906,The Prestige,The Prestige,matched,,,,,,,true,0,8,implemented_contract_quest_manager_backed_pending_rotation_client_smoke,Tools/DataMapping/output/contract_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/PeriodicQuest*.tbl.sql;Source/NexusForever.Game/Quest/ContractManager.cs;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Network.World/Message/Model/ServerQuestContractGoodQualityChanged.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs,pending,not_retail_complete,"Contract quest evidence is manager-backed from typed Quest2, QuestObjective, Quest2Reward, Item2, and PeriodicQuestGroup tables, with focused tests covering objective families, UI-safe validation, receiverless accept/complete, periodic capacity, fixed item rewards, and contract achievements. Retail-complete proof still needs exact random rotation or board timing/type-filter evidence and client smoke."
contract,contract_map.csv,8,9907,Warplotting Against Them,generic_table_driven,not_retail_complete,current_quest,8,9907,2879,Warplotting Against Them,Warplotting Against Them,3,1,0,450,8,9907,Warplotting Against Them,Warplotting Against Them,matched,,,,,,,true,0,7,implemented_contract_quest_manager_backed_pending_rotation_client_smoke,Tools/DataMapping/output/contract_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/PeriodicQuest*.tbl.sql;Source/NexusForever.Game/Quest/ContractManager.cs;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Network.World/Message/Model/ServerQuestContractGoodQualityChanged.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs,pending,not_retail_complete,"Contract quest evidence is manager-backed from typed Quest2, QuestObjective, Quest2Reward, Item2, and PeriodicQuestGroup tables, with focused tests covering objective families, UI-safe validation, receiverless accept/complete, periodic capacity, fixed item rewards, and contract achievements. Retail-complete proof still needs exact random rotation or board timing/type-filter evidence and client smoke."
contract,contract_map.csv,3,9910,Going On an Adventure!,generic_table_driven,not_retail_complete,current_quest,3,9910,2880,Going On an Adventure!,Going On an Adventure!,3,2,1,450,3,9910,Going On an Adventure!,Going On an Adventure!,matched,,,,,,,true,0,7,implemented_contract_quest_manager_backed_pending_rotation_client_smoke,Tools/DataMapping/output/contract_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/PeriodicQuest*.tbl.sql;Source/NexusForever.Game/Quest/ContractManager.cs;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Network.World/Message/Model/ServerQuestContractGoodQualityChanged.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs,pending,not_retail_complete,"Contract quest evidence is manager-backed from typed Quest2, QuestObjective, Quest2Reward, Item2, and PeriodicQuestGroup tables, with focused tests covering objective families, UI-safe validation, receiverless accept/complete, periodic capacity, fixed item rewards, and contract achievements. Retail-complete proof still needs exact random rotation or board timing/type-filter evidence and client smoke."
contract,contract_map.csv,26,9911,Cold as Primal Ice,generic_table_driven,not_retail_complete,current_quest,26,9911,2906,Cold as Primal Ice,Cold as Primal Ice,2,2,1,150,26,9911,Cold as Primal Ice,Cold as Primal Ice,matched,,,,,,,true,0,7,implemented_contract_quest_manager_backed_pending_rotation_client_smoke,Tools/DataMapping/output/contract_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/PeriodicQuest*.tbl.sql;Source/NexusForever.Game/Quest/ContractManager.cs;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Network.World/Message/Model/ServerQuestContractGoodQualityChanged.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs,pending,not_retail_complete,"Contract quest evidence is manager-backed from typed Quest2, QuestObjective, Quest2Reward, Item2, and PeriodicQuestGroup tables, with focused tests covering objective families, UI-safe validation, receiverless accept/complete, periodic capacity, fixed item rewards, and contract achievements. Retail-complete proof still needs exact random rotation or board timing/type-filter evidence and client smoke."
contract,contract_map.csv,34,9913,Residual Profits,generic_table_driven,not_retail_complete,current_quest,34,9913,2917,Residual Profits,Residual Profits,2,2,1,150,34,9913,Residual Profits,Residual Profits,matched,,,,,,,true,0,7,implemented_contract_quest_manager_backed_pending_rotation_client_smoke,Tools/DataMapping/output/contract_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/PeriodicQuest*.tbl.sql;Source/NexusForever.Game/Quest/ContractManager.cs;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Network.World/Message/Model/ServerQuestContractGoodQualityChanged.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs,pending,not_retail_complete,"Contract quest evidence is manager-backed from typed Quest2, QuestObjective, Quest2Reward, Item2, and PeriodicQuestGroup tables, with focused tests covering objective families, UI-safe validation, receiverless accept/complete, periodic capacity, fixed item rewards, and contract achievements. Retail-complete proof still needs exact random rotation or board timing/type-filter evidence and client smoke."
contract,contract_map.csv,29,9914,Fragmentation,generic_table_driven,not_retail_complete,current_quest,29,9914,2910,Fragmentation,Fragmentation,2,2,1,150,29,9914,Fragmentation,Fragmentation,matched,,,,,,,true,0,7,implemented_contract_quest_manager_backed_pending_rotation_client_smoke,Tools/DataMapping/output/contract_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/PeriodicQuest*.tbl.sql;Source/NexusForever.Game/Quest/ContractManager.cs;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Network.World/Message/Model/ServerQuestContractGoodQualityChanged.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs,pending,not_retail_complete,"Contract quest evidence is manager-backed from typed Quest2, QuestObjective, Quest2Reward, Item2, and PeriodicQuestGroup tables, with focused tests covering objective families, UI-safe validation, receiverless accept/complete, periodic capacity, fixed item rewards, and contract achievements. Retail-complete proof still needs exact random rotation or board timing/type-filter evidence and client smoke."
contract,contract_map.csv,38,9929,Dungeon Delver,generic_table_driven,not_retail_complete,current_quest,38,9929,2922,Dungeon Delver,Dungeon Delver,3,2,1,450,38,9929,Dungeon Delver,Dungeon Delver,matched,,,,,,,true,0,7,implemented_contract_quest_manager_backed_pending_rotation_client_smoke,Tools/DataMapping/output/contract_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/PeriodicQuest*.tbl.sql;Source/NexusForever.Game/Quest/ContractManager.cs;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Network.World/Message/Model/ServerQuestContractGoodQualityChanged.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs,pending,not_retail_complete,"Contract quest evidence is manager-backed from typed Quest2, QuestObjective, Quest2Reward, Item2, and PeriodicQuestGroup tables, with focused tests covering objective families, UI-safe validation, receiverless accept/complete, periodic capacity, fixed item rewards, and contract achievements. Retail-complete proof still needs exact random rotation or board timing/type-filter evidence and client smoke."
contract,contract_map.csv,5,9935,World Renowned ,generic_table_driven,not_retail_complete,current_quest,5,9935,2882,World Renowned ,World Renowned,2,2,1,150,5,9935,World Renowned ,World Renowned,matched,,,,,,,true,0,8,implemented_contract_quest_manager_backed_pending_rotation_client_smoke,Tools/DataMapping/output/contract_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/PeriodicQuest*.tbl.sql;Source/NexusForever.Game/Quest/ContractManager.cs;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Network.World/Message/Model/ServerQuestContractGoodQualityChanged.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs,pending,not_retail_complete,"Contract quest evidence is manager-backed from typed Quest2, QuestObjective, Quest2Reward, Item2, and PeriodicQuestGroup tables, with focused tests covering objective families, UI-safe validation, receiverless accept/complete, periodic capacity, fixed item rewards, and contract achievements. Retail-complete proof still needs exact random rotation or board timing/type-filter evidence and client smoke."
