evidence_kind,source_table,source_row_id,instance_portal_id,instance_portal_name,instance_portal_type,portal_min_level,portal_max_level,expected_completion_time,portal_link_status,creature2_id,creature_name,creature_min_level,creature_max_level,datamapping_bridge_status,datamapping_bridge_count,jabbithole_creature_ids,datamapping_match_statuses,datamapping_review_decisions,source_names,world_ids,world_zone_ids,zone_ids,runtime_placement_status,runtime_entity_id,runtime_source_coordinate_id,runtime_world_id,runtime_area_id,evidence_status,evidence_sources,manual_validation,completion_status,blocker_summary
instance_portal_creature,Creature2.tbl.sql,23701,14,Leave Stormtalon's Lair,2,0,0,0,client_creature_linked,23701,Stormtalon's Lair,21,21,missing_datamapping_creature_bridge,0,,,,,,,,not_runtime_seed_reviewed,,,,,client_instance_portal_creature_link_pending_world_placement_review,wildstar_client_mysql/InstancePortal.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Tools/DataMapping/output/client_source_instanceportal_map.csv;Tools/DataMapping/output/creature_map.csv;Source/NexusForever.Game/Entity/InstancePortalEntity.cs;Source/NexusForever.WorldServer/Network/Message/Handler/Instance,pending,not_retail_complete,"Instance portal Creature2 link is tracked, but retail completion needs portal placement review, level/prerequisite behavior, entry/exit or difficulty handling, queue/instance selection where relevant, and client smoke."
instance_portal_creature,Creature2.tbl.sql,23765,15,Steady Traveler,1,12,16,15,client_creature_linked,23765,Transport to Steady Traveler,1,1,missing_datamapping_creature_bridge,0,,,,,,,,not_runtime_seed_reviewed,,,,,client_instance_portal_creature_link_pending_world_placement_review,wildstar_client_mysql/InstancePortal.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Tools/DataMapping/output/client_source_instanceportal_map.csv;Tools/DataMapping/output/creature_map.csv;Source/NexusForever.Game/Entity/InstancePortalEntity.cs;Source/NexusForever.WorldServer/Network/Message/Handler/Instance,pending,not_retail_complete,"Instance portal Creature2 link is tracked, but retail completion needs portal placement review, level/prerequisite behavior, entry/exit or difficulty handling, queue/instance selection where relevant, and client smoke."
instance_portal_creature,Creature2.tbl.sql,51752,15,Steady Traveler,1,12,16,15,client_creature_linked,51752,Transport to Steady Traveler,1,1,candidate_datamapping_creature_bridge,2,4450;5579,ambiguous_name,,Transport to Steady Traveler,22,327;620,11;6,not_runtime_seed_reviewed,,,,,datamapping_instance_portal_creature_pending_review_and_entry_smoke,wildstar_client_mysql/InstancePortal.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Tools/DataMapping/output/client_source_instanceportal_map.csv;Tools/DataMapping/output/creature_map.csv;Source/NexusForever.Game/Entity/InstancePortalEntity.cs;Source/NexusForever.WorldServer/Network/Message/Handler/Instance,pending,not_retail_complete,"Instance portal Creature2 link is tracked, but retail completion needs portal placement review, level/prerequisite behavior, entry/exit or difficulty handling, queue/instance selection where relevant, and client smoke."
instance_portal_creature,Creature2.tbl.sql,23596,16,Exit,3,0,0,0,client_creature_linked,23596,Return to Nexus,1,1,candidate_datamapping_creature_bridge,5,17435;4439;5066;5690;929,ambiguous_name,,Return to Nexus,1232;1319;1627;2183,1158;1184;1540;1658;2620,100;109;21;75;98,mapped_only_current_coordinate_ambiguous_between_two_portal16_models,,,,,mapped_gauntlet_return_portal_placement_blocked_two_portal16_models,wildstar_client_mysql/InstancePortal.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Tools/DataMapping/output/client_source_instanceportal_map.csv;Tools/DataMapping/output/creature_map.csv;Tools/DataMapping/output/creature_spawn_map.csv;Tools/DataMapping/output/public_event_zone_map.csv;Tools/DataMapping/output/creature_public_event_map.csv;Tools/DataMapping/output/world_location_client_map.csv;Source/NexusForever.Game/Entity/InstancePortalEntity.cs;Source/NexusForever.WorldServer/Network/Message/Handler/Instance,pending,not_retail_complete,"Gauntlet Jabbithole creature 17435 has current-last-seen-7 source coordinate 964413 at (532, 3, -491) in world 2183 / area 2620, and PublicEvent 144 maps to build-16042 PublicEvent 446 (Expedition: The Gauntlet). Its exact-name Return to Nexus bridge remains ambiguous: Creature2 23596 and Creature2 36660 both link to InstancePortal 16 with difficulty 0, but use different control-panel (display 24632 / model 4241) and ladder (display 22991 / model 4066) assets. The source row has no model/display discriminator, so runtime entity 1000964413 is not promoted until client placement or equivalent asset evidence selects the exact Creature2. Portal activation, destination/return behavior, prerequisite handling, and client smoke also remain blocked."
instance_portal_creature,Creature2.tbl.sql,23611,16,Exit,3,0,0,0,client_creature_linked,23611,Taxi to Deradune,1,1,missing_datamapping_creature_bridge,0,,,,,,,,not_runtime_seed_reviewed,,,,,client_instance_portal_creature_link_pending_world_placement_review,wildstar_client_mysql/InstancePortal.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Tools/DataMapping/output/client_source_instanceportal_map.csv;Tools/DataMapping/output/creature_map.csv;Source/NexusForever.Game/Entity/InstancePortalEntity.cs;Source/NexusForever.WorldServer/Network/Message/Handler/Instance,pending,not_retail_complete,"Instance portal Creature2 link is tracked, but retail completion needs portal placement review, level/prerequisite behavior, entry/exit or difficulty handling, queue/instance selection where relevant, and client smoke."
instance_portal_creature,Creature2.tbl.sql,36660,16,Exit,3,0,0,0,client_creature_linked,36660,Return to Nexus,1,1,missing_datamapping_creature_bridge,0,,,,,,,,not_runtime_seed_reviewed,,,,,client_instance_portal_creature_link_pending_world_placement_review,wildstar_client_mysql/InstancePortal.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Tools/DataMapping/output/client_source_instanceportal_map.csv;Tools/DataMapping/output/creature_map.csv;Source/NexusForever.Game/Entity/InstancePortalEntity.cs;Source/NexusForever.WorldServer/Network/Message/Handler/Instance,pending,not_retail_complete,"Instance portal Creature2 link is tracked, but retail completion needs portal placement review, level/prerequisite behavior, entry/exit or difficulty handling, queue/instance selection where relevant, and client smoke."
instance_portal_creature,Creature2.tbl.sql,13306,17,Leave the Skull's Eye,1,0,0,0,client_creature_linked,13306,Skull's Eye Escape Pod Terminal,1,1,candidate_datamapping_creature_bridge,1,11897,unique_name,,Skull's Eye Escape Pod Terminal,930,695,116,not_runtime_seed_reviewed,,,,,datamapping_instance_portal_creature_pending_review_and_entry_smoke,wildstar_client_mysql/InstancePortal.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Tools/DataMapping/output/client_source_instanceportal_map.csv;Tools/DataMapping/output/creature_map.csv;Source/NexusForever.Game/Entity/InstancePortalEntity.cs;Source/NexusForever.WorldServer/Network/Message/Handler/Instance,pending,not_retail_complete,"Instance portal Creature2 link is tracked, but retail completion needs portal placement review, level/prerequisite behavior, entry/exit or difficulty handling, queue/instance selection where relevant, and client smoke."
instance_portal_creature,Creature2.tbl.sql,28534,18,The Doomfarer,1,50,0,15,client_creature_linked,28534,Doomfarer Cargo Bay Access,13,13,missing_datamapping_creature_bridge,0,,,,,,,,not_runtime_seed_reviewed,,,,,client_instance_portal_creature_link_pending_world_placement_review,wildstar_client_mysql/InstancePortal.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Tools/DataMapping/output/client_source_instanceportal_map.csv;Tools/DataMapping/output/creature_map.csv;Source/NexusForever.Game/Entity/InstancePortalEntity.cs;Source/NexusForever.WorldServer/Network/Message/Handler/Instance,pending,not_retail_complete,"Instance portal Creature2 link is tracked, but retail completion needs portal placement review, level/prerequisite behavior, entry/exit or difficulty handling, queue/instance selection where relevant, and client smoke."
instance_portal_creature,Creature2.tbl.sql,28537,19,Exit to Halon Ring,3,0,0,0,client_creature_linked,28537,Doomfarer Cargo Bay Access,13,13,missing_datamapping_creature_bridge,0,,,,,,,,not_runtime_seed_reviewed,,,,,client_instance_portal_creature_link_pending_world_placement_review,wildstar_client_mysql/InstancePortal.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Tools/DataMapping/output/client_source_instanceportal_map.csv;Tools/DataMapping/output/creature_map.csv;Source/NexusForever.Game/Entity/InstancePortalEntity.cs;Source/NexusForever.WorldServer/Network/Message/Handler/Instance,pending,not_retail_complete,"Instance portal Creature2 link is tracked, but retail completion needs portal placement review, level/prerequisite behavior, entry/exit or difficulty handling, queue/instance selection where relevant, and client smoke."
instance_portal_creature,Creature2.tbl.sql,30851,20,Exile Ship,0,6,60,5,client_creature_linked,30851,,13,13,missing_datamapping_creature_bridge,0,,,,,,,,not_runtime_seed_reviewed,,,,,client_instance_portal_creature_link_pending_world_placement_review,wildstar_client_mysql/InstancePortal.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Tools/DataMapping/output/client_source_instanceportal_map.csv;Tools/DataMapping/output/creature_map.csv;Source/NexusForever.Game/Entity/InstancePortalEntity.cs;Source/NexusForever.WorldServer/Network/Message/Handler/Instance,pending,not_retail_complete,"Instance portal Creature2 link is tracked, but retail completion needs portal placement review, level/prerequisite behavior, entry/exit or difficulty handling, queue/instance selection where relevant, and client smoke."
instance_portal_creature,Creature2.tbl.sql,23358,21,Collapsed Mine,1,9,12,15,client_creature_linked,23358,Cave Entrance,1,1,missing_datamapping_creature_bridge,0,,,,,,,,not_runtime_seed_reviewed,,,,,client_instance_portal_creature_link_pending_world_placement_review,wildstar_client_mysql/InstancePortal.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Tools/DataMapping/output/client_source_instanceportal_map.csv;Tools/DataMapping/output/creature_map.csv;Source/NexusForever.Game/Entity/InstancePortalEntity.cs;Source/NexusForever.WorldServer/Network/Message/Handler/Instance,pending,not_retail_complete,"Instance portal Creature2 link is tracked, but retail completion needs portal placement review, level/prerequisite behavior, entry/exit or difficulty handling, queue/instance selection where relevant, and client smoke."
instance_portal_creature,Creature2.tbl.sql,30841,22,Leave Arkos's Ship,3,0,0,0,client_creature_linked,30841,Control Panel,10,10,missing_datamapping_creature_bridge,0,,,,,,,,not_runtime_seed_reviewed,,,,,client_instance_portal_creature_link_pending_world_placement_review,wildstar_client_mysql/InstancePortal.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Tools/DataMapping/output/client_source_instanceportal_map.csv;Tools/DataMapping/output/creature_map.csv;Source/NexusForever.Game/Entity/InstancePortalEntity.cs;Source/NexusForever.WorldServer/Network/Message/Handler/Instance,pending,not_retail_complete,"Instance portal Creature2 link is tracked, but retail completion needs portal placement review, level/prerequisite behavior, entry/exit or difficulty handling, queue/instance selection where relevant, and client smoke."
instance_portal_creature,Creature2.tbl.sql,30889,22,Leave Arkos's Ship,3,0,0,0,client_creature_linked,30889,,13,13,missing_datamapping_creature_bridge,0,,,,,,,,not_runtime_seed_reviewed,,,,,client_instance_portal_creature_link_pending_world_placement_review,wildstar_client_mysql/InstancePortal.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Tools/DataMapping/output/client_source_instanceportal_map.csv;Tools/DataMapping/output/creature_map.csv;Source/NexusForever.Game/Entity/InstancePortalEntity.cs;Source/NexusForever.WorldServer/Network/Message/Handler/Instance,pending,not_retail_complete,"Instance portal Creature2 link is tracked, but retail completion needs portal placement review, level/prerequisite behavior, entry/exit or difficulty handling, queue/instance selection where relevant, and client smoke."
instance_portal_creature,Creature2.tbl.sql,31905,23,The Enigmatic Tryst,1,10,16,15,client_creature_linked,31905,Transport to The Enigmatic Tryst,1,1,missing_datamapping_creature_bridge,0,,,,,,,,not_runtime_seed_reviewed,,,,,client_instance_portal_creature_link_pending_world_placement_review,wildstar_client_mysql/InstancePortal.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Tools/DataMapping/output/client_source_instanceportal_map.csv;Tools/DataMapping/output/creature_map.csv;Source/NexusForever.Game/Entity/InstancePortalEntity.cs;Source/NexusForever.WorldServer/Network/Message/Handler/Instance,pending,not_retail_complete,"Instance portal Creature2 link is tracked, but retail completion needs portal placement review, level/prerequisite behavior, entry/exit or difficulty handling, queue/instance selection where relevant, and client smoke."
instance_portal_creature,Creature2.tbl.sql,31906,23,The Enigmatic Tryst,1,10,16,15,client_creature_linked,31906,Return to Nexus,1,1,missing_datamapping_creature_bridge,0,,,,,,,,not_runtime_seed_reviewed,,,,,client_instance_portal_creature_link_pending_world_placement_review,wildstar_client_mysql/InstancePortal.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Tools/DataMapping/output/client_source_instanceportal_map.csv;Tools/DataMapping/output/creature_map.csv;Source/NexusForever.Game/Entity/InstancePortalEntity.cs;Source/NexusForever.WorldServer/Network/Message/Handler/Instance,pending,not_retail_complete,"Instance portal Creature2 link is tracked, but retail completion needs portal placement review, level/prerequisite behavior, entry/exit or difficulty handling, queue/instance selection where relevant, and client smoke."
instance_portal_creature,Creature2.tbl.sql,46862,23,The Enigmatic Tryst,1,10,16,15,client_creature_linked,46862,Transport to The Enigmatic Tryst,1,1,missing_datamapping_creature_bridge,0,,,,,,,,not_runtime_seed_reviewed,,,,,client_instance_portal_creature_link_pending_world_placement_review,wildstar_client_mysql/InstancePortal.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Tools/DataMapping/output/client_source_instanceportal_map.csv;Tools/DataMapping/output/creature_map.csv;Source/NexusForever.Game/Entity/InstancePortalEntity.cs;Source/NexusForever.WorldServer/Network/Message/Handler/Instance,pending,not_retail_complete,"Instance portal Creature2 link is tracked, but retail completion needs portal placement review, level/prerequisite behavior, entry/exit or difficulty handling, queue/instance selection where relevant, and client smoke."
instance_portal_creature,Creature2.tbl.sql,32244,24,Rage Logic: The Positron,1,26,32,30,client_creature_linked,32244,Transport to the Positron,1,1,candidate_datamapping_creature_bridge,1,400,unique_name,,Transport to the Positron,51,1343,2,not_runtime_seed_reviewed,,,,,datamapping_instance_portal_creature_pending_review_and_entry_smoke,wildstar_client_mysql/InstancePortal.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Tools/DataMapping/output/client_source_instanceportal_map.csv;Tools/DataMapping/output/creature_map.csv;Source/NexusForever.Game/Entity/InstancePortalEntity.cs;Source/NexusForever.WorldServer/Network/Message/Handler/Instance,pending,not_retail_complete,"Instance portal Creature2 link is tracked, but retail completion needs portal placement review, level/prerequisite behavior, entry/exit or difficulty handling, queue/instance selection where relevant, and client smoke."
instance_portal_creature,Creature2.tbl.sql,32247,24,Rage Logic: The Positron,1,26,32,30,client_creature_linked,32247,Transport to Nexus,1,1,candidate_datamapping_creature_bridge,1,17353,unique_name,,Transport to Nexus,1627,1643,81,not_runtime_seed_reviewed,,,,,datamapping_instance_portal_creature_pending_review_and_entry_smoke,wildstar_client_mysql/InstancePortal.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Tools/DataMapping/output/client_source_instanceportal_map.csv;Tools/DataMapping/output/creature_map.csv;Source/NexusForever.Game/Entity/InstancePortalEntity.cs;Source/NexusForever.WorldServer/Network/Message/Handler/Instance,pending,not_retail_complete,"Instance portal Creature2 link is tracked, but retail completion needs portal placement review, level/prerequisite behavior, entry/exit or difficulty handling, queue/instance selection where relevant, and client smoke."
instance_portal_creature,Creature2.tbl.sql,33525,25,Leave the Ruins of Kel Voreth,2,0,0,0,client_creature_linked,33525,Exit to Auroria,1,1,missing_datamapping_creature_bridge,0,,,,,,,,not_runtime_seed_reviewed,,,,,client_instance_portal_creature_link_pending_world_placement_review,wildstar_client_mysql/InstancePortal.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Tools/DataMapping/output/client_source_instanceportal_map.csv;Tools/DataMapping/output/creature_map.csv;Source/NexusForever.Game/Entity/InstancePortalEntity.cs;Source/NexusForever.WorldServer/Network/Message/Handler/Instance,pending,not_retail_complete,"Instance portal Creature2 link is tracked, but retail completion needs portal placement review, level/prerequisite behavior, entry/exit or difficulty handling, queue/instance selection where relevant, and client smoke."
instance_portal_creature,Creature2.tbl.sql,33528,26,Enter the Ruins of Kel Voreth,0,22,25,35,client_creature_linked,33528,Enter the Ruins of Kel Voreth,1,1,missing_datamapping_creature_bridge,0,,,,,,,,not_runtime_seed_reviewed,,,,,client_instance_portal_creature_link_pending_world_placement_review,wildstar_client_mysql/InstancePortal.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Tools/DataMapping/output/client_source_instanceportal_map.csv;Tools/DataMapping/output/creature_map.csv;Source/NexusForever.Game/Entity/InstancePortalEntity.cs;Source/NexusForever.WorldServer/Network/Message/Handler/Instance,pending,not_retail_complete,"Instance portal Creature2 link is tracked, but retail completion needs portal placement review, level/prerequisite behavior, entry/exit or difficulty handling, queue/instance selection where relevant, and client smoke."
instance_portal_creature,Creature2.tbl.sql,32419,27,Leave Skullcano,3,0,0,0,client_creature_linked,32419,Leave Skullcano,1,1,reviewed_datamapping_creature_bridge,1,12396,scored_name,,Leave Skullcano,1263,1220,16,reviewed_runtime_seed_placement_pending_exit_behavior_client_smoke,1000285998;1000415265,285998;415265,1263,1220,implemented_instance_portal_placement_model_pending_exit_behavior_client_smoke,wildstar_client_mysql/InstancePortal.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Tools/DataMapping/output/client_source_instanceportal_map.csv;Tools/DataMapping/output/creature_map.csv;Tools/DataMapping/creature_bridge_overrides.csv;Tools/DataMapping/sql/apply_safe_world_imports_from_staging.sql;Tools/DataMapping/export_runtime_world_seed.py;Tools/DataMapping/sql/runtime_world_seed.sql;Tools/DataMapping/sql/verify_safe_world_imports.sql;Tools/DataMapping/test_safe_world_import_source_coordinate_filter.py;Source/NexusForever.Game/Entity/InstancePortalEntity.cs;Source/NexusForever.WorldServer/Network/Message/Handler/Instance,pending,not_retail_complete,"Runtime-owned placement and InstancePortal model availability are implemented for entities 1000285998;1000415265 at world 1263 / area 1220, but retail completion remains blocked on portal activation/exit semantics, destination/return behavior, difficulty or prerequisite handling, and client smoke."
instance_portal_creature,Creature2.tbl.sql,32444,28,Travel to Skullcano,1,32,35,45,client_creature_linked,32444,Travel to Skullcano,35,35,candidate_datamapping_creature_bridge,1,5508,unique_name,,Travel to Skullcano,51,1223,2,not_runtime_seed_reviewed,,,,,datamapping_instance_portal_creature_pending_review_and_entry_smoke,wildstar_client_mysql/InstancePortal.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Tools/DataMapping/output/client_source_instanceportal_map.csv;Tools/DataMapping/output/creature_map.csv;Source/NexusForever.Game/Entity/InstancePortalEntity.cs;Source/NexusForever.WorldServer/Network/Message/Handler/Instance,pending,not_retail_complete,"Instance portal Creature2 link is tracked, but retail completion needs portal placement review, level/prerequisite behavior, entry/exit or difficulty handling, queue/instance selection where relevant, and client smoke."
instance_portal_creature,Creature2.tbl.sql,36642,29,Steady Traveler,1,12,16,15,client_creature_linked,36642,Transport to Steady Traveler,1,1,reviewed_datamapping_creature_bridge,1,5848,reviewed,approved,Transport to Steady Traveler,51,28,13,not_runtime_seed_reviewed,,,,,reviewed_instance_portal_creature_pending_entry_smoke,wildstar_client_mysql/InstancePortal.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Tools/DataMapping/output/client_source_instanceportal_map.csv;Tools/DataMapping/output/creature_map.csv;Source/NexusForever.Game/Entity/InstancePortalEntity.cs;Source/NexusForever.WorldServer/Network/Message/Handler/Instance,pending,not_retail_complete,"Instance portal Creature2 link is tracked, but retail completion needs portal placement review, level/prerequisite behavior, entry/exit or difficulty handling, queue/instance selection where relevant, and client smoke."
