content_type,world_id,instance_name,dependency_type,instance_evidence_status,completion_status,blocker_summary,dependency_id,dependency_name,public_event_id,objective_type,object_id,count,flags,world_zone_id,reward_rotation_content_id,script_path,script_owner_ids,matching_game_type_id,match_type_enum,achievement_category_id,evidence_status,evidence_sources,manual_validation
dungeon,2980,Ultimate Protogames,achievement,mapped_only_pending_manual_smoke,not_retail_complete,"Mapped/WIP dungeon scaffold routes the Start Button objective 3250 into reviewed tank-room, Misplaced Mammoth, Prototentiary, Ruffles hunt, Power Plunge/Gilded Fowl, and Hut-Hut slices while full random-event selection remains blocked, with the build 16042/DataMapping-backed initiation button placement, phase activation, and one-shot credit now test-backed; Bev-O-Rage phase objective activation, Vend-A-Tron use objective activation/credit, boss death credit, Sneaky Prison Gate/Cage Console target-group activation credit, Prototentiary Gate Console 2847 alias placement bridge, Cage Console 2864, Prototentiary aggregate objective 2678 Warden-plus-free-intern activation, Fast Hands 2863 timed bonus activation, Alarm Panel 4648 WIP phase activation, Jabbithole placement spawns, and target-group interaction credit, Warden 62324 DataMapping/Jabbithole placement spawn and aggregate death credit, Deputy objective 4657 WIP phase activation, DataMapping/Jabbithole creature placement spawn, and death credit, Mondo's Monstrosity objective 2926 WIP phase activation, WorldLocation2/Jabbithole/DataMapping placement spawn, and death credit, Mondo's Crate objective 2920 WIP phase activation, Jabbithole/DataMapping placement spawn, dynamic max count-1 initialization, and death credit, Ruffles objective 4561 WIP phase activation, Jabbithole/DataMapping placement spawn, and death credit, Gilded Fowl objectives 2862/4442 WIP phase activation, Jabbithole/DataMapping placement spawn, and death credit, Hut-Hut objective 2675 WIP phase activation, DataMapping/Jabbithole placement spawn, and direct death credit, Misplaced Mammoth objective 4692 WIP phase activation, Jabbithole placement spawn, and death credit, and tank-room objectives 2676/2868/2869/2872 plus Redemption Value objective 2870 and no-death objective 2871 activation, Jabbithole placement spawns, WIP handoff, all-three dynamic max count-3 initialization, distinct-tank half-health tracking and pre-completion tank-death gating, player-death gating, aggregate-success credit, and tank death credit now test-backed from build 16042 TargetGroup / Creature2 plus local Jabbithole objective/creature/coordinate evidence; residual challenge, score, teleporter, hidden-holder, rookie, and room-mechanics rows are mapped-only with concrete blockers for missing room-specific producers and client smoke. Room randomization, start-button client smoke, Gate Console alias proof/client smoke and door choreography, remaining Prototentiary stealth/no-alarm semantics and exact timer/failure smoke, exact tank-room party-membership, health/challenge presentation, and replay semantics, exact Deputy density/pathing, exact Ruffles hunt route/pathing, exact Power Plunge scoring/qualification, Hut-Hut football scoring/fumble/shutout/deathless/timer semantics, timed challenge semantics, exact Mondo's Crate 60-second script/timer semantics and crate row selection, exact all-three 180-second/150-second timer/failure semantics, detailed boss mechanics, rewards, achievements, and manual dungeon smoke remain blocked.",5955,Bev-O-Rager,,12,0,1,0,4330,,,,,,316,client_achievement_row_pending_progression_hook_smoke,wildstar_client_mysql/Achievement.tbl.sql;wildstar_client_mysql/MatchingGameMap.tbl.sql;Source/NexusForever.Game/Achievement/GlobalAchievementManager.cs,pending
dungeon,2980,Ultimate Protogames,achievement,mapped_only_pending_manual_smoke,not_retail_complete,"Mapped/WIP dungeon scaffold routes the Start Button objective 3250 into reviewed tank-room, Misplaced Mammoth, Prototentiary, Ruffles hunt, Power Plunge/Gilded Fowl, and Hut-Hut slices while full random-event selection remains blocked, with the build 16042/DataMapping-backed initiation button placement, phase activation, and one-shot credit now test-backed; Bev-O-Rage phase objective activation, Vend-A-Tron use objective activation/credit, boss death credit, Sneaky Prison Gate/Cage Console target-group activation credit, Prototentiary Gate Console 2847 alias placement bridge, Cage Console 2864, Prototentiary aggregate objective 2678 Warden-plus-free-intern activation, Fast Hands 2863 timed bonus activation, Alarm Panel 4648 WIP phase activation, Jabbithole placement spawns, and target-group interaction credit, Warden 62324 DataMapping/Jabbithole placement spawn and aggregate death credit, Deputy objective 4657 WIP phase activation, DataMapping/Jabbithole creature placement spawn, and death credit, Mondo's Monstrosity objective 2926 WIP phase activation, WorldLocation2/Jabbithole/DataMapping placement spawn, and death credit, Mondo's Crate objective 2920 WIP phase activation, Jabbithole/DataMapping placement spawn, dynamic max count-1 initialization, and death credit, Ruffles objective 4561 WIP phase activation, Jabbithole/DataMapping placement spawn, and death credit, Gilded Fowl objectives 2862/4442 WIP phase activation, Jabbithole/DataMapping placement spawn, and death credit, Hut-Hut objective 2675 WIP phase activation, DataMapping/Jabbithole placement spawn, and direct death credit, Misplaced Mammoth objective 4692 WIP phase activation, Jabbithole placement spawn, and death credit, and tank-room objectives 2676/2868/2869/2872 plus Redemption Value objective 2870 and no-death objective 2871 activation, Jabbithole placement spawns, WIP handoff, all-three dynamic max count-3 initialization, distinct-tank half-health tracking and pre-completion tank-death gating, player-death gating, aggregate-success credit, and tank death credit now test-backed from build 16042 TargetGroup / Creature2 plus local Jabbithole objective/creature/coordinate evidence; residual challenge, score, teleporter, hidden-holder, rookie, and room-mechanics rows are mapped-only with concrete blockers for missing room-specific producers and client smoke. Room randomization, start-button client smoke, Gate Console alias proof/client smoke and door choreography, remaining Prototentiary stealth/no-alarm semantics and exact timer/failure smoke, exact tank-room party-membership, health/challenge presentation, and replay semantics, exact Deputy density/pathing, exact Ruffles hunt route/pathing, exact Power Plunge scoring/qualification, Hut-Hut football scoring/fumble/shutout/deathless/timer semantics, timed challenge semantics, exact Mondo's Crate 60-second script/timer semantics and crate row selection, exact all-three 180-second/150-second timer/failure semantics, detailed boss mechanics, rewards, achievements, and manual dungeon smoke remain blocked.",5956,Immortal: Break Room,,12,0,1,0,4330,,,,,,316,client_achievement_row_pending_progression_hook_smoke,wildstar_client_mysql/Achievement.tbl.sql;wildstar_client_mysql/MatchingGameMap.tbl.sql;Source/NexusForever.Game/Achievement/GlobalAchievementManager.cs,pending
dungeon,2980,Ultimate Protogames,achievement,mapped_only_pending_manual_smoke,not_retail_complete,"Mapped/WIP dungeon scaffold routes the Start Button objective 3250 into reviewed tank-room, Misplaced Mammoth, Prototentiary, Ruffles hunt, Power Plunge/Gilded Fowl, and Hut-Hut slices while full random-event selection remains blocked, with the build 16042/DataMapping-backed initiation button placement, phase activation, and one-shot credit now test-backed; Bev-O-Rage phase objective activation, Vend-A-Tron use objective activation/credit, boss death credit, Sneaky Prison Gate/Cage Console target-group activation credit, Prototentiary Gate Console 2847 alias placement bridge, Cage Console 2864, Prototentiary aggregate objective 2678 Warden-plus-free-intern activation, Fast Hands 2863 timed bonus activation, Alarm Panel 4648 WIP phase activation, Jabbithole placement spawns, and target-group interaction credit, Warden 62324 DataMapping/Jabbithole placement spawn and aggregate death credit, Deputy objective 4657 WIP phase activation, DataMapping/Jabbithole creature placement spawn, and death credit, Mondo's Monstrosity objective 2926 WIP phase activation, WorldLocation2/Jabbithole/DataMapping placement spawn, and death credit, Mondo's Crate objective 2920 WIP phase activation, Jabbithole/DataMapping placement spawn, dynamic max count-1 initialization, and death credit, Ruffles objective 4561 WIP phase activation, Jabbithole/DataMapping placement spawn, and death credit, Gilded Fowl objectives 2862/4442 WIP phase activation, Jabbithole/DataMapping placement spawn, and death credit, Hut-Hut objective 2675 WIP phase activation, DataMapping/Jabbithole placement spawn, and direct death credit, Misplaced Mammoth objective 4692 WIP phase activation, Jabbithole placement spawn, and death credit, and tank-room objectives 2676/2868/2869/2872 plus Redemption Value objective 2870 and no-death objective 2871 activation, Jabbithole placement spawns, WIP handoff, all-three dynamic max count-3 initialization, distinct-tank half-health tracking and pre-completion tank-death gating, player-death gating, aggregate-success credit, and tank death credit now test-backed from build 16042 TargetGroup / Creature2 plus local Jabbithole objective/creature/coordinate evidence; residual challenge, score, teleporter, hidden-holder, rookie, and room-mechanics rows are mapped-only with concrete blockers for missing room-specific producers and client smoke. Room randomization, start-button client smoke, Gate Console alias proof/client smoke and door choreography, remaining Prototentiary stealth/no-alarm semantics and exact timer/failure smoke, exact tank-room party-membership, health/challenge presentation, and replay semantics, exact Deputy density/pathing, exact Ruffles hunt route/pathing, exact Power Plunge scoring/qualification, Hut-Hut football scoring/fumble/shutout/deathless/timer semantics, timed challenge semantics, exact Mondo's Crate 60-second script/timer semantics and crate row selection, exact all-three 180-second/150-second timer/failure semantics, detailed boss mechanics, rewards, achievements, and manual dungeon smoke remain blocked.",5957,Gauntlet Glancer,,12,0,1,0,4330,,,,,,316,client_achievement_row_pending_progression_hook_smoke,wildstar_client_mysql/Achievement.tbl.sql;wildstar_client_mysql/MatchingGameMap.tbl.sql;Source/NexusForever.Game/Achievement/GlobalAchievementManager.cs,pending
dungeon,2980,Ultimate Protogames,achievement,mapped_only_pending_manual_smoke,not_retail_complete,"Mapped/WIP dungeon scaffold routes the Start Button objective 3250 into reviewed tank-room, Misplaced Mammoth, Prototentiary, Ruffles hunt, Power Plunge/Gilded Fowl, and Hut-Hut slices while full random-event selection remains blocked, with the build 16042/DataMapping-backed initiation button placement, phase activation, and one-shot credit now test-backed; Bev-O-Rage phase objective activation, Vend-A-Tron use objective activation/credit, boss death credit, Sneaky Prison Gate/Cage Console target-group activation credit, Prototentiary Gate Console 2847 alias placement bridge, Cage Console 2864, Prototentiary aggregate objective 2678 Warden-plus-free-intern activation, Fast Hands 2863 timed bonus activation, Alarm Panel 4648 WIP phase activation, Jabbithole placement spawns, and target-group interaction credit, Warden 62324 DataMapping/Jabbithole placement spawn and aggregate death credit, Deputy objective 4657 WIP phase activation, DataMapping/Jabbithole creature placement spawn, and death credit, Mondo's Monstrosity objective 2926 WIP phase activation, WorldLocation2/Jabbithole/DataMapping placement spawn, and death credit, Mondo's Crate objective 2920 WIP phase activation, Jabbithole/DataMapping placement spawn, dynamic max count-1 initialization, and death credit, Ruffles objective 4561 WIP phase activation, Jabbithole/DataMapping placement spawn, and death credit, Gilded Fowl objectives 2862/4442 WIP phase activation, Jabbithole/DataMapping placement spawn, and death credit, Hut-Hut objective 2675 WIP phase activation, DataMapping/Jabbithole placement spawn, and direct death credit, Misplaced Mammoth objective 4692 WIP phase activation, Jabbithole placement spawn, and death credit, and tank-room objectives 2676/2868/2869/2872 plus Redemption Value objective 2870 and no-death objective 2871 activation, Jabbithole placement spawns, WIP handoff, all-three dynamic max count-3 initialization, distinct-tank half-health tracking and pre-completion tank-death gating, player-death gating, aggregate-success credit, and tank death credit now test-backed from build 16042 TargetGroup / Creature2 plus local Jabbithole objective/creature/coordinate evidence; residual challenge, score, teleporter, hidden-holder, rookie, and room-mechanics rows are mapped-only with concrete blockers for missing room-specific producers and client smoke. Room randomization, start-button client smoke, Gate Console alias proof/client smoke and door choreography, remaining Prototentiary stealth/no-alarm semantics and exact timer/failure smoke, exact tank-room party-membership, health/challenge presentation, and replay semantics, exact Deputy density/pathing, exact Ruffles hunt route/pathing, exact Power Plunge scoring/qualification, Hut-Hut football scoring/fumble/shutout/deathless/timer semantics, timed challenge semantics, exact Mondo's Crate 60-second script/timer semantics and crate row selection, exact all-three 180-second/150-second timer/failure semantics, detailed boss mechanics, rewards, achievements, and manual dungeon smoke remain blocked.",5958,Tri Burst Bounce,,12,0,1,0,4330,,,,,,316,client_achievement_row_pending_progression_hook_smoke,wildstar_client_mysql/Achievement.tbl.sql;wildstar_client_mysql/MatchingGameMap.tbl.sql;Source/NexusForever.Game/Achievement/GlobalAchievementManager.cs,pending
dungeon,2980,Ultimate Protogames,achievement,mapped_only_pending_manual_smoke,not_retail_complete,"Mapped/WIP dungeon scaffold routes the Start Button objective 3250 into reviewed tank-room, Misplaced Mammoth, Prototentiary, Ruffles hunt, Power Plunge/Gilded Fowl, and Hut-Hut slices while full random-event selection remains blocked, with the build 16042/DataMapping-backed initiation button placement, phase activation, and one-shot credit now test-backed; Bev-O-Rage phase objective activation, Vend-A-Tron use objective activation/credit, boss death credit, Sneaky Prison Gate/Cage Console target-group activation credit, Prototentiary Gate Console 2847 alias placement bridge, Cage Console 2864, Prototentiary aggregate objective 2678 Warden-plus-free-intern activation, Fast Hands 2863 timed bonus activation, Alarm Panel 4648 WIP phase activation, Jabbithole placement spawns, and target-group interaction credit, Warden 62324 DataMapping/Jabbithole placement spawn and aggregate death credit, Deputy objective 4657 WIP phase activation, DataMapping/Jabbithole creature placement spawn, and death credit, Mondo's Monstrosity objective 2926 WIP phase activation, WorldLocation2/Jabbithole/DataMapping placement spawn, and death credit, Mondo's Crate objective 2920 WIP phase activation, Jabbithole/DataMapping placement spawn, dynamic max count-1 initialization, and death credit, Ruffles objective 4561 WIP phase activation, Jabbithole/DataMapping placement spawn, and death credit, Gilded Fowl objectives 2862/4442 WIP phase activation, Jabbithole/DataMapping placement spawn, and death credit, Hut-Hut objective 2675 WIP phase activation, DataMapping/Jabbithole placement spawn, and direct death credit, Misplaced Mammoth objective 4692 WIP phase activation, Jabbithole placement spawn, and death credit, and tank-room objectives 2676/2868/2869/2872 plus Redemption Value objective 2870 and no-death objective 2871 activation, Jabbithole placement spawns, WIP handoff, all-three dynamic max count-3 initialization, distinct-tank half-health tracking and pre-completion tank-death gating, player-death gating, aggregate-success credit, and tank death credit now test-backed from build 16042 TargetGroup / Creature2 plus local Jabbithole objective/creature/coordinate evidence; residual challenge, score, teleporter, hidden-holder, rookie, and room-mechanics rows are mapped-only with concrete blockers for missing room-specific producers and client smoke. Room randomization, start-button client smoke, Gate Console alias proof/client smoke and door choreography, remaining Prototentiary stealth/no-alarm semantics and exact timer/failure smoke, exact tank-room party-membership, health/challenge presentation, and replay semantics, exact Deputy density/pathing, exact Ruffles hunt route/pathing, exact Power Plunge scoring/qualification, Hut-Hut football scoring/fumble/shutout/deathless/timer semantics, timed challenge semantics, exact Mondo's Crate 60-second script/timer semantics and crate row selection, exact all-three 180-second/150-second timer/failure semantics, detailed boss mechanics, rewards, achievements, and manual dungeon smoke remain blocked.",5959,Gauntlet Gallop,,12,0,1,0,4330,,,,,,316,client_achievement_row_pending_progression_hook_smoke,wildstar_client_mysql/Achievement.tbl.sql;wildstar_client_mysql/MatchingGameMap.tbl.sql;Source/NexusForever.Game/Achievement/GlobalAchievementManager.cs,pending
dungeon,2980,Ultimate Protogames,achievement,mapped_only_pending_manual_smoke,not_retail_complete,"Mapped/WIP dungeon scaffold routes the Start Button objective 3250 into reviewed tank-room, Misplaced Mammoth, Prototentiary, Ruffles hunt, Power Plunge/Gilded Fowl, and Hut-Hut slices while full random-event selection remains blocked, with the build 16042/DataMapping-backed initiation button placement, phase activation, and one-shot credit now test-backed; Bev-O-Rage phase objective activation, Vend-A-Tron use objective activation/credit, boss death credit, Sneaky Prison Gate/Cage Console target-group activation credit, Prototentiary Gate Console 2847 alias placement bridge, Cage Console 2864, Prototentiary aggregate objective 2678 Warden-plus-free-intern activation, Fast Hands 2863 timed bonus activation, Alarm Panel 4648 WIP phase activation, Jabbithole placement spawns, and target-group interaction credit, Warden 62324 DataMapping/Jabbithole placement spawn and aggregate death credit, Deputy objective 4657 WIP phase activation, DataMapping/Jabbithole creature placement spawn, and death credit, Mondo's Monstrosity objective 2926 WIP phase activation, WorldLocation2/Jabbithole/DataMapping placement spawn, and death credit, Mondo's Crate objective 2920 WIP phase activation, Jabbithole/DataMapping placement spawn, dynamic max count-1 initialization, and death credit, Ruffles objective 4561 WIP phase activation, Jabbithole/DataMapping placement spawn, and death credit, Gilded Fowl objectives 2862/4442 WIP phase activation, Jabbithole/DataMapping placement spawn, and death credit, Hut-Hut objective 2675 WIP phase activation, DataMapping/Jabbithole placement spawn, and direct death credit, Misplaced Mammoth objective 4692 WIP phase activation, Jabbithole placement spawn, and death credit, and tank-room objectives 2676/2868/2869/2872 plus Redemption Value objective 2870 and no-death objective 2871 activation, Jabbithole placement spawns, WIP handoff, all-three dynamic max count-3 initialization, distinct-tank half-health tracking and pre-completion tank-death gating, player-death gating, aggregate-success credit, and tank death credit now test-backed from build 16042 TargetGroup / Creature2 plus local Jabbithole objective/creature/coordinate evidence; residual challenge, score, teleporter, hidden-holder, rookie, and room-mechanics rows are mapped-only with concrete blockers for missing room-specific producers and client smoke. Room randomization, start-button client smoke, Gate Console alias proof/client smoke and door choreography, remaining Prototentiary stealth/no-alarm semantics and exact timer/failure smoke, exact tank-room party-membership, health/challenge presentation, and replay semantics, exact Deputy density/pathing, exact Ruffles hunt route/pathing, exact Power Plunge scoring/qualification, Hut-Hut football scoring/fumble/shutout/deathless/timer semantics, timed challenge semantics, exact Mondo's Crate 60-second script/timer semantics and crate row selection, exact all-three 180-second/150-second timer/failure semantics, detailed boss mechanics, rewards, achievements, and manual dungeon smoke remain blocked.",5960,Out of Order,,12,0,1,0,4330,,,,,,316,client_achievement_row_pending_progression_hook_smoke,wildstar_client_mysql/Achievement.tbl.sql;wildstar_client_mysql/MatchingGameMap.tbl.sql;Source/NexusForever.Game/Achievement/GlobalAchievementManager.cs,pending
dungeon,2980,Ultimate Protogames,achievement,mapped_only_pending_manual_smoke,not_retail_complete,"Mapped/WIP dungeon scaffold routes the Start Button objective 3250 into reviewed tank-room, Misplaced Mammoth, Prototentiary, Ruffles hunt, Power Plunge/Gilded Fowl, and Hut-Hut slices while full random-event selection remains blocked, with the build 16042/DataMapping-backed initiation button placement, phase activation, and one-shot credit now test-backed; Bev-O-Rage phase objective activation, Vend-A-Tron use objective activation/credit, boss death credit, Sneaky Prison Gate/Cage Console target-group activation credit, Prototentiary Gate Console 2847 alias placement bridge, Cage Console 2864, Prototentiary aggregate objective 2678 Warden-plus-free-intern activation, Fast Hands 2863 timed bonus activation, Alarm Panel 4648 WIP phase activation, Jabbithole placement spawns, and target-group interaction credit, Warden 62324 DataMapping/Jabbithole placement spawn and aggregate death credit, Deputy objective 4657 WIP phase activation, DataMapping/Jabbithole creature placement spawn, and death credit, Mondo's Monstrosity objective 2926 WIP phase activation, WorldLocation2/Jabbithole/DataMapping placement spawn, and death credit, Mondo's Crate objective 2920 WIP phase activation, Jabbithole/DataMapping placement spawn, dynamic max count-1 initialization, and death credit, Ruffles objective 4561 WIP phase activation, Jabbithole/DataMapping placement spawn, and death credit, Gilded Fowl objectives 2862/4442 WIP phase activation, Jabbithole/DataMapping placement spawn, and death credit, Hut-Hut objective 2675 WIP phase activation, DataMapping/Jabbithole placement spawn, and direct death credit, Misplaced Mammoth objective 4692 WIP phase activation, Jabbithole placement spawn, and death credit, and tank-room objectives 2676/2868/2869/2872 plus Redemption Value objective 2870 and no-death objective 2871 activation, Jabbithole placement spawns, WIP handoff, all-three dynamic max count-3 initialization, distinct-tank half-health tracking and pre-completion tank-death gating, player-death gating, aggregate-success credit, and tank death credit now test-backed from build 16042 TargetGroup / Creature2 plus local Jabbithole objective/creature/coordinate evidence; residual challenge, score, teleporter, hidden-holder, rookie, and room-mechanics rows are mapped-only with concrete blockers for missing room-specific producers and client smoke. Room randomization, start-button client smoke, Gate Console alias proof/client smoke and door choreography, remaining Prototentiary stealth/no-alarm semantics and exact timer/failure smoke, exact tank-room party-membership, health/challenge presentation, and replay semantics, exact Deputy density/pathing, exact Ruffles hunt route/pathing, exact Power Plunge scoring/qualification, Hut-Hut football scoring/fumble/shutout/deathless/timer semantics, timed challenge semantics, exact Mondo's Crate 60-second script/timer semantics and crate row selection, exact all-three 180-second/150-second timer/failure semantics, detailed boss mechanics, rewards, achievements, and manual dungeon smoke remain blocked.",5961,Make It Rain,,12,0,1,0,4330,,,,,,316,client_achievement_row_pending_progression_hook_smoke,wildstar_client_mysql/Achievement.tbl.sql;wildstar_client_mysql/MatchingGameMap.tbl.sql;Source/NexusForever.Game/Achievement/GlobalAchievementManager.cs,pending
dungeon,2980,Ultimate Protogames,achievement,mapped_only_pending_manual_smoke,not_retail_complete,"Mapped/WIP dungeon scaffold routes the Start Button objective 3250 into reviewed tank-room, Misplaced Mammoth, Prototentiary, Ruffles hunt, Power Plunge/Gilded Fowl, and Hut-Hut slices while full random-event selection remains blocked, with the build 16042/DataMapping-backed initiation button placement, phase activation, and one-shot credit now test-backed; Bev-O-Rage phase objective activation, Vend-A-Tron use objective activation/credit, boss death credit, Sneaky Prison Gate/Cage Console target-group activation credit, Prototentiary Gate Console 2847 alias placement bridge, Cage Console 2864, Prototentiary aggregate objective 2678 Warden-plus-free-intern activation, Fast Hands 2863 timed bonus activation, Alarm Panel 4648 WIP phase activation, Jabbithole placement spawns, and target-group interaction credit, Warden 62324 DataMapping/Jabbithole placement spawn and aggregate death credit, Deputy objective 4657 WIP phase activation, DataMapping/Jabbithole creature placement spawn, and death credit, Mondo's Monstrosity objective 2926 WIP phase activation, WorldLocation2/Jabbithole/DataMapping placement spawn, and death credit, Mondo's Crate objective 2920 WIP phase activation, Jabbithole/DataMapping placement spawn, dynamic max count-1 initialization, and death credit, Ruffles objective 4561 WIP phase activation, Jabbithole/DataMapping placement spawn, and death credit, Gilded Fowl objectives 2862/4442 WIP phase activation, Jabbithole/DataMapping placement spawn, and death credit, Hut-Hut objective 2675 WIP phase activation, DataMapping/Jabbithole placement spawn, and direct death credit, Misplaced Mammoth objective 4692 WIP phase activation, Jabbithole placement spawn, and death credit, and tank-room objectives 2676/2868/2869/2872 plus Redemption Value objective 2870 and no-death objective 2871 activation, Jabbithole placement spawns, WIP handoff, all-three dynamic max count-3 initialization, distinct-tank half-health tracking and pre-completion tank-death gating, player-death gating, aggregate-success credit, and tank death credit now test-backed from build 16042 TargetGroup / Creature2 plus local Jabbithole objective/creature/coordinate evidence; residual challenge, score, teleporter, hidden-holder, rookie, and room-mechanics rows are mapped-only with concrete blockers for missing room-specific producers and client smoke. Room randomization, start-button client smoke, Gate Console alias proof/client smoke and door choreography, remaining Prototentiary stealth/no-alarm semantics and exact timer/failure smoke, exact tank-room party-membership, health/challenge presentation, and replay semantics, exact Deputy density/pathing, exact Ruffles hunt route/pathing, exact Power Plunge scoring/qualification, Hut-Hut football scoring/fumble/shutout/deathless/timer semantics, timed challenge semantics, exact Mondo's Crate 60-second script/timer semantics and crate row selection, exact all-three 180-second/150-second timer/failure semantics, detailed boss mechanics, rewards, achievements, and manual dungeon smoke remain blocked.",5962,Caffeinated,,12,0,1,0,4330,,,,,,316,client_achievement_row_pending_progression_hook_smoke,wildstar_client_mysql/Achievement.tbl.sql;wildstar_client_mysql/MatchingGameMap.tbl.sql;Source/NexusForever.Game/Achievement/GlobalAchievementManager.cs,pending
dungeon,2980,Ultimate Protogames,achievement,mapped_only_pending_manual_smoke,not_retail_complete,"Mapped/WIP dungeon scaffold routes the Start Button objective 3250 into reviewed tank-room, Misplaced Mammoth, Prototentiary, Ruffles hunt, Power Plunge/Gilded Fowl, and Hut-Hut slices while full random-event selection remains blocked, with the build 16042/DataMapping-backed initiation button placement, phase activation, and one-shot credit now test-backed; Bev-O-Rage phase objective activation, Vend-A-Tron use objective activation/credit, boss death credit, Sneaky Prison Gate/Cage Console target-group activation credit, Prototentiary Gate Console 2847 alias placement bridge, Cage Console 2864, Prototentiary aggregate objective 2678 Warden-plus-free-intern activation, Fast Hands 2863 timed bonus activation, Alarm Panel 4648 WIP phase activation, Jabbithole placement spawns, and target-group interaction credit, Warden 62324 DataMapping/Jabbithole placement spawn and aggregate death credit, Deputy objective 4657 WIP phase activation, DataMapping/Jabbithole creature placement spawn, and death credit, Mondo's Monstrosity objective 2926 WIP phase activation, WorldLocation2/Jabbithole/DataMapping placement spawn, and death credit, Mondo's Crate objective 2920 WIP phase activation, Jabbithole/DataMapping placement spawn, dynamic max count-1 initialization, and death credit, Ruffles objective 4561 WIP phase activation, Jabbithole/DataMapping placement spawn, and death credit, Gilded Fowl objectives 2862/4442 WIP phase activation, Jabbithole/DataMapping placement spawn, and death credit, Hut-Hut objective 2675 WIP phase activation, DataMapping/Jabbithole placement spawn, and direct death credit, Misplaced Mammoth objective 4692 WIP phase activation, Jabbithole placement spawn, and death credit, and tank-room objectives 2676/2868/2869/2872 plus Redemption Value objective 2870 and no-death objective 2871 activation, Jabbithole placement spawns, WIP handoff, all-three dynamic max count-3 initialization, distinct-tank half-health tracking and pre-completion tank-death gating, player-death gating, aggregate-success credit, and tank death credit now test-backed from build 16042 TargetGroup / Creature2 plus local Jabbithole objective/creature/coordinate evidence; residual challenge, score, teleporter, hidden-holder, rookie, and room-mechanics rows are mapped-only with concrete blockers for missing room-specific producers and client smoke. Room randomization, start-button client smoke, Gate Console alias proof/client smoke and door choreography, remaining Prototentiary stealth/no-alarm semantics and exact timer/failure smoke, exact tank-room party-membership, health/challenge presentation, and replay semantics, exact Deputy density/pathing, exact Ruffles hunt route/pathing, exact Power Plunge scoring/qualification, Hut-Hut football scoring/fumble/shutout/deathless/timer semantics, timed challenge semantics, exact Mondo's Crate 60-second script/timer semantics and crate row selection, exact all-three 180-second/150-second timer/failure semantics, detailed boss mechanics, rewards, achievements, and manual dungeon smoke remain blocked.",5963,Taste Tester,,12,0,1,0,4330,,,,,,316,client_achievement_row_pending_progression_hook_smoke,wildstar_client_mysql/Achievement.tbl.sql;wildstar_client_mysql/MatchingGameMap.tbl.sql;Source/NexusForever.Game/Achievement/GlobalAchievementManager.cs,pending
dungeon,2980,Ultimate Protogames,achievement,mapped_only_pending_manual_smoke,not_retail_complete,"Mapped/WIP dungeon scaffold routes the Start Button objective 3250 into reviewed tank-room, Misplaced Mammoth, Prototentiary, Ruffles hunt, Power Plunge/Gilded Fowl, and Hut-Hut slices while full random-event selection remains blocked, with the build 16042/DataMapping-backed initiation button placement, phase activation, and one-shot credit now test-backed; Bev-O-Rage phase objective activation, Vend-A-Tron use objective activation/credit, boss death credit, Sneaky Prison Gate/Cage Console target-group activation credit, Prototentiary Gate Console 2847 alias placement bridge, Cage Console 2864, Prototentiary aggregate objective 2678 Warden-plus-free-intern activation, Fast Hands 2863 timed bonus activation, Alarm Panel 4648 WIP phase activation, Jabbithole placement spawns, and target-group interaction credit, Warden 62324 DataMapping/Jabbithole placement spawn and aggregate death credit, Deputy objective 4657 WIP phase activation, DataMapping/Jabbithole creature placement spawn, and death credit, Mondo's Monstrosity objective 2926 WIP phase activation, WorldLocation2/Jabbithole/DataMapping placement spawn, and death credit, Mondo's Crate objective 2920 WIP phase activation, Jabbithole/DataMapping placement spawn, dynamic max count-1 initialization, and death credit, Ruffles objective 4561 WIP phase activation, Jabbithole/DataMapping placement spawn, and death credit, Gilded Fowl objectives 2862/4442 WIP phase activation, Jabbithole/DataMapping placement spawn, and death credit, Hut-Hut objective 2675 WIP phase activation, DataMapping/Jabbithole placement spawn, and direct death credit, Misplaced Mammoth objective 4692 WIP phase activation, Jabbithole placement spawn, and death credit, and tank-room objectives 2676/2868/2869/2872 plus Redemption Value objective 2870 and no-death objective 2871 activation, Jabbithole placement spawns, WIP handoff, all-three dynamic max count-3 initialization, distinct-tank half-health tracking and pre-completion tank-death gating, player-death gating, aggregate-success credit, and tank death credit now test-backed from build 16042 TargetGroup / Creature2 plus local Jabbithole objective/creature/coordinate evidence; residual challenge, score, teleporter, hidden-holder, rookie, and room-mechanics rows are mapped-only with concrete blockers for missing room-specific producers and client smoke. Room randomization, start-button client smoke, Gate Console alias proof/client smoke and door choreography, remaining Prototentiary stealth/no-alarm semantics and exact timer/failure smoke, exact tank-room party-membership, health/challenge presentation, and replay semantics, exact Deputy density/pathing, exact Ruffles hunt route/pathing, exact Power Plunge scoring/qualification, Hut-Hut football scoring/fumble/shutout/deathless/timer semantics, timed challenge semantics, exact Mondo's Crate 60-second script/timer semantics and crate row selection, exact all-three 180-second/150-second timer/failure semantics, detailed boss mechanics, rewards, achievements, and manual dungeon smoke remain blocked.",5964,Loyal Customer,,12,0,1,0,4330,,,,,,316,client_achievement_row_pending_progression_hook_smoke,wildstar_client_mysql/Achievement.tbl.sql;wildstar_client_mysql/MatchingGameMap.tbl.sql;Source/NexusForever.Game/Achievement/GlobalAchievementManager.cs,pending
