evidence_kind,source_map,source_row_id,public_event_id,public_event_name,public_event_link_status,public_event_type,linked_public_event_ids,linked_public_event_names,linked_public_event_objective_ids,objective_type,objective_object_id,script_references,evidence_status,evidence_sources,manual_validation,completion_status,related_creature2_id,related_creature_name,related_item2_id,related_item_name,related_virtual_item_id,related_virtual_item_name,related_spell4_id,related_spell_name,reward_property_id,data,offset,flags,stat_index,duration_ms,option_count,opposing_source_row_id,blocker_summary
public_event_custom_stat,client_source_publiceventcustomstat_map.csv,17,,,type_or_object_scoped,9,,,,,,,runtime_public_event_custom_stat_type_scoped_scoreboard_dependency_tested_pending_stat_producer_smoke,Tools/DataMapping/output/client_source_publiceventcustomstat_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PublicEvent*.tbl.sql;wildstar_client_mysql/PublicEventObjective.tbl.sql;Source/NexusForever.Game/PublicEvent;Source/NexusForever.Script.Instance,pending,not_retail_complete,,,,,,,,,,Activated Generators,,,1,,,,"Public-event custom stat table dependencies are runtime-backed for event-specific and type-scoped rows, including sparse StatIndex validation and scoreboard aggregation. Retail completion still needs per-event stat producer semantics, scoreboard presentation smoke, end-screen ranking, and event smoke."
public_event_custom_stat,client_source_publiceventcustomstat_map.csv,18,,,type_or_object_scoped,9,,,,,,,runtime_public_event_custom_stat_type_scoped_scoreboard_dependency_tested_pending_stat_producer_smoke,Tools/DataMapping/output/client_source_publiceventcustomstat_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PublicEvent*.tbl.sql;wildstar_client_mysql/PublicEventObjective.tbl.sql;Source/NexusForever.Game/PublicEvent;Source/NexusForever.Script.Instance,pending,not_retail_complete,,,,,,,,,,Activated Fuel Settler Depot,,,2,,,,"Public-event custom stat table dependencies are runtime-backed for event-specific and type-scoped rows, including sparse StatIndex validation and scoreboard aggregation. Retail completion still needs per-event stat producer semantics, scoreboard presentation smoke, end-screen ranking, and event smoke."
public_event_custom_stat,client_source_publiceventcustomstat_map.csv,19,,,type_or_object_scoped,9,,,,,,,runtime_public_event_custom_stat_type_scoped_scoreboard_dependency_tested_pending_stat_producer_smoke,Tools/DataMapping/output/client_source_publiceventcustomstat_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PublicEvent*.tbl.sql;wildstar_client_mysql/PublicEventObjective.tbl.sql;Source/NexusForever.Game/PublicEvent;Source/NexusForever.Script.Instance,pending,not_retail_complete,,,,,,,,,,You did things,,,3,,,,"Public-event custom stat table dependencies are runtime-backed for event-specific and type-scoped rows, including sparse StatIndex validation and scoreboard aggregation. Retail completion still needs per-event stat producer semantics, scoreboard presentation smoke, end-screen ranking, and event smoke."
public_event_custom_stat,client_source_publiceventcustomstat_map.csv,21,,,type_or_object_scoped,2,,,,,,,runtime_public_event_custom_stat_type_scoped_scoreboard_dependency_tested_pending_stat_producer_smoke,Tools/DataMapping/output/client_source_publiceventcustomstat_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PublicEvent*.tbl.sql;wildstar_client_mysql/PublicEventObjective.tbl.sql;Source/NexusForever.Game/PublicEvent;Source/NexusForever.Script.Instance,pending,not_retail_complete,,,,,,,,,,War Coin Contribution,,,0,,,,"Public-event custom stat table dependencies are runtime-backed for event-specific and type-scoped rows, including sparse StatIndex validation and scoreboard aggregation. Retail completion still needs per-event stat producer semantics, scoreboard presentation smoke, end-screen ranking, and event smoke."
public_event_custom_stat,client_source_publiceventcustomstat_map.csv,22,,,type_or_object_scoped,2,,,,,,,runtime_public_event_custom_stat_type_scoped_scoreboard_dependency_tested_pending_stat_producer_smoke,Tools/DataMapping/output/client_source_publiceventcustomstat_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PublicEvent*.tbl.sql;wildstar_client_mysql/PublicEventObjective.tbl.sql;Source/NexusForever.Game/PublicEvent;Source/NexusForever.Script.Instance,pending,not_retail_complete,,,,,,,,,,Warplot Nodes Captured,,,1,,,,"Public-event custom stat table dependencies are runtime-backed for event-specific and type-scoped rows, including sparse StatIndex validation and scoreboard aggregation. Retail completion still needs per-event stat producer semantics, scoreboard presentation smoke, end-screen ranking, and event smoke."
public_event_custom_stat,client_source_publiceventcustomstat_map.csv,23,,,type_or_object_scoped,2,,,,,,,runtime_public_event_custom_stat_type_scoped_scoreboard_dependency_tested_pending_stat_producer_smoke,Tools/DataMapping/output/client_source_publiceventcustomstat_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PublicEvent*.tbl.sql;wildstar_client_mysql/PublicEventObjective.tbl.sql;Source/NexusForever.Game/PublicEvent;Source/NexusForever.Script.Instance,pending,not_retail_complete,,,,,,,,,,Warplot Plug Kills,,,2,,,,"Public-event custom stat table dependencies are runtime-backed for event-specific and type-scoped rows, including sparse StatIndex validation and scoreboard aggregation. Retail completion still needs per-event stat producer semantics, scoreboard presentation smoke, end-screen ranking, and event smoke."
public_event_custom_stat,client_source_publiceventcustomstat_map.csv,24,733,Snowtron Smash,current_public_event,21,,,,,,,runtime_public_event_custom_stat_event_linked_scoreboard_dependency_tested_pending_stat_producer_smoke,Tools/DataMapping/output/client_source_publiceventcustomstat_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PublicEvent*.tbl.sql;wildstar_client_mysql/PublicEventObjective.tbl.sql;Source/NexusForever.Game/PublicEvent;Source/NexusForever.Script.Instance,pending,not_retail_complete,,,,,,,,,,Time In Snowtron 9000,IconSprites:Icon_ItemMisc_Icon_WfestSnow_NotHit,,0,,,,"Public-event custom stat table dependencies are runtime-backed for event-specific and type-scoped rows, including sparse StatIndex validation and scoreboard aggregation. Retail completion still needs per-event stat producer semantics, scoreboard presentation smoke, end-screen ranking, and event smoke."
public_event_custom_stat,client_source_publiceventcustomstat_map.csv,25,733,Snowtron Smash,current_public_event,21,,,,,,,runtime_public_event_custom_stat_event_linked_scoreboard_dependency_tested_pending_stat_producer_smoke,Tools/DataMapping/output/client_source_publiceventcustomstat_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PublicEvent*.tbl.sql;wildstar_client_mysql/PublicEventObjective.tbl.sql;Source/NexusForever.Game/PublicEvent;Source/NexusForever.Script.Instance,pending,not_retail_complete,,,,,,,,,,Snowball Hits,IconSprites:Icon_ItemMisc_Icon_WfestSnow_Hit,,1,,,,"Public-event custom stat table dependencies are runtime-backed for event-specific and type-scoped rows, including sparse StatIndex validation and scoreboard aggregation. Retail completion still needs per-event stat producer semantics, scoreboard presentation smoke, end-screen ranking, and event smoke."
public_event_custom_stat,client_source_publiceventcustomstat_map.csv,28,776,Snowtron Smash,current_public_event,21,,,,,,,runtime_public_event_custom_stat_event_linked_scoreboard_dependency_tested_pending_stat_producer_smoke,Tools/DataMapping/output/client_source_publiceventcustomstat_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PublicEvent*.tbl.sql;wildstar_client_mysql/PublicEventObjective.tbl.sql;Source/NexusForever.Game/PublicEvent;Source/NexusForever.Script.Instance,pending,not_retail_complete,,,,,,,,,,Time In Snowtron 9000,IconSprites:Icon_ItemMisc_Icon_WfestSnow_NotHit,,0,,,,"Public-event custom stat table dependencies are runtime-backed for event-specific and type-scoped rows, including sparse StatIndex validation and scoreboard aggregation. Retail completion still needs per-event stat producer semantics, scoreboard presentation smoke, end-screen ranking, and event smoke."
public_event_custom_stat,client_source_publiceventcustomstat_map.csv,29,776,Snowtron Smash,current_public_event,21,,,,,,,runtime_public_event_custom_stat_event_linked_scoreboard_dependency_tested_pending_stat_producer_smoke,Tools/DataMapping/output/client_source_publiceventcustomstat_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PublicEvent*.tbl.sql;wildstar_client_mysql/PublicEventObjective.tbl.sql;Source/NexusForever.Game/PublicEvent;Source/NexusForever.Script.Instance,pending,not_retail_complete,,,,,,,,,,Snowball Hits,IconSprites:Icon_ItemMisc_Icon_WfestSnow_Hit,,1,,,,"Public-event custom stat table dependencies are runtime-backed for event-specific and type-scoped rows, including sparse StatIndex validation and scoreboard aggregation. Retail completion still needs per-event stat producer semantics, scoreboard presentation smoke, end-screen ranking, and event smoke."
public_event_depot,public_event_depot_client_map.csv,1,,,type_or_object_scoped,,4,,6,7,1,,runtime_public_event_depot_virtual_item_choices_tested_pending_depot_interaction_smoke,Tools/DataMapping/output/public_event_depot_client_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PublicEvent*.tbl.sql;wildstar_client_mysql/PublicEventObjective.tbl.sql;Source/NexusForever.Game/PublicEvent;Source/NexusForever.Script.Instance;wildstar_client_mysql/PublicEventDepot.tbl.sql;wildstar_client_mysql/PublicEventVirtualItemDepot.tbl.sql;Source/NexusForever.Game/PublicEvent/PublicEventTemplate.cs;Source/NexusForever.Game/PublicEvent/PublicEventObjective.cs;Source/NexusForever.Game.Tests/PublicEvents/PublicEventDataBackedMetadataTests.cs,pending,not_retail_complete,19986,,12834,,,,,,,,,,,,,,"Public-event depot rows linked to InteractDepot objectives and matching virtual-item depot Creature2 rows now have runtime template/status metadata that sends virtual-item choices to clients. Retail completion still needs depot object placement, depot acquisition/deposit interaction ownership, objective credit from that interaction, UI state, and content smoke."
public_event_depot,public_event_depot_client_map.csv,2,,,type_or_object_scoped,,,,,7,2,,blocked_public_event_depot_unlinked_missing_objective_mapping,Tools/DataMapping/output/public_event_depot_client_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PublicEvent*.tbl.sql;wildstar_client_mysql/PublicEventObjective.tbl.sql;Source/NexusForever.Game/PublicEvent;Source/NexusForever.Script.Instance,pending,not_retail_complete,21131,Expedition Depot,13050,Expedition Supplies,,,,,,,,,,,,,"Public-event depot evidence is tracked, but retail completion needs depot object placement, carry/deposit item flow, objective credit, UI update, and content smoke."
public_event_depot,public_event_depot_client_map.csv,3,,,type_or_object_scoped,,87,Mining Woes,211,7,3,,blocked_public_event_depot_objective_linked_missing_depot_interaction_evidence,Tools/DataMapping/output/public_event_depot_client_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PublicEvent*.tbl.sql;wildstar_client_mysql/PublicEventObjective.tbl.sql;Source/NexusForever.Game/PublicEvent;Source/NexusForever.Script.Instance,pending,not_retail_complete,21592,Mining Cart,13078,Crystal Shards,,,,,,,,,,,,,"Public-event depot evidence is tracked, but retail completion needs depot object placement, carry/deposit item flow, objective credit, UI update, and content smoke."
public_event_depot,public_event_depot_client_map.csv,4,,,type_or_object_scoped,,89;468,Gather Power Cells;Destroy the Enemy's Base,215;2079,7,4,,blocked_public_event_depot_objective_linked_missing_depot_interaction_evidence,Tools/DataMapping/output/public_event_depot_client_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PublicEvent*.tbl.sql;wildstar_client_mysql/PublicEventObjective.tbl.sql;Source/NexusForever.Game/PublicEvent;Source/NexusForever.Script.Instance,pending,not_retail_complete,17085,PvP Dominion Cannon Depot - Boneshatter Ridge,12280,,,,,,,,,,,,,,"Public-event depot evidence is tracked, but retail completion needs depot object placement, carry/deposit item flow, objective credit, UI update, and content smoke."
public_event_depot,public_event_depot_client_map.csv,5,,,type_or_object_scoped,,168;468,Gather Power Cells;Destroy the Enemy's Base,465;2047,7,5,,blocked_public_event_depot_objective_linked_missing_depot_interaction_evidence,Tools/DataMapping/output/public_event_depot_client_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PublicEvent*.tbl.sql;wildstar_client_mysql/PublicEventObjective.tbl.sql;Source/NexusForever.Game/PublicEvent;Source/NexusForever.Script.Instance,pending,not_retail_complete,17083,PvP Exile Cannon Depot - Boneshatter Ridge,12280,,,,,,,,,,,,,,"Public-event depot evidence is tracked, but retail completion needs depot object placement, carry/deposit item flow, objective credit, UI update, and content smoke."
public_event_depot,public_event_depot_client_map.csv,6,,,type_or_object_scoped,,187,Help the community!,626,7,6,,blocked_public_event_depot_objective_linked_missing_depot_interaction_evidence,Tools/DataMapping/output/public_event_depot_client_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PublicEvent*.tbl.sql;wildstar_client_mysql/PublicEventObjective.tbl.sql;Source/NexusForever.Game/PublicEvent;Source/NexusForever.Script.Instance,pending,not_retail_complete,28292,PQI Settler Depot,15988,PQI Token,,,,,,,,,,,,,"Public-event depot evidence is tracked, but retail completion needs depot object placement, carry/deposit item flow, objective credit, UI update, and content smoke."
public_event_depot,public_event_depot_client_map.csv,7,,,type_or_object_scoped,,,,,7,7,,blocked_public_event_depot_unlinked_missing_objective_mapping,Tools/DataMapping/output/public_event_depot_client_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PublicEvent*.tbl.sql;wildstar_client_mysql/PublicEventObjective.tbl.sql;Source/NexusForever.Game/PublicEvent;Source/NexusForever.Script.Instance,pending,not_retail_complete,30759,Dominion Engineer,17232,Scrap Metal,,,,,,,,,,,,,"Public-event depot evidence is tracked, but retail completion needs depot object placement, carry/deposit item flow, objective credit, UI update, and content smoke."
public_event_depot,public_event_depot_client_map.csv,8,,,type_or_object_scoped,,203,Assault on Kel Voreth,704,7,8,,blocked_public_event_depot_objective_linked_missing_depot_interaction_evidence,Tools/DataMapping/output/public_event_depot_client_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PublicEvent*.tbl.sql;wildstar_client_mysql/PublicEventObjective.tbl.sql;Source/NexusForever.Game/PublicEvent;Source/NexusForever.Script.Instance,pending,not_retail_complete,31150,Alpha Depository,17390,Warbot Part,,,,,,,,,,,,,"Public-event depot evidence is tracked, but retail completion needs depot object placement, carry/deposit item flow, objective credit, UI update, and content smoke."
public_event_depot,public_event_depot_client_map.csv,9,,,type_or_object_scoped,,203,Assault on Kel Voreth,705,7,9,,blocked_public_event_depot_objective_linked_missing_depot_interaction_evidence,Tools/DataMapping/output/public_event_depot_client_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PublicEvent*.tbl.sql;wildstar_client_mysql/PublicEventObjective.tbl.sql;Source/NexusForever.Game/PublicEvent;Source/NexusForever.Script.Instance,pending,not_retail_complete,31158,Beta Depository,17390,Warbot Part,,,,,,,,,,,,,"Public-event depot evidence is tracked, but retail completion needs depot object placement, carry/deposit item flow, objective credit, UI update, and content smoke."
public_event_depot,public_event_depot_client_map.csv,10,,,type_or_object_scoped,,203,Assault on Kel Voreth,706,7,10,,blocked_public_event_depot_objective_linked_missing_depot_interaction_evidence,Tools/DataMapping/output/public_event_depot_client_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PublicEvent*.tbl.sql;wildstar_client_mysql/PublicEventObjective.tbl.sql;Source/NexusForever.Game/PublicEvent;Source/NexusForever.Script.Instance,pending,not_retail_complete,31159,Gamma Depository,17390,Warbot Part,,,,,,,,,,,,,"Public-event depot evidence is tracked, but retail completion needs depot object placement, carry/deposit item flow, objective credit, UI update, and content smoke."
public_event_depot,public_event_depot_client_map.csv,11,,,type_or_object_scoped,,203,Assault on Kel Voreth,707,7,11,,blocked_public_event_depot_objective_linked_missing_depot_interaction_evidence,Tools/DataMapping/output/public_event_depot_client_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PublicEvent*.tbl.sql;wildstar_client_mysql/PublicEventObjective.tbl.sql;Source/NexusForever.Game/PublicEvent;Source/NexusForever.Script.Instance,pending,not_retail_complete,31160,Delta Depository,17390,Warbot Part,,,,,,,,,,,,,"Public-event depot evidence is tracked, but retail completion needs depot object placement, carry/deposit item flow, objective credit, UI update, and content smoke."
public_event_depot,public_event_depot_client_map.csv,12,,,type_or_object_scoped,,222,Grand Theft Auto Parts,802,7,12,,blocked_public_event_depot_objective_linked_missing_depot_interaction_evidence,Tools/DataMapping/output/public_event_depot_client_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/PublicEvent*.tbl.sql;wildstar_client_mysql/PublicEventObjective.tbl.sql;Source/NexusForever.Game/PublicEvent;Source/NexusForever.Script.Instance,pending,not_retail_complete,32896,Vehicle One Depository,18008,Vehicle Spare Part,,,,,,,,,,,,,"Public-event depot evidence is tracked, but retail completion needs depot object placement, carry/deposit item flow, objective credit, UI update, and content smoke."
