evidence_kind,script_scope,source_path,source_line,script_owner_ids,script_filter_name,source_call,action_category,reference_kind,source_symbol,reference_id,reference_link_status,client_reference_status,client_reference_name,client_reference_sources,source_trace_status,source_trace_detail,source_trace_sources,source_excerpt,evidence_status,evidence_sources,manual_validation,completion_status,blocker_summary
script_runtime_action,script_instance,Source\NexusForever.Script.Instance\Expedition\OutpostM13\OutpostM13EventScript.cs,202,108,,EnqueueAdd,script_entity_add_to_map,entity_or_position,entity,,source_expression_tracked,runtime_entity_add_expression_tracked,entity,Source/NexusForever.Script.*,runtime_entity_add_source_tracked,entity,Source/NexusForever.Script.*,"mapInstance.EnqueueAdd(entity, new ScriptMapPosition",script_entity_add_to_map_pending_spawn_lifecycle_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance,pending,not_retail_complete,"Scripted runtime action is tracked from source, but retail completion needs exact trigger timing, target selection, payload/effect semantics, cleanup/replay behavior, and content smoke."
script_runtime_action,script_instance,Source\NexusForever.Script.Instance\Expedition\SpaceMadness\SpaceMadnessEventScript.cs,677,390,,EnqueueAdd,script_entity_add_to_map,entity_or_position,entity,,source_expression_tracked,runtime_entity_add_expression_tracked,entity,Source/NexusForever.Script.*,runtime_entity_add_source_tracked,entity,Source/NexusForever.Script.*,"mapInstance.EnqueueAdd(entity, new ScriptMapPosition",runtime_space_madness_shared_enqueue_add_action_tested,wildstar_client_mysql/PublicEventObjective.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Source/NexusForever.Script.Instance/Expedition/SpaceMadness/SpaceMadnessEventScript.cs;Source/NexusForever.Game.Tests/Instances/SpaceMadnessEventScriptTests.cs,automated_focus_pass,not_retail_complete,"Space Madness shared map-add action is covered by focused tests proving reviewed talk NPC, simple placement, datapad, panicked-worker nightmare, escaped-experiment, and livestock paths enqueue entities at expected positions. WIP-guessed trigger creation remains blocked on retail trigger-row/timing proof, and route smoke, rewards, and achievements remain tracked by producer, dependency, and parent instance rows."
script_runtime_action,script_instance,Source\NexusForever.Script.Instance\Raid\Datascape\DatascapeEventScript.cs,600,157,,EnqueueAdd,script_entity_add_to_map,entity_or_position,entity,,source_expression_tracked,runtime_entity_add_expression_tracked,entity,Source/NexusForever.Script.*,runtime_entity_add_source_tracked,entity,Source/NexusForever.Script.*,"mapInstance.EnqueueAdd(entity, new ScriptMapPosition",script_entity_add_to_map_pending_spawn_lifecycle_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance,pending,not_retail_complete,"Scripted runtime action is tracked from source, but retail completion needs exact trigger timing, target selection, payload/effect semantics, cleanup/replay behavior, and content smoke."
script_runtime_action,script_instance,Source\NexusForever.Script.Instance\Raid\GeneticArchives\GeneticArchivesEventScript.cs,224,159,,EnqueueAdd,script_entity_add_to_map,entity_or_position,entity,,source_expression_tracked,runtime_entity_add_expression_tracked,entity,Source/NexusForever.Script.*,runtime_entity_add_source_tracked,entity,Source/NexusForever.Script.*,"mapInstance.EnqueueAdd(entity, new ScriptMapPosition",script_entity_add_to_map_pending_spawn_lifecycle_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance,pending,not_retail_complete,"Scripted runtime action is tracked from source, but retail completion needs exact trigger timing, target selection, payload/effect semantics, cleanup/replay behavior, and content smoke."
script_runtime_action,script_instance,Source\NexusForever.Script.Instance\Raid\RedMoonTerror\FortyMan\RedMoonTerror40ManEventScript.cs,136,650,,EnqueueAdd,script_entity_add_to_map,entity_or_position,entity,,source_expression_tracked,runtime_entity_add_expression_tracked,entity,Source/NexusForever.Script.*,runtime_entity_add_source_tracked,entity,Source/NexusForever.Script.*,"mapInstance.EnqueueAdd(entity, new ScriptMapPosition",script_entity_add_to_map_pending_spawn_lifecycle_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance,pending,not_retail_complete,"Scripted runtime action is tracked from source, but retail completion needs exact trigger timing, target selection, payload/effect semantics, cleanup/replay behavior, and content smoke."
script_runtime_action,script_instance,Source\NexusForever.Script.Instance\Raid\RedMoonTerror\RedMoonTerrorEventScript.cs,266,705,,EnqueueAdd,script_entity_add_to_map,entity_or_position,entity,,source_expression_tracked,runtime_entity_add_expression_tracked,entity,Source/NexusForever.Script.*,runtime_entity_add_source_tracked,entity,Source/NexusForever.Script.*,"mapInstance.EnqueueAdd(entity, new ScriptMapPosition",script_entity_add_to_map_pending_spawn_lifecycle_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance,pending,not_retail_complete,"Scripted runtime action is tracked from source, but retail completion needs exact trigger timing, target selection, payload/effect semantics, cleanup/replay behavior, and content smoke."
script_runtime_action,script_instance,Source\NexusForever.Script.Instance\WorldStory\HallOfTheHundred\ColdAndHungryEventScript.cs,95,677,,EnqueueAdd,script_entity_add_to_map,entity_or_position,triggerEntity,,source_expression_tracked,runtime_entity_add_expression_tracked,triggerEntity,Source/NexusForever.Script.*,runtime_entity_add_source_tracked,triggerEntity,Source/NexusForever.Script.*,"mapInstance.EnqueueAdd(triggerEntity, new ScriptMapPosition",runtime_hoth_cold_and_hungry_leave_trigger_enqueue_add_action_tested,wildstar_client_mysql/PublicEventObjective.tbl.sql;wildstar_client_mysql/WorldLocation2.tbl.sql;Source/NexusForever.Script.Instance/WorldStory/HallOfTheHundred/ColdAndHungryEventScript.cs;Source/NexusForever.Game.Tests/Instances/HallOfTheHundredOptionalEventScriptTests.cs,automated_focus_pass,not_retail_complete,"Hall of the Hundred Cold and Hungry leave-trigger map-add action is covered by focused optional-event tests proving the created trigger is enqueued at the mapped position in world 3009. Optional route choreography, rewards, achievements, and client smoke remain tracked by producer, dependency, and parent instance rows."
script_runtime_action,script_instance,Source\NexusForever.Script.Instance\WorldStory\HallOfTheHundred\ColdSoupForTheSoulrotEventScript.cs,102,678,,EnqueueAdd,script_entity_add_to_map,entity_or_position,triggerEntity,,source_expression_tracked,runtime_entity_add_expression_tracked,triggerEntity,Source/NexusForever.Script.*,runtime_entity_add_source_tracked,triggerEntity,Source/NexusForever.Script.*,"mapInstance.EnqueueAdd(triggerEntity, new ScriptMapPosition",runtime_hoth_cold_soup_canister_trigger_enqueue_add_action_tested,wildstar_client_mysql/PublicEventObjective.tbl.sql;wildstar_client_mysql/WorldLocation2.tbl.sql;Source/NexusForever.Script.Instance/WorldStory/HallOfTheHundred/ColdSoupForTheSoulrotEventScript.cs;Source/NexusForever.Game.Tests/Instances/HallOfTheHundredOptionalEventScriptTests.cs,automated_focus_pass,not_retail_complete,"Hall of the Hundred Cold Soup canister-trigger map-add action is covered by focused optional-event tests proving the created trigger is enqueued at the mapped position in world 3009. Optional route choreography, rewards, achievements, and client smoke remain tracked by producer, dependency, and parent instance rows."
script_runtime_action,script_instance,Source\NexusForever.Script.Instance\WorldStory\HallOfTheHundred\HallOfTheHundredEventScript.cs,1241,666,,EnqueueAdd,script_entity_add_to_map,entity_or_position,entity,,source_expression_tracked,runtime_entity_add_expression_tracked,entity,Source/NexusForever.Script.*,runtime_entity_add_source_tracked,entity,Source/NexusForever.Script.*,"mapInstance.EnqueueAdd(entity, new ScriptMapPosition",runtime_hoth_shared_trigger_enqueue_add_action_tested,wildstar_client_mysql/PublicEventObjective.tbl.sql;wildstar_client_mysql/WorldLocation2.tbl.sql;Source/NexusForever.Script.Instance/WorldStory/HallOfTheHundred/HallOfTheHundredEventScript.cs;Source/NexusForever.Game.Tests/Instances/HallOfTheHundredEventScriptTests.cs,automated_focus_pass,not_retail_complete,"Hall of the Hundred shared trigger map-add helper is covered by focused phase tests proving the created trigger is enqueued with the expected position and world 3009 map entry. Route choreography, rewards, achievements, and client smoke remain tracked by producer, dependency, and parent instance rows."
script_runtime_action,script_instance,Source\NexusForever.Script.Instance\WorldStory\HallOfTheHundred\TheGraveyardEchoedEventScript.cs,101,696,,EnqueueAdd,script_entity_add_to_map,entity_or_position,triggerEntity,,source_expression_tracked,runtime_entity_add_expression_tracked,triggerEntity,Source/NexusForever.Script.*,runtime_entity_add_source_tracked,triggerEntity,Source/NexusForever.Script.*,"mapInstance.EnqueueAdd(triggerEntity, new ScriptMapPosition",runtime_hoth_graveyard_trigger_enqueue_add_action_tested,wildstar_client_mysql/PublicEventObjective.tbl.sql;wildstar_client_mysql/WorldLocation2.tbl.sql;Source/NexusForever.Script.Instance/WorldStory/HallOfTheHundred/TheGraveyardEchoedEventScript.cs;Source/NexusForever.Game.Tests/Instances/HallOfTheHundredOptionalEventScriptTests.cs,automated_focus_pass,not_retail_complete,"Hall of the Hundred Graveyard Echoed trigger map-add action is covered by focused optional-event tests proving the created trigger is enqueued at the mapped position in world 3009. Optional route choreography, rewards, achievements, and client smoke remain tracked by producer, dependency, and parent instance rows."
script_runtime_action,script_instance,Source\NexusForever.Script.Instance\WorldStory\HallOfTheHundred\TheWarhoundsOfVaregorEventScript.cs,137,693,,EnqueueAdd,script_entity_add_to_map,entity_or_position,triggerEntity,,source_expression_tracked,runtime_entity_add_expression_tracked,triggerEntity,Source/NexusForever.Script.*,runtime_entity_add_source_tracked,triggerEntity,Source/NexusForever.Script.*,"mapInstance.EnqueueAdd(triggerEntity, new ScriptMapPosition",runtime_hoth_warhounds_kennel_trigger_enqueue_add_action_tested,wildstar_client_mysql/PublicEventObjective.tbl.sql;wildstar_client_mysql/WorldLocation2.tbl.sql;Source/NexusForever.Script.Instance/WorldStory/HallOfTheHundred/TheWarhoundsOfVaregorEventScript.cs;Source/NexusForever.Game.Tests/Instances/HallOfTheHundredOptionalEventScriptTests.cs,automated_focus_pass,not_retail_complete,"Hall of the Hundred Warhounds kennel trigger map-add action is covered by focused optional-event tests proving the created trigger is enqueued at the mapped position in world 3009. Optional route choreography, rewards, achievements, and client smoke remain tracked by producer, dependency, and parent instance rows."
script_runtime_action,script_main,Source\NexusForever.Script.Main\Quests\Galeras\GalerasMapScript.cs,105,51,,EnqueueAdd,script_entity_add_to_map,entity_or_position,trigger,,source_expression_tracked,runtime_entity_add_expression_tracked,trigger,Source/NexusForever.Script.*,runtime_entity_add_source_tracked,trigger,Source/NexusForever.Script.*,"owner.EnqueueAdd(trigger, new GalerasMapPosition",script_entity_add_to_map_pending_spawn_lifecycle_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance,pending,not_retail_complete,"Scripted runtime action is tracked from source, but retail completion needs exact trigger timing, target selection, payload/effect semantics, cleanup/replay behavior, and content smoke."
script_runtime_action,script_main,Source\NexusForever.Script.Main\Quests\NorthernWilds\NorthernWildsMapScript.cs,350,426,,EnqueueAdd,script_entity_add_to_map,entity_or_position,avalanche,,source_expression_tracked,runtime_entity_add_expression_tracked,avalanche,Source/NexusForever.Script.*,runtime_entity_add_source_tracked,avalanche,Source/NexusForever.Script.*,"owner.EnqueueAdd(avalanche, new NorthernWildsMapPosition",script_entity_add_to_map_pending_spawn_lifecycle_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance,pending,not_retail_complete,"Scripted runtime action is tracked from source, but retail completion needs exact trigger timing, target selection, payload/effect semantics, cleanup/replay behavior, and content smoke."
script_runtime_action,script_main,Source\NexusForever.Script.Main\Quests\NorthernWilds\NorthernWildsMapScript.cs,421,426,,EnqueueAdd,script_entity_add_to_map,entity_or_position,entity,,source_expression_tracked,runtime_entity_add_expression_tracked,entity,Source/NexusForever.Script.*,runtime_entity_add_source_tracked,entity,Source/NexusForever.Script.*,"owner.EnqueueAdd(entity, new NorthernWildsMapPosition",script_entity_add_to_map_pending_spawn_lifecycle_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance,pending,not_retail_complete,"Scripted runtime action is tracked from source, but retail completion needs exact trigger timing, target selection, payload/effect semantics, cleanup/replay behavior, and content smoke."
script_runtime_action,script_main,Source\NexusForever.Script.Main\Quests\NorthernWilds\NorthernWildsSoldierPathMissionScripts.cs,226,,,EnqueueAdd,script_entity_add_to_map,entity_or_position,entity,,source_expression_tracked,runtime_entity_add_expression_tracked,entity,Source/NexusForever.Script.*,runtime_entity_add_source_tracked,entity,Source/NexusForever.Script.*,"owner.Map.EnqueueAdd(entity, new SoldierHoldoutMapPosition",script_entity_add_to_map_pending_spawn_lifecycle_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance,pending,not_retail_complete,"Scripted runtime action is tracked from source, but retail completion needs exact trigger timing, target selection, payload/effect semantics, cleanup/replay behavior, and content smoke."
script_runtime_action,script_main,Source\NexusForever.Script.Main\Tutorial\TutorialMapScript.cs,269,3460,,EnqueueAdd,script_entity_add_to_map,entity_or_position,trigger,,source_expression_tracked,runtime_entity_add_expression_tracked,trigger,Source/NexusForever.Script.*,runtime_entity_add_source_tracked,trigger,Source/NexusForever.Script.*,"owner.EnqueueAdd(trigger, new TutorialMapPosition",script_entity_add_to_map_pending_spawn_lifecycle_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance,pending,not_retail_complete,"Scripted runtime action is tracked from source, but retail completion needs exact trigger timing, target selection, payload/effect semantics, cleanup/replay behavior, and content smoke."
script_runtime_action,script_main,Source\NexusForever.Script.Main\Tutorial\TutorialMapScript.cs,462,3460,,EnqueueAdd,script_entity_add_to_map,entity_or_position,entity,,source_expression_tracked,runtime_entity_add_expression_tracked,entity,Source/NexusForever.Script.*,runtime_entity_add_source_tracked,entity,Source/NexusForever.Script.*,"owner.EnqueueAdd(entity, new TutorialMapPosition",script_entity_add_to_map_pending_spawn_lifecycle_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance,pending,not_retail_complete,"Scripted runtime action is tracked from source, but retail completion needs exact trigger timing, target selection, payload/effect semantics, cleanup/replay behavior, and content smoke."
script_runtime_action,script_instance,Source\NexusForever.Script.Instance\Dungeon\ColdbloodCitadel\ColdbloodCitadelEventScript.cs,162,907,,CreateEntity,script_entity_create,entity_type,IWorldLocationVolumeGridTriggerEntity,,generic_entity_type_tracked,runtime_entity_type_tracked,IWorldLocationVolumeGridTriggerEntity,Source/NexusForever.Script.*,runtime_entity_type_source_tracked,IWorldLocationVolumeGridTriggerEntity,Source/NexusForever.Script.*,IWorldLocationVolumeGridTriggerEntity triggerEntity = publicEvent.CreateEntity<IWorldLocationVolumeGridTriggerEntity>();,script_entity_create_pending_spawn_initialise_lifecycle_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance,pending,not_retail_complete,"Scripted runtime action is tracked from source, but retail completion needs exact trigger timing, target selection, payload/effect semantics, cleanup/replay behavior, and content smoke."
script_runtime_action,script_instance,Source\NexusForever.Script.Instance\Dungeon\ColdbloodCitadel\ColdbloodCitadelEventScript.cs,194,907,,CreateEntity,script_entity_create,entity_type,INonPlayerEntity,,generic_entity_type_tracked,runtime_entity_type_tracked,INonPlayerEntity,Source/NexusForever.Script.*,runtime_entity_type_source_tracked,INonPlayerEntity,Source/NexusForever.Script.*,INonPlayerEntity hailstone = publicEvent.CreateEntity<INonPlayerEntity>();,script_entity_create_pending_spawn_initialise_lifecycle_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance,pending,not_retail_complete,"Scripted runtime action is tracked from source, but retail completion needs exact trigger timing, target selection, payload/effect semantics, cleanup/replay behavior, and content smoke."
script_runtime_action,script_instance,Source\NexusForever.Script.Instance\Dungeon\ColdbloodCitadel\ColdbloodCitadelEventScript.cs,241,907,,CreateEntity,script_entity_create,entity_type,ISimpleEntity,,generic_entity_type_tracked,runtime_entity_type_tracked,ISimpleEntity,Source/NexusForever.Script.*,runtime_entity_type_source_tracked,ISimpleEntity,Source/NexusForever.Script.*,ISimpleEntity gatherRing = publicEvent.CreateEntity<ISimpleEntity>();,script_entity_create_pending_spawn_initialise_lifecycle_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance,pending,not_retail_complete,"Scripted runtime action is tracked from source, but retail completion needs exact trigger timing, target selection, payload/effect semantics, cleanup/replay behavior, and content smoke."
script_runtime_action,script_instance,Source\NexusForever.Script.Instance\Dungeon\ColdbloodCitadel\ColdbloodCitadelEventScript.cs,296,907,,CreateEntity,script_entity_create,entity_type,IDoorEntity,,generic_entity_type_tracked,runtime_entity_type_tracked,IDoorEntity,Source/NexusForever.Script.*,runtime_entity_type_source_tracked,IDoorEntity,Source/NexusForever.Script.*,IDoorEntity coldbloodGate = publicEvent.CreateEntity<IDoorEntity>();,script_entity_create_pending_spawn_initialise_lifecycle_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance,pending,not_retail_complete,"Scripted runtime action is tracked from source, but retail completion needs exact trigger timing, target selection, payload/effect semantics, cleanup/replay behavior, and content smoke."
