quest_id,quest_title,quest_bucket,quest_completion_status,quest_link_status,relation_source,source_relation_id,jabbithole_quest_id,jabbithole_quest_name,client_quest_name,jabbithole_zone_id,world_zone_id,jabbithole_zone_name,client_world_zone_name,match_status,enabled,last_seen_in,evidence_status,evidence_sources,manual_validation,completion_status,blocker_summary
3160,Cornered Prey,generic_table_driven,not_retail_complete,current_quest,quest_call_zones,4069,950,Cornered Prey,Cornered Prey,65,131,Crimson Badlands,,partial,true,0,datamapping_quest_zone_partial_match_pending_zone_review,Tools/DataMapping/output/quest_zone_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_zones.sql;jabbithole_mysql/quest_call_zones.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/WorldZone.tbl.sql;Source/NexusForever.Game/Quest;Tools/DataMapping/README.md,pending,not_retail_complete,"quest_call_zones row 4069 links Quest2 3160 Jabbithole zone 65 (Crimson Badlands) to WorldZone 131, but Tools/DataMapping/output/quest_zone_map.csv marks match_status partial. Tools/DataMapping/output/quest_zone_map.csv has no current build 16042 WorldZone row/name for mapped WorldZone 131; treat the source id as stale or missing until WorldZone.tbl, MapZone/QuestDirection evidence, or accepted live client route evidence identifies the current replacement. Retail implementation needs a reviewed current WorldZone bridge that reconciles the Jabbithole zone/name with build 16042 WorldZone data, followed by quest visibility/routing, map guidance, episode/zone ordering, and client quest smoke."
3160,Cornered Prey,generic_table_driven,not_retail_complete,current_quest,quest_call_zones,6444,950,Cornered Prey,Cornered Prey,325,387,Jagged Rock Mine,Copperworth Fields,matched,true,0,datamapping_quest_zone_matched_pending_runtime_visibility_smoke,Tools/DataMapping/output/quest_zone_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_zones.sql;jabbithole_mysql/quest_call_zones.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/WorldZone.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_call_zones row 6444 links Quest2 3160 Jabbithole zone 325 (Jagged Rock Mine) to WorldZone 387 (Copperworth Fields) with match_status matched. The zone bridge is mapped, but retail completion needs runtime quest visibility/routing using this current WorldZone bridge, map guidance, episode/zone ordering, and client quest smoke."
3160,Cornered Prey,generic_table_driven,not_retail_complete,current_quest,quest_zones,656,950,Cornered Prey,Cornered Prey,11,15,Deradune,,partial,true,3,datamapping_quest_zone_partial_match_pending_zone_review,Tools/DataMapping/output/quest_zone_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_zones.sql;jabbithole_mysql/quest_call_zones.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/WorldZone.tbl.sql;Source/NexusForever.Game/Quest;Tools/DataMapping/README.md,pending,not_retail_complete,"quest_zones row 656 links Quest2 3160 Jabbithole zone 11 (Deradune) to WorldZone 15, but Tools/DataMapping/output/quest_zone_map.csv marks match_status partial. Tools/DataMapping/output/quest_zone_map.csv has no current build 16042 WorldZone row/name for mapped WorldZone 15; treat the source id as stale or missing until WorldZone.tbl, MapZone/QuestDirection evidence, or accepted live client route evidence identifies the current replacement. Retail implementation needs a reviewed current WorldZone bridge that reconciles the Jabbithole zone/name with build 16042 WorldZone data, followed by quest visibility/routing, map guidance, episode/zone ordering, and client quest smoke."
3162,Communications Blackout,generic_table_driven,not_retail_complete,current_quest,quest_call_zones,316,952,Communications Blackout,Communications Blackout,11,15,Deradune,,partial,true,3,datamapping_quest_zone_partial_match_pending_zone_review,Tools/DataMapping/output/quest_zone_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_zones.sql;jabbithole_mysql/quest_call_zones.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/WorldZone.tbl.sql;Source/NexusForever.Game/Quest;Tools/DataMapping/README.md,pending,not_retail_complete,"quest_call_zones row 316 links Quest2 3162 Jabbithole zone 11 (Deradune) to WorldZone 15, but Tools/DataMapping/output/quest_zone_map.csv marks match_status partial. Tools/DataMapping/output/quest_zone_map.csv has no current build 16042 WorldZone row/name for mapped WorldZone 15; treat the source id as stale or missing until WorldZone.tbl, MapZone/QuestDirection evidence, or accepted live client route evidence identifies the current replacement. Retail implementation needs a reviewed current WorldZone bridge that reconciles the Jabbithole zone/name with build 16042 WorldZone data, followed by quest visibility/routing, map guidance, episode/zone ordering, and client quest smoke."
3162,Communications Blackout,generic_table_driven,not_retail_complete,current_quest,quest_call_zones,1767,952,Communications Blackout,Communications Blackout,46,78,Illium,Western Ellevar,matched,true,0,datamapping_quest_zone_matched_pending_runtime_visibility_smoke,Tools/DataMapping/output/quest_zone_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_zones.sql;jabbithole_mysql/quest_call_zones.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/WorldZone.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_call_zones row 1767 links Quest2 3162 Jabbithole zone 46 (Illium) to WorldZone 78 (Western Ellevar) with match_status matched. The zone bridge is mapped, but retail completion needs runtime quest visibility/routing using this current WorldZone bridge, map guidance, episode/zone ordering, and client quest smoke."
3162,Communications Blackout,generic_table_driven,not_retail_complete,current_quest,quest_call_zones,4733,952,Communications Blackout,Communications Blackout,20,24,The Malgrave Trail,Coldwater Gulch,matched,true,0,datamapping_quest_zone_matched_pending_runtime_visibility_smoke,Tools/DataMapping/output/quest_zone_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_zones.sql;jabbithole_mysql/quest_call_zones.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/WorldZone.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_call_zones row 4733 links Quest2 3162 Jabbithole zone 20 (The Malgrave Trail) to WorldZone 24 (Coldwater Gulch) with match_status matched. The zone bridge is mapped, but retail completion needs runtime quest visibility/routing using this current WorldZone bridge, map guidance, episode/zone ordering, and client quest smoke."
3162,Communications Blackout,generic_table_driven,not_retail_complete,current_quest,quest_zones,658,952,Communications Blackout,Communications Blackout,11,15,Deradune,,partial,true,3,datamapping_quest_zone_partial_match_pending_zone_review,Tools/DataMapping/output/quest_zone_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_zones.sql;jabbithole_mysql/quest_call_zones.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/WorldZone.tbl.sql;Source/NexusForever.Game/Quest;Tools/DataMapping/README.md,pending,not_retail_complete,"quest_zones row 658 links Quest2 3162 Jabbithole zone 11 (Deradune) to WorldZone 15, but Tools/DataMapping/output/quest_zone_map.csv marks match_status partial. Tools/DataMapping/output/quest_zone_map.csv has no current build 16042 WorldZone row/name for mapped WorldZone 15; treat the source id as stale or missing until WorldZone.tbl, MapZone/QuestDirection evidence, or accepted live client route evidence identifies the current replacement. Retail implementation needs a reviewed current WorldZone bridge that reconciles the Jabbithole zone/name with build 16042 WorldZone data, followed by quest visibility/routing, map guidance, episode/zone ordering, and client quest smoke."
3163,A Captive Audience,generic_table_driven,not_retail_complete,current_quest,quest_call_zones,318,953,A Captive Audience,A Captive Audience,11,15,Deradune,,partial,true,3,datamapping_quest_zone_partial_match_pending_zone_review,Tools/DataMapping/output/quest_zone_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_zones.sql;jabbithole_mysql/quest_call_zones.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/WorldZone.tbl.sql;Source/NexusForever.Game/Quest;Tools/DataMapping/README.md,pending,not_retail_complete,"quest_call_zones row 318 links Quest2 3163 Jabbithole zone 11 (Deradune) to WorldZone 15, but Tools/DataMapping/output/quest_zone_map.csv marks match_status partial. Tools/DataMapping/output/quest_zone_map.csv has no current build 16042 WorldZone row/name for mapped WorldZone 15; treat the source id as stale or missing until WorldZone.tbl, MapZone/QuestDirection evidence, or accepted live client route evidence identifies the current replacement. Retail implementation needs a reviewed current WorldZone bridge that reconciles the Jabbithole zone/name with build 16042 WorldZone data, followed by quest visibility/routing, map guidance, episode/zone ordering, and client quest smoke."
3163,A Captive Audience,generic_table_driven,not_retail_complete,current_quest,quest_call_zones,2270,953,A Captive Audience,A Captive Audience,44,70,Western Grimvault,,partial,true,0,datamapping_quest_zone_partial_match_pending_zone_review,Tools/DataMapping/output/quest_zone_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_zones.sql;jabbithole_mysql/quest_call_zones.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/WorldZone.tbl.sql;Source/NexusForever.Game/Quest;Tools/DataMapping/README.md,pending,not_retail_complete,"quest_call_zones row 2270 links Quest2 3163 Jabbithole zone 44 (Western Grimvault) to WorldZone 70, but Tools/DataMapping/output/quest_zone_map.csv marks match_status partial. Tools/DataMapping/output/quest_zone_map.csv has no current build 16042 WorldZone row/name for mapped WorldZone 70; treat the source id as stale or missing until WorldZone.tbl, MapZone/QuestDirection evidence, or accepted live client route evidence identifies the current replacement. Retail implementation needs a reviewed current WorldZone bridge that reconciles the Jabbithole zone/name with build 16042 WorldZone data, followed by quest visibility/routing, map guidance, episode/zone ordering, and client quest smoke."
3163,A Captive Audience,generic_table_driven,not_retail_complete,current_quest,quest_call_zones,4450,953,A Captive Audience,A Captive Audience,40,60,Housing Skymap,Mozyk Quarry,matched,true,0,datamapping_quest_zone_matched_pending_runtime_visibility_smoke,Tools/DataMapping/output/quest_zone_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_zones.sql;jabbithole_mysql/quest_call_zones.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/WorldZone.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_call_zones row 4450 links Quest2 3163 Jabbithole zone 40 (Housing Skymap) to WorldZone 60 (Mozyk Quarry) with match_status matched. The zone bridge is mapped, but retail completion needs runtime quest visibility/routing using this current WorldZone bridge, map guidance, episode/zone ordering, and client quest smoke."
3163,A Captive Audience,generic_table_driven,not_retail_complete,current_quest,quest_call_zones,5812,953,A Captive Audience,A Captive Audience,325,387,Jagged Rock Mine,Copperworth Fields,matched,true,0,datamapping_quest_zone_matched_pending_runtime_visibility_smoke,Tools/DataMapping/output/quest_zone_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_zones.sql;jabbithole_mysql/quest_call_zones.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/WorldZone.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_call_zones row 5812 links Quest2 3163 Jabbithole zone 325 (Jagged Rock Mine) to WorldZone 387 (Copperworth Fields) with match_status matched. The zone bridge is mapped, but retail completion needs runtime quest visibility/routing using this current WorldZone bridge, map guidance, episode/zone ordering, and client quest smoke."
3163,A Captive Audience,generic_table_driven,not_retail_complete,current_quest,quest_zones,660,953,A Captive Audience,A Captive Audience,11,15,Deradune,,partial,true,3,datamapping_quest_zone_partial_match_pending_zone_review,Tools/DataMapping/output/quest_zone_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_zones.sql;jabbithole_mysql/quest_call_zones.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/WorldZone.tbl.sql;Source/NexusForever.Game/Quest;Tools/DataMapping/README.md,pending,not_retail_complete,"quest_zones row 660 links Quest2 3163 Jabbithole zone 11 (Deradune) to WorldZone 15, but Tools/DataMapping/output/quest_zone_map.csv marks match_status partial. Tools/DataMapping/output/quest_zone_map.csv has no current build 16042 WorldZone row/name for mapped WorldZone 15; treat the source id as stale or missing until WorldZone.tbl, MapZone/QuestDirection evidence, or accepted live client route evidence identifies the current replacement. Retail implementation needs a reviewed current WorldZone bridge that reconciles the Jabbithole zone/name with build 16042 WorldZone data, followed by quest visibility/routing, map guidance, episode/zone ordering, and client quest smoke."
3165,Bloodrush,generic_table_driven,not_retail_complete,current_quest,quest_call_zones,319,954,Bloodrush,Bloodrush,11,15,Deradune,,partial,true,3,datamapping_quest_zone_partial_match_pending_zone_review,Tools/DataMapping/output/quest_zone_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_zones.sql;jabbithole_mysql/quest_call_zones.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/WorldZone.tbl.sql;Source/NexusForever.Game/Quest;Tools/DataMapping/README.md,pending,not_retail_complete,"quest_call_zones row 319 links Quest2 3165 Jabbithole zone 11 (Deradune) to WorldZone 15, but Tools/DataMapping/output/quest_zone_map.csv marks match_status partial. Tools/DataMapping/output/quest_zone_map.csv has no current build 16042 WorldZone row/name for mapped WorldZone 15; treat the source id as stale or missing until WorldZone.tbl, MapZone/QuestDirection evidence, or accepted live client route evidence identifies the current replacement. Retail implementation needs a reviewed current WorldZone bridge that reconciles the Jabbithole zone/name with build 16042 WorldZone data, followed by quest visibility/routing, map guidance, episode/zone ordering, and client quest smoke."
3165,Bloodrush,generic_table_driven,not_retail_complete,current_quest,quest_call_zones,1232,954,Bloodrush,Bloodrush,43,69,Walatiki Temple,,partial,true,0,datamapping_quest_zone_partial_match_pending_zone_review,Tools/DataMapping/output/quest_zone_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_zones.sql;jabbithole_mysql/quest_call_zones.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/WorldZone.tbl.sql;Source/NexusForever.Game/Quest;Tools/DataMapping/README.md,pending,not_retail_complete,"quest_call_zones row 1232 links Quest2 3165 Jabbithole zone 43 (Walatiki Temple) to WorldZone 69, but Tools/DataMapping/output/quest_zone_map.csv marks match_status partial. Tools/DataMapping/output/quest_zone_map.csv has no current build 16042 WorldZone row/name for mapped WorldZone 69; treat the source id as stale or missing until WorldZone.tbl, MapZone/QuestDirection evidence, or accepted live client route evidence identifies the current replacement. Retail implementation needs a reviewed current WorldZone bridge that reconciles the Jabbithole zone/name with build 16042 WorldZone data, followed by quest visibility/routing, map guidance, episode/zone ordering, and client quest smoke."
3165,Bloodrush,generic_table_driven,not_retail_complete,current_quest,quest_call_zones,1942,954,Bloodrush,Bloodrush,5,6,Auroria,,partial,true,0,datamapping_quest_zone_partial_match_pending_zone_review,Tools/DataMapping/output/quest_zone_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_zones.sql;jabbithole_mysql/quest_call_zones.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/WorldZone.tbl.sql;Source/NexusForever.Game/Quest;Tools/DataMapping/README.md,pending,not_retail_complete,"quest_call_zones row 1942 links Quest2 3165 Jabbithole zone 5 (Auroria) to WorldZone 6, but Tools/DataMapping/output/quest_zone_map.csv marks match_status partial. Tools/DataMapping/output/quest_zone_map.csv has no current build 16042 WorldZone row/name for mapped WorldZone 6; treat the source id as stale or missing until WorldZone.tbl, MapZone/QuestDirection evidence, or accepted live client route evidence identifies the current replacement. Retail implementation needs a reviewed current WorldZone bridge that reconciles the Jabbithole zone/name with build 16042 WorldZone data, followed by quest visibility/routing, map guidance, episode/zone ordering, and client quest smoke."
3165,Bloodrush,generic_table_driven,not_retail_complete,current_quest,quest_call_zones,2322,954,Bloodrush,Bloodrush,40,60,Housing Skymap,Mozyk Quarry,matched,true,0,datamapping_quest_zone_matched_pending_runtime_visibility_smoke,Tools/DataMapping/output/quest_zone_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_zones.sql;jabbithole_mysql/quest_call_zones.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/WorldZone.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_call_zones row 2322 links Quest2 3165 Jabbithole zone 40 (Housing Skymap) to WorldZone 60 (Mozyk Quarry) with match_status matched. The zone bridge is mapped, but retail completion needs runtime quest visibility/routing using this current WorldZone bridge, map guidance, episode/zone ordering, and client quest smoke."
3165,Bloodrush,generic_table_driven,not_retail_complete,current_quest,quest_call_zones,2401,954,Bloodrush,Bloodrush,2,2,Whitevale,,partial,true,0,datamapping_quest_zone_partial_match_pending_zone_review,Tools/DataMapping/output/quest_zone_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_zones.sql;jabbithole_mysql/quest_call_zones.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/WorldZone.tbl.sql;Source/NexusForever.Game/Quest;Tools/DataMapping/README.md,pending,not_retail_complete,"quest_call_zones row 2401 links Quest2 3165 Jabbithole zone 2 (Whitevale) to WorldZone 2, but Tools/DataMapping/output/quest_zone_map.csv marks match_status partial. Tools/DataMapping/output/quest_zone_map.csv has no current build 16042 WorldZone row/name for mapped WorldZone 2; treat the source id as stale or missing until WorldZone.tbl, MapZone/QuestDirection evidence, or accepted live client route evidence identifies the current replacement. Retail implementation needs a reviewed current WorldZone bridge that reconciles the Jabbithole zone/name with build 16042 WorldZone data, followed by quest visibility/routing, map guidance, episode/zone ordering, and client quest smoke."
