quest_id,quest_name,quest_bucket,quest_completion_status,reward_source,reward_slot,reward_id,reward_type,object_id,object_amount,flags,support_status,evidence_status,completion_status,evidence_sources,manual_validation,blocker_summary
2085,,generic_table_driven,not_retail_complete,Quest2Reward,,1084,1,4606,1,0,mapped_runtime_reward_path_pending_row_smoke,mapped_runtime_reward_path_pending_row_smoke,not_retail_complete,wildstar_client_mysql/Quest2Reward.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Quest/QuestInfo.cs;Tools/WikiArchiveAudit/audit_wildstar_wiki.py,pending_or_not_applicable,"Reward row is table-backed but not retail-complete until quest completion, choice semantics, inventory/currency side effects, active rotations where applicable, and client-visible grants are verified."
2137,,generic_table_driven,not_retail_complete,Quest2Reward,,1087,1,4481,1,0,mapped_runtime_reward_path_pending_row_smoke,mapped_runtime_reward_path_pending_row_smoke,not_retail_complete,wildstar_client_mysql/Quest2Reward.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Quest/QuestInfo.cs;Tools/WikiArchiveAudit/audit_wildstar_wiki.py,pending_or_not_applicable,"Reward row is table-backed but not retail-complete until quest completion, choice semantics, inventory/currency side effects, active rotations where applicable, and client-visible grants are verified."
2137,,generic_table_driven,not_retail_complete,Quest2Reward,,1088,1,4464,2,0,mapped_runtime_reward_path_pending_row_smoke,mapped_runtime_reward_path_pending_row_smoke,not_retail_complete,wildstar_client_mysql/Quest2Reward.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Quest/QuestInfo.cs;Tools/WikiArchiveAudit/audit_wildstar_wiki.py,pending_or_not_applicable,"Reward row is table-backed but not retail-complete until quest completion, choice semantics, inventory/currency side effects, active rotations where applicable, and client-visible grants are verified."
2137,,generic_table_driven,not_retail_complete,Quest2Reward,,1089,1,4466,1,0,mapped_runtime_reward_path_pending_row_smoke,mapped_runtime_reward_path_pending_row_smoke,not_retail_complete,wildstar_client_mysql/Quest2Reward.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Quest/QuestInfo.cs;Tools/WikiArchiveAudit/audit_wildstar_wiki.py,pending_or_not_applicable,"Reward row is table-backed but not retail-complete until quest completion, choice semantics, inventory/currency side effects, active rotations where applicable, and client-visible grants are verified."
2137,,generic_table_driven,not_retail_complete,Quest2Reward,,1090,1,4507,1,0,mapped_runtime_reward_path_pending_row_smoke,mapped_runtime_reward_path_pending_row_smoke,not_retail_complete,wildstar_client_mysql/Quest2Reward.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Quest/QuestInfo.cs;Tools/WikiArchiveAudit/audit_wildstar_wiki.py,pending_or_not_applicable,"Reward row is table-backed but not retail-complete until quest completion, choice semantics, inventory/currency side effects, active rotations where applicable, and client-visible grants are verified."
2138,,generic_table_driven,not_retail_complete,Quest2Reward,,1091,1,4484,1,0,mapped_runtime_reward_path_pending_row_smoke,mapped_runtime_reward_path_pending_row_smoke,not_retail_complete,wildstar_client_mysql/Quest2Reward.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Quest/QuestInfo.cs;Tools/WikiArchiveAudit/audit_wildstar_wiki.py,pending_or_not_applicable,"Reward row is table-backed but not retail-complete until quest completion, choice semantics, inventory/currency side effects, active rotations where applicable, and client-visible grants are verified."
2138,,generic_table_driven,not_retail_complete,Quest2Reward,,1092,1,4465,3,0,mapped_runtime_reward_path_pending_row_smoke,mapped_runtime_reward_path_pending_row_smoke,not_retail_complete,wildstar_client_mysql/Quest2Reward.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Quest/QuestInfo.cs;Tools/WikiArchiveAudit/audit_wildstar_wiki.py,pending_or_not_applicable,"Reward row is table-backed but not retail-complete until quest completion, choice semantics, inventory/currency side effects, active rotations where applicable, and client-visible grants are verified."
2138,,generic_table_driven,not_retail_complete,Quest2Reward,,1093,1,4508,1,0,mapped_runtime_reward_path_pending_row_smoke,mapped_runtime_reward_path_pending_row_smoke,not_retail_complete,wildstar_client_mysql/Quest2Reward.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Quest/QuestInfo.cs;Tools/WikiArchiveAudit/audit_wildstar_wiki.py,pending_or_not_applicable,"Reward row is table-backed but not retail-complete until quest completion, choice semantics, inventory/currency side effects, active rotations where applicable, and client-visible grants are verified."
2139,,generic_table_driven,not_retail_complete,Quest2Reward,,1094,1,4482,1,0,mapped_runtime_reward_path_pending_row_smoke,mapped_runtime_reward_path_pending_row_smoke,not_retail_complete,wildstar_client_mysql/Quest2Reward.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Quest/QuestInfo.cs;Tools/WikiArchiveAudit/audit_wildstar_wiki.py,pending_or_not_applicable,"Reward row is table-backed but not retail-complete until quest completion, choice semantics, inventory/currency side effects, active rotations where applicable, and client-visible grants are verified."
2139,,generic_table_driven,not_retail_complete,Quest2Reward,,1095,1,4485,1,0,mapped_runtime_reward_path_pending_row_smoke,mapped_runtime_reward_path_pending_row_smoke,not_retail_complete,wildstar_client_mysql/Quest2Reward.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Quest/QuestInfo.cs;Tools/WikiArchiveAudit/audit_wildstar_wiki.py,pending_or_not_applicable,"Reward row is table-backed but not retail-complete until quest completion, choice semantics, inventory/currency side effects, active rotations where applicable, and client-visible grants are verified."
2139,,generic_table_driven,not_retail_complete,Quest2Reward,,1096,1,4483,1,0,mapped_runtime_reward_path_pending_row_smoke,mapped_runtime_reward_path_pending_row_smoke,not_retail_complete,wildstar_client_mysql/Quest2Reward.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Quest/QuestInfo.cs;Tools/WikiArchiveAudit/audit_wildstar_wiki.py,pending_or_not_applicable,"Reward row is table-backed but not retail-complete until quest completion, choice semantics, inventory/currency side effects, active rotations where applicable, and client-visible grants are verified."
2139,,generic_table_driven,not_retail_complete,Quest2Reward,,1097,1,4463,7,0,mapped_runtime_reward_path_pending_row_smoke,mapped_runtime_reward_path_pending_row_smoke,not_retail_complete,wildstar_client_mysql/Quest2Reward.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Quest/QuestInfo.cs;Tools/WikiArchiveAudit/audit_wildstar_wiki.py,pending_or_not_applicable,"Reward row is table-backed but not retail-complete until quest completion, choice semantics, inventory/currency side effects, active rotations where applicable, and client-visible grants are verified."
2139,,generic_table_driven,not_retail_complete,Quest2Reward,,1098,1,4464,2,0,mapped_runtime_reward_path_pending_row_smoke,mapped_runtime_reward_path_pending_row_smoke,not_retail_complete,wildstar_client_mysql/Quest2Reward.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Quest/QuestInfo.cs;Tools/WikiArchiveAudit/audit_wildstar_wiki.py,pending_or_not_applicable,"Reward row is table-backed but not retail-complete until quest completion, choice semantics, inventory/currency side effects, active rotations where applicable, and client-visible grants are verified."
2139,,generic_table_driven,not_retail_complete,Quest2Reward,,1099,1,4507,3,0,mapped_runtime_reward_path_pending_row_smoke,mapped_runtime_reward_path_pending_row_smoke,not_retail_complete,wildstar_client_mysql/Quest2Reward.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Quest/QuestInfo.cs;Tools/WikiArchiveAudit/audit_wildstar_wiki.py,pending_or_not_applicable,"Reward row is table-backed but not retail-complete until quest completion, choice semantics, inventory/currency side effects, active rotations where applicable, and client-visible grants are verified."
2140,,generic_table_driven,not_retail_complete,Quest2Reward,,1100,1,4489,1,0,mapped_runtime_reward_path_pending_row_smoke,mapped_runtime_reward_path_pending_row_smoke,not_retail_complete,wildstar_client_mysql/Quest2Reward.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Quest/QuestInfo.cs;Tools/WikiArchiveAudit/audit_wildstar_wiki.py,pending_or_not_applicable,"Reward row is table-backed but not retail-complete until quest completion, choice semantics, inventory/currency side effects, active rotations where applicable, and client-visible grants are verified."
2140,,generic_table_driven,not_retail_complete,Quest2Reward,,1101,1,4495,1,0,mapped_runtime_reward_path_pending_row_smoke,mapped_runtime_reward_path_pending_row_smoke,not_retail_complete,wildstar_client_mysql/Quest2Reward.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Quest/QuestInfo.cs;Tools/WikiArchiveAudit/audit_wildstar_wiki.py,pending_or_not_applicable,"Reward row is table-backed but not retail-complete until quest completion, choice semantics, inventory/currency side effects, active rotations where applicable, and client-visible grants are verified."
2140,,generic_table_driven,not_retail_complete,Quest2Reward,,1102,1,4501,1,0,mapped_runtime_reward_path_pending_row_smoke,mapped_runtime_reward_path_pending_row_smoke,not_retail_complete,wildstar_client_mysql/Quest2Reward.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Quest/QuestInfo.cs;Tools/WikiArchiveAudit/audit_wildstar_wiki.py,pending_or_not_applicable,"Reward row is table-backed but not retail-complete until quest completion, choice semantics, inventory/currency side effects, active rotations where applicable, and client-visible grants are verified."
