quest_id,title,quest_bucket,quest_completion_status,dependency_type,achievement_id,achievement_title,achievement_description,achievement_progress_text,achievement_type_id,achievement_category_id,achievement_flags,world_zone_id,source_field,object_id,object_id_alt,value,character_title_id,prerequisite_id,prerequisite_id_server,prerequisite_id_objective,prerequisite_id_objective_alt,achievement_id_parent_tier,checklist_id,checklist_bit,checklist_object_id,checklist_object_id_alt,checklist_prerequisite_id,checklist_prerequisite_id_alt,evidence_status,evidence_sources,manual_validation,completion_status,blocker_summary
5421,Yihwa's Demise,no_objectives,not_retail_complete,achievement_checklist,1130,Trophies for Kezzia,You've delivered four impressive trophies to Huntress Kezzia,Deliver trophies from Bloodfire Savannah's most dangerous beasts to Huntress Kezzia,6,180,0,483,AchievementChecklist.objectId,0,0,0,0,18,18,0,0,0,653,0,5421,0,0,0,client_achievement_checklist_row_pending_progression_hook_smoke,wildstar_client_mysql/Achievement.tbl.sql;wildstar_client_mysql/AchievementChecklist.tbl.sql;wildstar_client_mysql/Quest2.tbl.sql;Source/NexusForever.Game/Achievement;Source/NexusForever.Script.Main,pending,not_retail_complete,"AchievementChecklist 653 links Achievement 1130 (Trophies for Kezzia) type 6 category 180 flags 0 worldZone 483 progress text 'Deliver trophies from Bloodfire Savannah's most dangerous beasts to Huntress Kezzia' to bit 0, objectId 5421, objectIdAlt 0, and Quest2 5421 through AchievementChecklist.objectId, prerequisites 18;18. Retail completion needs quest progression hook ownership, duplicate checklist behavior, parent-tier/title/reward behavior, achievement persistence, and client achievement UI smoke."
5422,Fuzzy Beheaded Ook,no_objectives,not_retail_complete,achievement_checklist,1130,Trophies for Kezzia,You've delivered four impressive trophies to Huntress Kezzia,Deliver trophies from Bloodfire Savannah's most dangerous beasts to Huntress Kezzia,6,180,0,483,AchievementChecklist.objectId,0,0,0,0,18,18,0,0,0,654,1,5422,0,0,0,client_achievement_checklist_row_pending_progression_hook_smoke,wildstar_client_mysql/Achievement.tbl.sql;wildstar_client_mysql/AchievementChecklist.tbl.sql;wildstar_client_mysql/Quest2.tbl.sql;Source/NexusForever.Game/Achievement;Source/NexusForever.Script.Main,pending,not_retail_complete,"AchievementChecklist 654 links Achievement 1130 (Trophies for Kezzia) type 6 category 180 flags 0 worldZone 483 progress text 'Deliver trophies from Bloodfire Savannah's most dangerous beasts to Huntress Kezzia' to bit 1, objectId 5422, objectIdAlt 0, and Quest2 5422 through AchievementChecklist.objectId, prerequisites 18;18. Retail completion needs quest progression hook ownership, duplicate checklist behavior, parent-tier/title/reward behavior, achievement persistence, and client achievement UI smoke."
5423,Fine Kelfa Rug,no_objectives,not_retail_complete,achievement_checklist,1130,Trophies for Kezzia,You've delivered four impressive trophies to Huntress Kezzia,Deliver trophies from Bloodfire Savannah's most dangerous beasts to Huntress Kezzia,6,180,0,483,AchievementChecklist.objectId,0,0,0,0,18,18,0,0,0,655,2,5423,0,0,0,client_achievement_checklist_row_pending_progression_hook_smoke,wildstar_client_mysql/Achievement.tbl.sql;wildstar_client_mysql/AchievementChecklist.tbl.sql;wildstar_client_mysql/Quest2.tbl.sql;Source/NexusForever.Game/Achievement;Source/NexusForever.Script.Main,pending,not_retail_complete,"AchievementChecklist 655 links Achievement 1130 (Trophies for Kezzia) type 6 category 180 flags 0 worldZone 483 progress text 'Deliver trophies from Bloodfire Savannah's most dangerous beasts to Huntress Kezzia' to bit 2, objectId 5423, objectIdAlt 0, and Quest2 5423 through AchievementChecklist.objectId, prerequisites 18;18. Retail completion needs quest progression hook ownership, duplicate checklist behavior, parent-tier/title/reward behavior, achievement persistence, and client achievement UI smoke."
5314,Wetwork in Whitevale,generic_table_driven,not_retail_complete,achievement_checklist,1061,Episode Completion: I Spy the ICI,You have completed the I Spy the ICI episode,Complete the I Spy the ICI episode,6,186,0,137,AchievementChecklist.objectId,0,0,0,0,19,19,0,0,0,656,4,5314,0,0,0,client_achievement_checklist_row_pending_progression_hook_smoke,wildstar_client_mysql/Achievement.tbl.sql;wildstar_client_mysql/AchievementChecklist.tbl.sql;wildstar_client_mysql/Quest2.tbl.sql;Source/NexusForever.Game/Achievement;Source/NexusForever.Script.Main,pending,not_retail_complete,"AchievementChecklist 656 links Achievement 1061 (Episode Completion: I Spy the ICI) type 6 category 186 flags 0 worldZone 137 progress text 'Complete the I Spy the ICI episode' to bit 4, objectId 5314, objectIdAlt 0, and Quest2 5314 through AchievementChecklist.objectId, prerequisites 19;19. Retail completion needs quest progression hook ownership, duplicate checklist behavior, parent-tier/title/reward behavior, achievement persistence, and client achievement UI smoke."
5343,Hazmat Training Course,generic_table_driven,not_retail_complete,achievement_checklist,1143,Episode Completion: Eldan Defense Protocol,You completed the Eldan Defense Protocol episode,Complete the Eldan Defense Protocol episode,6,186,0,137,AchievementChecklist.objectId,0,0,0,0,18,18,0,0,0,657,0,5343,0,0,0,client_achievement_checklist_row_pending_progression_hook_smoke,wildstar_client_mysql/Achievement.tbl.sql;wildstar_client_mysql/AchievementChecklist.tbl.sql;wildstar_client_mysql/Quest2.tbl.sql;Source/NexusForever.Game/Achievement;Source/NexusForever.Script.Main,pending,not_retail_complete,"AchievementChecklist 657 links Achievement 1143 (Episode Completion: Eldan Defense Protocol) type 6 category 186 flags 0 worldZone 137 progress text 'Complete the Eldan Defense Protocol episode' to bit 0, objectId 5343, objectIdAlt 0, and Quest2 5343 through AchievementChecklist.objectId, prerequisites 18;18. Retail completion needs quest progression hook ownership, duplicate checklist behavior, parent-tier/title/reward behavior, achievement persistence, and client achievement UI smoke."
5344,Research Reclamation,generic_table_driven,not_retail_complete,achievement_checklist,1143,Episode Completion: Eldan Defense Protocol,You completed the Eldan Defense Protocol episode,Complete the Eldan Defense Protocol episode,6,186,0,137,AchievementChecklist.objectId,0,0,0,0,18,18,0,0,0,658,1,5344,0,0,0,client_achievement_checklist_row_pending_progression_hook_smoke,wildstar_client_mysql/Achievement.tbl.sql;wildstar_client_mysql/AchievementChecklist.tbl.sql;wildstar_client_mysql/Quest2.tbl.sql;Source/NexusForever.Game/Achievement;Source/NexusForever.Script.Main,pending,not_retail_complete,"AchievementChecklist 658 links Achievement 1143 (Episode Completion: Eldan Defense Protocol) type 6 category 186 flags 0 worldZone 137 progress text 'Complete the Eldan Defense Protocol episode' to bit 1, objectId 5344, objectIdAlt 0, and Quest2 5344 through AchievementChecklist.objectId, prerequisites 18;18. Retail completion needs quest progression hook ownership, duplicate checklist behavior, parent-tier/title/reward behavior, achievement persistence, and client achievement UI smoke."
5347,Toxin Feeders,generic_table_driven,not_retail_complete,achievement_checklist,1143,Episode Completion: Eldan Defense Protocol,You completed the Eldan Defense Protocol episode,Complete the Eldan Defense Protocol episode,6,186,0,137,AchievementChecklist.objectId,0,0,0,0,18,18,0,0,0,659,2,5347,0,0,0,client_achievement_checklist_row_pending_progression_hook_smoke,wildstar_client_mysql/Achievement.tbl.sql;wildstar_client_mysql/AchievementChecklist.tbl.sql;wildstar_client_mysql/Quest2.tbl.sql;Source/NexusForever.Game/Achievement;Source/NexusForever.Script.Main,pending,not_retail_complete,"AchievementChecklist 659 links Achievement 1143 (Episode Completion: Eldan Defense Protocol) type 6 category 186 flags 0 worldZone 137 progress text 'Complete the Eldan Defense Protocol episode' to bit 2, objectId 5347, objectIdAlt 0, and Quest2 5347 through AchievementChecklist.objectId, prerequisites 18;18. Retail completion needs quest progression hook ownership, duplicate checklist behavior, parent-tier/title/reward behavior, achievement persistence, and client achievement UI smoke."
5348,Neurotoxin Samples,generic_table_driven,not_retail_complete,achievement_checklist,1143,Episode Completion: Eldan Defense Protocol,You completed the Eldan Defense Protocol episode,Complete the Eldan Defense Protocol episode,6,186,0,137,AchievementChecklist.objectId,0,0,0,0,18,18,0,0,0,660,3,5348,0,0,0,client_achievement_checklist_row_pending_progression_hook_smoke,wildstar_client_mysql/Achievement.tbl.sql;wildstar_client_mysql/AchievementChecklist.tbl.sql;wildstar_client_mysql/Quest2.tbl.sql;Source/NexusForever.Game/Achievement;Source/NexusForever.Script.Main,pending,not_retail_complete,"AchievementChecklist 660 links Achievement 1143 (Episode Completion: Eldan Defense Protocol) type 6 category 186 flags 0 worldZone 137 progress text 'Complete the Eldan Defense Protocol episode' to bit 3, objectId 5348, objectIdAlt 0, and Quest2 5348 through AchievementChecklist.objectId, prerequisites 18;18. Retail completion needs quest progression hook ownership, duplicate checklist behavior, parent-tier/title/reward behavior, achievement persistence, and client achievement UI smoke."
5349,Reclaiming the Lower Levels,generic_table_driven,not_retail_complete,achievement_checklist,1143,Episode Completion: Eldan Defense Protocol,You completed the Eldan Defense Protocol episode,Complete the Eldan Defense Protocol episode,6,186,0,137,AchievementChecklist.objectId,0,0,0,0,18,18,0,0,0,661,5,5349,0,0,0,client_achievement_checklist_row_pending_progression_hook_smoke,wildstar_client_mysql/Achievement.tbl.sql;wildstar_client_mysql/AchievementChecklist.tbl.sql;wildstar_client_mysql/Quest2.tbl.sql;Source/NexusForever.Game/Achievement;Source/NexusForever.Script.Main,pending,not_retail_complete,"AchievementChecklist 661 links Achievement 1143 (Episode Completion: Eldan Defense Protocol) type 6 category 186 flags 0 worldZone 137 progress text 'Complete the Eldan Defense Protocol episode' to bit 5, objectId 5349, objectIdAlt 0, and Quest2 5349 through AchievementChecklist.objectId, prerequisites 18;18. Retail completion needs quest progression hook ownership, duplicate checklist behavior, parent-tier/title/reward behavior, achievement persistence, and client achievement UI smoke."
5350,Subterranean Grave,generic_table_driven,not_retail_complete,achievement_checklist,1143,Episode Completion: Eldan Defense Protocol,You completed the Eldan Defense Protocol episode,Complete the Eldan Defense Protocol episode,6,186,0,137,AchievementChecklist.objectId,0,0,0,0,18,18,0,0,0,662,6,5350,0,0,0,client_achievement_checklist_row_pending_progression_hook_smoke,wildstar_client_mysql/Achievement.tbl.sql;wildstar_client_mysql/AchievementChecklist.tbl.sql;wildstar_client_mysql/Quest2.tbl.sql;Source/NexusForever.Game/Achievement;Source/NexusForever.Script.Main,pending,not_retail_complete,"AchievementChecklist 662 links Achievement 1143 (Episode Completion: Eldan Defense Protocol) type 6 category 186 flags 0 worldZone 137 progress text 'Complete the Eldan Defense Protocol episode' to bit 6, objectId 5350, objectIdAlt 0, and Quest2 5350 through AchievementChecklist.objectId, prerequisites 18;18. Retail completion needs quest progression hook ownership, duplicate checklist behavior, parent-tier/title/reward behavior, achievement persistence, and client achievement UI smoke."
5353,Data Recovery,generic_table_driven,not_retail_complete,achievement_checklist,1143,Episode Completion: Eldan Defense Protocol,You completed the Eldan Defense Protocol episode,Complete the Eldan Defense Protocol episode,6,186,0,137,AchievementChecklist.objectId,0,0,0,0,18,18,0,0,0,663,4,5353,0,0,0,client_achievement_checklist_row_pending_progression_hook_smoke,wildstar_client_mysql/Achievement.tbl.sql;wildstar_client_mysql/AchievementChecklist.tbl.sql;wildstar_client_mysql/Quest2.tbl.sql;Source/NexusForever.Game/Achievement;Source/NexusForever.Script.Main,pending,not_retail_complete,"AchievementChecklist 663 links Achievement 1143 (Episode Completion: Eldan Defense Protocol) type 6 category 186 flags 0 worldZone 137 progress text 'Complete the Eldan Defense Protocol episode' to bit 4, objectId 5353, objectIdAlt 0, and Quest2 5353 through AchievementChecklist.objectId, prerequisites 18;18. Retail completion needs quest progression hook ownership, duplicate checklist behavior, parent-tier/title/reward behavior, achievement persistence, and client achievement UI smoke."
5352,Elemental Origins,generic_table_driven,not_retail_complete,achievement_checklist,1143,Episode Completion: Eldan Defense Protocol,You completed the Eldan Defense Protocol episode,Complete the Eldan Defense Protocol episode,6,186,0,137,AchievementChecklist.objectId,0,0,0,0,18,18,0,0,0,664,7,5352,0,0,0,client_achievement_checklist_row_pending_progression_hook_smoke,wildstar_client_mysql/Achievement.tbl.sql;wildstar_client_mysql/AchievementChecklist.tbl.sql;wildstar_client_mysql/Quest2.tbl.sql;Source/NexusForever.Game/Achievement;Source/NexusForever.Script.Main,pending,not_retail_complete,"AchievementChecklist 664 links Achievement 1143 (Episode Completion: Eldan Defense Protocol) type 6 category 186 flags 0 worldZone 137 progress text 'Complete the Eldan Defense Protocol episode' to bit 7, objectId 5352, objectIdAlt 0, and Quest2 5352 through AchievementChecklist.objectId, prerequisites 18;18. Retail completion needs quest progression hook ownership, duplicate checklist behavior, parent-tier/title/reward behavior, achievement persistence, and client achievement UI smoke."
5355,Strong Defenses,generic_table_driven,not_retail_complete,achievement_checklist,1144,Episode Completion: Claiming the Frozen Lands,You completed the Claiming Frozen Lands episode,Complete the Claiming Frozen Lands episode,6,186,0,137,AchievementChecklist.objectId,0,0,0,0,18,18,0,0,0,668,0,5355,0,0,0,client_achievement_checklist_row_pending_progression_hook_smoke,wildstar_client_mysql/Achievement.tbl.sql;wildstar_client_mysql/AchievementChecklist.tbl.sql;wildstar_client_mysql/Quest2.tbl.sql;Source/NexusForever.Game/Achievement;Source/NexusForever.Script.Main,pending,not_retail_complete,"AchievementChecklist 668 links Achievement 1144 (Episode Completion: Claiming the Frozen Lands) type 6 category 186 flags 0 worldZone 137 progress text 'Complete the Claiming Frozen Lands episode' to bit 0, objectId 5355, objectIdAlt 0, and Quest2 5355 through AchievementChecklist.objectId, prerequisites 18;18. Retail completion needs quest progression hook ownership, duplicate checklist behavior, parent-tier/title/reward behavior, achievement persistence, and client achievement UI smoke."
5356,"Drill, Interrupted",generic_table_driven,not_retail_complete,achievement_checklist,1144,Episode Completion: Claiming the Frozen Lands,You completed the Claiming Frozen Lands episode,Complete the Claiming Frozen Lands episode,6,186,0,137,AchievementChecklist.objectId,0,0,0,0,18,18,0,0,0,669,1,5356,0,0,0,client_achievement_checklist_row_pending_progression_hook_smoke,wildstar_client_mysql/Achievement.tbl.sql;wildstar_client_mysql/AchievementChecklist.tbl.sql;wildstar_client_mysql/Quest2.tbl.sql;Source/NexusForever.Game/Achievement;Source/NexusForever.Script.Main,pending,not_retail_complete,"AchievementChecklist 669 links Achievement 1144 (Episode Completion: Claiming the Frozen Lands) type 6 category 186 flags 0 worldZone 137 progress text 'Complete the Claiming Frozen Lands episode' to bit 1, objectId 5356, objectIdAlt 0, and Quest2 5356 through AchievementChecklist.objectId, prerequisites 18;18. Retail completion needs quest progression hook ownership, duplicate checklist behavior, parent-tier/title/reward behavior, achievement persistence, and client achievement UI smoke."
5357,Miner Cutoff,generic_table_driven,not_retail_complete,achievement_checklist,1144,Episode Completion: Claiming the Frozen Lands,You completed the Claiming Frozen Lands episode,Complete the Claiming Frozen Lands episode,6,186,0,137,AchievementChecklist.objectId,0,0,0,0,18,18,0,0,0,670,2,5357,0,0,0,client_achievement_checklist_row_pending_progression_hook_smoke,wildstar_client_mysql/Achievement.tbl.sql;wildstar_client_mysql/AchievementChecklist.tbl.sql;wildstar_client_mysql/Quest2.tbl.sql;Source/NexusForever.Game/Achievement;Source/NexusForever.Script.Main,pending,not_retail_complete,"AchievementChecklist 670 links Achievement 1144 (Episode Completion: Claiming the Frozen Lands) type 6 category 186 flags 0 worldZone 137 progress text 'Complete the Claiming Frozen Lands episode' to bit 2, objectId 5357, objectIdAlt 0, and Quest2 5357 through AchievementChecklist.objectId, prerequisites 18;18. Retail completion needs quest progression hook ownership, duplicate checklist behavior, parent-tier/title/reward behavior, achievement persistence, and client achievement UI smoke."
5360,Burn the Vermin Out,generic_table_driven,not_retail_complete,achievement_checklist,1144,Episode Completion: Claiming the Frozen Lands,You completed the Claiming Frozen Lands episode,Complete the Claiming Frozen Lands episode,6,186,0,137,AchievementChecklist.objectId,0,0,0,0,18,18,0,0,0,672,3,5360,0,0,0,client_achievement_checklist_row_pending_progression_hook_smoke,wildstar_client_mysql/Achievement.tbl.sql;wildstar_client_mysql/AchievementChecklist.tbl.sql;wildstar_client_mysql/Quest2.tbl.sql;Source/NexusForever.Game/Achievement;Source/NexusForever.Script.Main,pending,not_retail_complete,"AchievementChecklist 672 links Achievement 1144 (Episode Completion: Claiming the Frozen Lands) type 6 category 186 flags 0 worldZone 137 progress text 'Complete the Claiming Frozen Lands episode' to bit 3, objectId 5360, objectIdAlt 0, and Quest2 5360 through AchievementChecklist.objectId, prerequisites 18;18. Retail completion needs quest progression hook ownership, duplicate checklist behavior, parent-tier/title/reward behavior, achievement persistence, and client achievement UI smoke."
5362,Missing in Action,generic_table_driven,not_retail_complete,achievement_checklist,1144,Episode Completion: Claiming the Frozen Lands,You completed the Claiming Frozen Lands episode,Complete the Claiming Frozen Lands episode,6,186,0,137,AchievementChecklist.objectId,0,0,0,0,18,18,0,0,0,674,4,5362,0,0,0,client_achievement_checklist_row_pending_progression_hook_smoke,wildstar_client_mysql/Achievement.tbl.sql;wildstar_client_mysql/AchievementChecklist.tbl.sql;wildstar_client_mysql/Quest2.tbl.sql;Source/NexusForever.Game/Achievement;Source/NexusForever.Script.Main,pending,not_retail_complete,"AchievementChecklist 674 links Achievement 1144 (Episode Completion: Claiming the Frozen Lands) type 6 category 186 flags 0 worldZone 137 progress text 'Complete the Claiming Frozen Lands episode' to bit 4, objectId 5362, objectIdAlt 0, and Quest2 5362 through AchievementChecklist.objectId, prerequisites 18;18. Retail completion needs quest progression hook ownership, duplicate checklist behavior, parent-tier/title/reward behavior, achievement persistence, and client achievement UI smoke."
